CONTROL_NUMBER,DONATED,CLUSTER_CODE,CARD_PROM_12,MONTHS_SINCE_FIRST_GIFT,LAST_GIFT_AMT,PCT_ATTRIBUTE1,NUMBER_PROM_12,MOR_HIT_RATE,INCOME_GROUP,RECENT_RESPONSE_COUNT,MONTHS_SINCE_ORIGIN,PUBLISHED_PHONE,LIFETIME_MAX_GIFT_AMT,RECENCY_STATUS_96NK,FILE_CARD_GIFT,MONTHS_SINCE_LAST_PROM_RESP,RECENT_RESPONSE_PROP,PCT_OWNER_OCCUPIED,FREQUENCY_STATUS_97NK
57419,1,12,4,65,15.0,0,10,8,5.0,1,65,1,15.0,A,3,26.0,0.053,92,1
176890,1,39,4,40,7.0,5,7,27,4.0,4,41,1,10.0,A,3,19.0,0.25,62,4
172962,0,30,4,29,20.0,0,12,0,4.0,2,29,0,20.0,A,1,19.0,0.167,53,1
11641,1,13,6,57,12.0,0,18,0,,4,65,0,12.0,S,6,21.0,0.2,92,3
70236,0,40,5,49,20.0,0,8,0,4.0,1,53,1,20.0,A,3,21.0,0.059,63,1
64874,1,17,4,39,16.0,1,10,2,3.0,1,41,1,16.0,A,1,19.0,0.067,38,1
26378,1,35,6,24,50.0,2,11,0,,1,29,0,50.0,N,1,24.0,0.091,97,1
15237,0,49,5,20,20.0,0,12,0,3.0,2,17,0,20.0,N,0,16.0,0.333,83,2
74418,0,44,6,24,15.0,0,11,4,2.0,2,29,1,15.0,N,1,18.0,0.182,87,2
136349,0,18,5,130,10.0,1,10,4,2.0,2,137,1,11.0,A,18,24.0,0.105,71,1
64248,0,36,6,64,20.0,0,13,0,2.0,2,65,1,20.0,A,1,18.0,0.105,63,1
31549,0,30,6,57,30.0,24,15,0,2.0,2,65,1,30.0,A,3,21.0,0.111,46,2
79401,0,42,3,24,15.0,0,7,9,7.0,1,29,1,15.0,N,1,24.0,0.1,82,1
78581,0,05,4,29,20.0,0,10,0,5.0,2,29,0,20.0,A,2,18.0,0.154,68,1
53212,0,47,4,29,16.0,3,11,0,,2,29,0,16.0,A,2,23.0,0.154,24,1
83481,0,44,5,89,11.0,0,12,0,3.0,2,89,1,11.0,A,10,17.0,0.105,95,1
126325,0,23,6,34,20.0,0,14,0,,2,41,1,20.0,A,1,21.0,0.118,72,2
74737,0,45,6,127,7.0,1,13,0,1.0,5,137,0,10.0,S,21,17.0,0.278,69,4
4240,0,12,4,76,15.0,1,10,0,,2,77,0,15.0,A,4,18.0,0.182,93,1
52592,1,39,6,75,10.0,1,13,2,6.0,4,77,1,12.0,A,6,18.0,0.19,89,3
90210,0,18,6,26,50.0,0,13,0,1.0,2,29,1,50.0,N,0,18.0,0.154,73,2
18676,0,36,4,130,10.0,0,8,0,5.0,3,137,0,12.0,S,18,21.0,0.214,79,2
83606,0,13,4,62,17.0,0,9,18,5.0,1,65,1,17.0,A,3,26.0,0.056,95,1
158828,0,35,6,57,25.0,0,13,15,4.0,1,65,0,25.0,A,3,19.0,0.056,47,1
144310,1,05,5,17,6.0,0,12,3,6.0,1,17,1,23.0,F,1,17.0,0.2,82,2
121422,0,03,6,57,15.0,0,12,7,4.0,3,65,1,20.0,A,5,25.0,0.143,59,1
172156,0,13,5,53,18.0,0,12,0,,5,65,0,18.0,A,4,15.0,0.294,80,2
177960,1,40,4,129,20.0,0,9,15,4.0,5,137,1,20.0,S,11,19.0,0.294,77,4
105954,0,17,6,125,20.0,1,12,15,2.0,3,125,1,20.0,A,10,24.0,0.136,50,1
147768,0,13,6,103,11.0,0,13,0,7.0,3,113,0,15.0,A,4,15.0,0.158,96,3
139799,1,34,5,16,25.0,0,12,13,5.0,1,17,1,25.0,F,1,16.0,0.2,59,1
4427,0, .,5,93,12.0,0,24,0,,5,101,1,13.0,S,10,21.0,0.313,97,2
114141,0,18,6,53,10.0,1,11,3,6.0,5,65,0,15.0,A,3,24.0,0.227,61,2
137929,0,11,6,92,13.0,1,14,0,,3,101,0,20.0,A,8,16.0,0.143,91,2
163220,1,01,5,56,15.0,0,11,3,7.0,2,65,1,15.0,A,1,18.0,0.105,21,1
29539,0,39,5,56,15.0,0,11,0,1.0,2,65,1,15.0,A,4,23.0,0.111,86,1
94218,0,10,6,130,3.0,0,13,6,1.0,7,137,1,10.0,S,12,16.0,0.389,57,3
67954,1,10,6,33,25.0,0,13,2,4.0,3,29,1,25.0,A,2,17.0,0.167,10,1
177932,0,49,6,124,20.0,0,13,0,,4,125,0,20.0,A,8,28.0,0.182,55,1
38070,0,14,4,92,15.0,0,11,9,6.0,1,101,1,15.0,A,7,19.0,0.077,95,1
174629,0,14,6,54,25.0,1,13,15,7.0,3,65,1,25.0,A,3,19.0,0.143,89,1
95800,1,21,6,45,16.0,2,12,0,2.0,3,41,0,16.0,A,3,21.0,0.15,48,1
45510,0,33,6,123,20.0,0,13,1,2.0,3,137,1,20.0,A,4,18.0,0.136,68,1
187564,0,30,2,40,5.0,0,7,0,,3,41,1,6.0,E,8,21.0,0.375,24,4
102450,0,16,4,32,15.0,0,11,0,,2,29,0,15.0,A,1,17.0,0.143,74,1
35423,0,20,6,113,17.0,0,13,12,2.0,2,113,1,17.0,A,8,18.0,0.1,83,1
88868,1,13,6,28,8.0,0,13,7,6.0,6,29,1,12.0,A,4,17.0,0.545,82,4
28557,0,47,4,124,15.0,0,11,1,4.0,1,125,0,20.0,A,10,18.0,0.056,82,1
163011,0,01,3,24,20.0,0,7,0,2.0,1,29,0,20.0,N,1,24.0,0.1,11,1
27506,0,27,4,21,20.0,2,10,0,,1,17,0,20.0,F,1,21.0,0.143,92,1
89113,0,02,6,45,8.0,9,14,1,6.0,13,41,1,13.0,S,10,15.0,0.684,94,4
4445,0,29,5,81,13.0,0,13,0,,3,89,1,13.0,A,6,19.0,0.158,91,1
153445,0,03,6,53,50.0,2,12,0,5.0,1,53,0,50.0,A,1,16.0,0.25,29,1
99076,0,36,6,41,9.0,0,14,1,4.0,9,41,0,15.0,A,6,15.0,0.474,61,4
77023,1,31,6,24,20.0,0,12,19,3.0,2,29,1,20.0,N,2,17.0,0.2,23,2
52251,0,36,6,130,10.0,0,12,21,3.0,3,137,1,10.0,S,15,21.0,0.158,61,2
44940,0,37,5,17,25.0,0,11,0,,1,17,0,25.0,F,1,17.0,0.2,93,1
182003,0,20,5,125,18.0,0,12,0,,1,137,0,20.0,A,4,18.0,0.063,66,2
49449,0,22,6,64,12.0,3,15,0,,7,65,0,15.0,S,7,16.0,0.35,66,4
112221,0,41,6,32,15.0,0,13,3,3.0,4,29,1,15.0,A,1,18.0,0.25,51,3
114265,0,49,5,98,15.0,1,10,0,3.0,2,101,0,20.0,A,15,26.0,0.091,80,1
150248,1,18,6,53,25.0,0,13,1,6.0,1,53,0,25.0,A,1,18.0,0.059,92,1
35839,0,28,6,42,10.0,1,14,0,5.0,8,41,0,10.0,A,5,16.0,0.421,55,4
132458,0,42,4,24,25.0,0,10,0,,1,29,0,25.0,N,1,24.0,0.091,65,1
161147,0,52,6,113,10.0,0,13,0,,3,113,0,16.0,S,7,25.0,0.167,60,2
30375,0,30,6,17,15.0,0,12,0,1.0,1,17,0,15.0,N,1,17.0,0.2,54,2
37676,0,09,6,41,5.0,0,12,0,6.0,6,41,0,8.0,A,6,16.0,0.3,25,4
157058,0,14,6,44,10.0,0,13,0,6.0,6,41,1,10.0,A,3,18.0,0.316,97,4
118020,0,31,5,80,18.0,0,12,0,5.0,2,89,0,18.0,A,4,18.0,0.118,70,1
172220,1,32,6,128,20.0,0,14,7,5.0,2,137,0,20.0,S,8,16.0,0.105,47,2
177197,0,30,6,67,10.0,0,12,1,4.0,2,77,1,15.0,A,2,21.0,0.2,65,3
54393,1,42,5,32,17.0,0,11,24,7.0,3,29,1,17.0,A,1,18.0,0.176,61,1
61874,0,27,6,124,21.0,0,13,17,2.0,5,137,1,30.0,A,9,19.0,0.238,53,1
181598,0,40,6,89,14.0,0,15,0,3.0,7,89,1,22.0,A,8,19.0,0.35,72,4
63626,0,23,6,30,10.0,0,12,0,,4,29,0,13.0,A,2,17.0,0.286,57,3
61353,0,32,4,16,15.0,0,11,6,1.0,1,17,0,15.0,F,0,16.0,0.2,74,1
134002,0,16,5,75,18.0,15,12,26,2.0,2,77,1,18.0,A,3,15.0,0.105,50,1
99613,0,18,5,16,20.0,1,12,0,2.0,1,17,1,20.0,F,1,16.0,0.2,65,1
55762,0,23,5,112,5.0,1,12,0,1.0,4,137,1,7.0,S,22,17.0,0.364,89,3
71788,0,51,6,128,16.0,0,13,0,5.0,2,137,0,16.0,A,5,20.0,0.1,74,1
173571,1,38,6,32,30.0,2,18,0,,2,41,0,30.0,A,1,17.0,0.125,73,2
52729,1,28,4,51,10.0,0,6,10,2.0,3,53,1,10.0,A,2,18.0,0.214,82,3
93671,0,10,6,52,20.0,0,12,0,2.0,2,53,0,20.0,A,1,18.0,0.133,72,1
96504,0,16,5,68,20.0,0,11,0,4.0,3,77,0,26.0,A,3,26.0,0.143,66,1
156929,1,07,5,123,12.0,0,12,0,2.0,3,137,0,12.0,A,8,23.0,0.167,65,1
79108,0,40,6,24,10.0,1,12,2,5.0,3,29,1,10.0,N,2,18.0,0.273,73,3
120220,0,30,6,53,30.0,0,13,4,2.0,3,53,1,30.0,A,5,23.0,0.15,49,1
112834,0,45,6,124,10.0,0,14,0,,3,137,1,11.0,S,12,19.0,0.15,59,3
182604,1,38,4,17,20.0,0,10,0,1.0,1,17,1,20.0,F,1,17.0,0.2,34,1
144729,1,13,6,75,10.0,0,13,16,5.0,4,77,1,20.0,A,5,18.0,0.2,87,2
1054,1,38,5,129,9.0,0,12,0,,5,137,0,10.0,S,11,19.0,0.294,36,3
156821,0,06,4,29,15.0,0,10,0,,2,29,0,15.0,A,1,18.0,0.182,54,1
74825,1,36,3,90,5.0,5,6,3,2.0,4,101,1,6.0,S,10,16.0,0.444,58,3
28946,0,45,4,17,20.0,0,10,0,4.0,1,17,0,20.0,F,1,17.0,0.2,81,1
112854,0,49,6,39,30.0,1,13,0,,3,41,0,30.0,A,1,18.0,0.15,84,2
10709,1, .,6,100,17.0,0,14,0,,2,113,1,17.0,A,9,25.0,0.091,81,1
147197,1,09,6,69,5.0,0,14,0,,10,77,1,16.0,S,14,21.0,0.526,52,4
11494,1,35,2,77,5.0,0,15,0,,6,77,1,11.0,E,15,17.0,0.75,89,4
50200,1,24,6,32,10.0,0,13,2,4.0,6,29,1,15.0,A,2,18.0,0.316,94,4
123895,0,27,6,57,20.0,0,13,15,5.0,2,65,1,20.0,A,4,17.0,0.095,87,1
44243,1,23,6,68,14.0,0,13,0,5.0,2,77,0,18.0,A,3,18.0,0.118,77,2
144821,0,13,6,73,100.0,0,16,0,6.0,3,77,1,200.0,A,4,17.0,0.136,98,1
62063,0,46,6,31,5.0,1,12,0,3.0,4,29,0,6.0,A,2,17.0,0.267,85,4
79627,1,14,6,77,12.0,0,13,0,,3,77,1,12.0,A,4,17.0,0.158,14,3
23542,0,12,2,15,15.0,3,7,1,5.0,1,17,0,15.0,E,1,15.0,1.0,85,1
177423,1,23,5,129,10.0,0,10,0,,4,137,0,10.0,A,16,24.0,0.222,57,1
80975,0,45,6,105,8.0,0,13,0,1.0,3,113,1,10.0,S,9,20.0,0.176,66,2
160773,1,27,4,29,10.0,0,9,2,4.0,4,29,1,10.0,A,3,16.0,0.333,74,3
31211,0,35,6,68,25.0,0,15,5,5.0,2,77,1,25.0,A,5,18.0,0.105,95,1
59985,0,13,5,44,16.0,0,11,0,3.0,1,41,0,16.0,A,1,16.0,0.056,95,2
138628,0,20,4,119,10.0,2,9,0,3.0,4,125,0,20.0,A,9,26.0,0.19,63,1
137373,0,28,5,89,10.0,4,12,10,5.0,4,89,1,15.0,A,8,19.0,0.222,95,1
60038,0,18,6,52,15.0,0,12,0,5.0,1,53,0,15.0,A,2,17.0,0.056,72,1
33725,0,43,5,16,25.0,3,12,1,2.0,1,17,1,25.0,F,1,16.0,0.2,84,1
93572,0,07,5,81,5.0,0,12,19,2.0,6,89,1,7.0,S,11,17.0,0.353,37,3
67449,0,05,4,125,5.0,0,7,9,1.0,5,125,1,5.0,S,10,17.0,0.417,99,4
167997,0,02,4,79,20.0,0,11,1,7.0,1,89,0,20.0,A,4,19.0,0.083,87,1
13496,1,01,8,69,32.0,0,31,0,5.0,5,77,0,32.0,S,6,16.0,0.25,35,3
156457,1,04,6,45,25.0,0,14,0,,1,41,0,25.0,A,2,16.0,0.059,0,1
79527,0,17,5,23,25.0,0,15,0,4.0,3,29,1,25.0,N,2,19.0,0.3,84,3
18817,0,51,6,33,10.0,2,12,0,2.0,4,29,0,10.0,A,2,17.0,0.25,85,3
109950,0,32,4,32,5.0,0,11,0,4.0,4,29,0,10.0,S,1,15.0,0.25,0,3
122549,0,46,5,16,20.0,0,12,1,1.0,1,17,0,20.0,F,1,16.0,0.2,79,1
156331,0,12,4,62,25.0,0,10,0,,1,77,0,25.0,A,1,26.0,0.056,49,1
116587,0,53,6,40,20.0,0,13,1,2.0,5,41,1,20.0,S,3,18.0,0.278,73,3
85219,0,53,3,122,29.0,0,6,0,,1,125,0,29.0,A,7,21.0,0.1,79,1
61040,0,36,6,65,25.0,0,15,0,,2,65,0,25.0,A,1,19.0,0.095,68,1
136745,1,23,4,113,20.0,0,8,0,,3,113,0,20.0,S,5,24.0,0.188,46,2
66837,0,40,5,86,15.0,0,12,1,4.0,2,89,1,25.0,A,4,20.0,0.105,86,1
62924,0,18,5,125,9.0,1,11,21,7.0,5,125,1,10.0,S,13,20.0,0.238,93,3
78835,0,22,6,28,10.0,0,12,0,2.0,2,29,0,11.0,A,2,23.0,0.154,48,3
117877,1, .,8,32,10.0,0,19,0,5.0,5,29,0,10.0,A,2,15.0,0.313,66,4
165830,1,24,3,50,25.0,0,10,9,6.0,1,53,0,25.0,E,1,15.0,0.067,79,1
15928,0,35,6,91,3.0,0,12,18,1.0,11,101,1,5.0,S,17,18.0,0.579,93,4
147838,1,13,6,62,20.0,0,13,0,6.0,3,65,0,20.0,S,5,17.0,0.15,75,2
158816,1,24,6,130,10.0,0,14,0,1.0,5,137,0,12.0,S,11,16.0,0.25,75,4
50562,0,46,5,129,5.0,0,11,0,,6,137,1,10.0,S,15,21.0,0.353,95,3
4544,1,03,10,122,20.0,0,59,0,,4,122,0,25.0,A,9,11.0,0.211,77,1
41764,0,05,2,101,10.0,0,5,0,4.0,2,101,0,13.0,A,6,23.0,0.105,84,1
30539,0,49,5,99,12.0,11,15,0,,3,101,0,15.0,A,6,16.0,0.15,70,1
118773,0,25,6,63,10.0,3,12,0,1.0,4,65,0,10.0,A,3,17.0,0.211,18,3
175609,0,10,6,74,10.0,1,14,0,4.0,7,77,0,12.0,S,9,16.0,0.389,54,4
147835,1,24,6,54,50.0,1,13,0,5.0,6,65,0,50.0,A,5,20.0,0.3,77,2
66987,0,35,5,20,25.0,0,11,0,7.0,1,17,0,25.0,F,1,20.0,0.167,86,1
96487,0,21,5,92,10.0,0,12,3,2.0,2,101,1,10.0,S,6,19.0,0.118,78,2
140871,0,38,6,24,30.0,0,13,0,1.0,2,29,0,30.0,N,1,17.0,0.182,39,2
162976,0,07,4,21,20.0,0,10,0,,1,17,0,20.0,F,1,21.0,0.143,30,1
30259,0,27,6,119,25.0,4,13,1,5.0,1,125,1,25.0,A,4,31.0,0.056,76,1
157260,0,13,5,41,15.0,1,11,42,7.0,2,41,1,15.0,A,3,23.0,0.1,86,1
6451,0, .,6,75,12.5,0,20,0,5.0,6,77,1,12.5,A,10,20.0,0.273,45,3
175205,0,39,6,32,5.0,0,14,0,,8,29,1,7.0,A,5,15.0,0.444,82,4
77048,1,30,7,29,10.0,0,13,1,5.0,2,29,1,10.0,A,2,21.0,0.167,53,3
72597,0,42,3,20,15.0,0,8,24,2.0,1,17,1,15.0,F,0,20.0,0.167,96,1
118712,0,27,6,41,20.0,0,13,0,5.0,2,41,0,20.0,A,2,20.0,0.125,37,1
106862,1,18,5,106,5.0,11,10,4,4.0,5,137,1,5.0,S,12,15.0,0.25,83,3
144963,0,03,6,29,10.0,0,12,0,,3,29,0,10.0,A,4,20.0,0.231,52,3
62265,0,27,6,128,25.0,0,13,7,5.0,4,137,1,25.0,S,9,18.0,0.182,89,2
47154,0,16,6,76,17.0,0,12,1,4.0,2,77,1,17.0,A,3,25.0,0.095,73,1
133514,0,49,4,105,15.0,0,9,0,7.0,1,113,0,15.0,A,7,24.0,0.053,74,1
86588,0,53,6,114,5.0,0,13,0,1.0,7,137,1,5.0,A,10,18.0,0.333,78,4
37028,0,34,6,91,10.0,2,13,0,7.0,8,101,0,11.0,S,11,17.0,0.381,79,3
110721,0,36,4,41,20.0,21,10,0,,1,41,0,20.0,A,2,18.0,0.059,46,1
172812,0,24,6,24,25.0,2,13,16,7.0,2,29,0,25.0,N,1,18.0,0.182,71,2
17023,0,40,5,17,23.0,0,11,0,6.0,1,17,1,23.0,F,1,17.0,0.2,75,1
24829,0,40,6,130,3.0,2,13,23,3.0,4,137,1,8.0,S,13,17.0,0.222,67,4
94040,0,02,7,80,3.0,0,16,0,,7,89,0,14.0,A,8,19.0,0.35,94,4
49146,0,51,5,109,15.0,0,11,0,,2,137,0,15.0,S,9,21.0,0.167,78,2
39935,1,33,6,32,4.0,0,11,0,4.0,7,29,1,5.0,A,4,21.0,0.438,84,4
158503,0,19,6,57,4.0,0,12,0,4.0,5,65,0,10.0,A,3,18.0,0.278,70,3
39014,0,14,4,21,5.0,1,10,7,5.0,2,17,1,15.0,F,2,15.0,0.286,98,2
20065,1,40,6,77,24.0,47,13,0,,2,77,0,40.0,S,3,25.0,0.105,63,1
29141,1,43,6,63,15.0,0,13,13,7.0,3,65,0,15.0,A,2,16.0,0.15,82,3
163933,0,03,6,127,20.0,0,13,6,6.0,3,137,1,20.0,S,10,19.0,0.136,71,2
162228,1,01,6,40,20.0,0,13,0,,1,41,0,20.0,A,2,21.0,0.067,44,1
23291,0,45,3,23,20.0,0,8,0,5.0,1,29,0,20.0,N,1,23.0,0.1,77,1
77196,1,40,3,24,15.0,0,7,1,6.0,1,29,1,15.0,N,1,24.0,0.1,53,1
101699,0,41,6,91,10.0,0,15,0,,7,101,1,11.0,S,14,17.0,0.35,66,4
76540,0,44,5,17,50.0,4,11,3,2.0,1,17,1,50.0,F,1,17.0,0.2,76,1
177487,0,37,4,19,15.0,0,10,0,5.0,1,17,0,15.0,F,0,19.0,0.2,0,1
177900,0,46,6,42,17.0,0,15,4,2.0,3,41,0,25.0,A,0,15.0,0.158,68,2
143691,1,02,6,43,16.0,0,13,0,,3,41,0,20.0,A,1,18.0,0.158,71,2
53954,0,53,5,105,10.0,0,12,0,2.0,4,113,0,10.0,A,10,17.0,0.19,77,1
132907,0,44,5,128,13.0,0,11,11,3.0,1,137,1,13.0,A,10,25.0,0.053,63,1
173445,0,10,6,64,15.0,0,13,0,,4,65,0,27.0,A,6,22.0,0.19,0,2
59744,1,36,6,53,12.0,0,14,0,,4,53,0,12.0,A,5,16.0,0.2,63,3
98443,0,39,5,123,14.0,0,10,0,6.0,2,137,1,14.0,A,12,24.0,0.118,82,1
20178,1,50,6,23,25.0,1,14,0,7.0,3,29,0,27.0,N,2,16.0,0.375,69,3
156674,1,14,6,122,28.0,0,13,0,,5,125,1,50.0,S,12,22.0,0.227,93,3
44638,0,40,3,128,10.0,1,10,2,2.0,2,137,1,10.0,A,6,19.0,0.111,67,1
3698,0,21,5,17,0.0,0,13,6,5.0,1,17,0,25.0,F,1,17.0,0.2,71,1
173422,0,10,6,80,15.0,0,12,0,,2,89,0,15.0,A,6,22.0,0.091,0,1
105982,0,11,6,52,20.0,1,11,0,6.0,2,53,0,20.0,A,2,24.0,0.1,72,1
71817,0,27,6,86,10.0,0,13,0,2.0,2,89,0,10.0,S,11,18.0,0.105,55,3
124826,0,49,3,24,20.0,0,7,0,4.0,1,29,0,20.0,N,1,24.0,0.1,68,1
114931,0,36,6,28,5.0,0,15,2,1.0,8,29,1,10.0,A,4,16.0,0.615,76,4
83873,1,11,4,28,20.0,0,11,0,,2,29,1,20.0,A,2,19.0,0.167,73,1
123923,0,22,4,17,15.0,0,10,0,,1,17,0,15.0,F,1,17.0,0.2,25,1
7809,0, .,6,110,52.0,0,29,0,7.0,3,113,1,52.0,S,11,16.0,0.143,81,2
176454,1,41,4,21,23.0,0,10,7,5.0,1,17,1,23.0,F,1,21.0,0.143,54,1
39395,0,21,6,32,12.0,0,13,9,1.0,6,29,1,12.0,A,4,16.0,0.333,52,4
91881,0,21,5,93,10.0,0,12,9,7.0,3,101,1,11.0,A,4,18.0,0.158,77,2
35607,0,27,5,96,82.0,2,11,3,4.0,1,101,0,82.0,A,5,26.0,0.05,70,1
86340,1,49,6,126,25.0,0,13,0,1.0,1,137,1,25.0,A,9,30.0,0.048,77,1
16423,0,26,6,79,25.0,0,13,6,1.0,2,89,1,25.0,A,6,15.0,0.105,37,2
69979,0,49,6,33,10.0,0,12,0,2.0,6,29,0,12.0,S,3,18.0,0.316,92,3
107698,0,45,3,20,25.0,0,8,0,5.0,3,17,1,25.0,N,1,15.0,0.429,75,4
182160,0,40,5,125,17.0,5,10,0,4.0,2,125,1,20.0,A,7,26.0,0.091,82,1
183223,1,18,6,35,20.0,0,12,0,5.0,4,41,0,20.0,A,4,17.0,0.222,86,2
78659,0,08,6,44,10.0,0,13,0,,8,41,0,15.0,S,8,17.0,0.381,78,3
124251,0,32,5,16,23.0,1,12,0,1.0,1,17,0,23.0,F,1,16.0,0.2,62,1
29373,1,35,6,93,20.0,2,14,11,4.0,4,101,1,20.0,S,9,17.0,0.182,92,2
102775,1,45,6,41,18.0,0,12,0,1.0,7,41,1,25.0,A,4,15.0,0.35,47,4
80165,0,36,6,87,15.0,0,14,2,5.0,8,89,1,15.0,S,11,19.0,0.364,87,4
106300,0,45,6,67,20.0,0,14,0,2.0,2,77,1,25.0,A,5,19.0,0.1,77,1
158881,0,34,6,31,25.0,0,13,0,5.0,1,29,1,25.0,A,0,18.0,0.071,76,1
161590,1,11,6,28,10.0,0,13,0,5.0,3,29,1,10.0,A,1,18.0,0.231,64,4
146036,0,08,6,40,10.0,0,12,7,2.0,5,41,0,12.0,A,5,20.0,0.25,27,3
83959,1,11,6,124,12.0,0,15,0,,5,125,0,15.0,S,8,18.0,0.227,71,3
154678,0, .,4,71,15.0,0,11,3,4.0,2,77,0,15.0,A,3,18.0,0.118,83,1
90817,0,16,4,96,15.0,0,9,2,1.0,2,101,1,15.0,A,6,24.0,0.125,83,1
118655,0,53,6,113,10.0,0,13,0,7.0,4,113,0,10.0,S,11,19.0,0.182,85,2
17852,0,35,6,113,15.0,0,13,3,5.0,2,113,1,15.0,A,8,27.0,0.095,50,1
25458,0,50,6,65,5.0,0,12,0,4.0,5,65,0,9.0,A,5,17.0,0.227,78,3
30576,0,22,6,79,25.0,0,13,3,1.0,2,89,1,25.0,A,8,28.0,0.095,17,1
46110,1, .,5,111,6.0,0,12,0,3.0,6,125,0,6.0,S,20,18.0,0.545,78,4
58726,0,53,6,86,14.0,1,14,0,4.0,5,89,0,15.0,S,10,22.0,0.238,77,3
172128,0,08,4,124,11.0,1,11,0,4.0,4,137,1,11.0,A,14,15.0,0.211,64,2
93397,1,08,5,17,20.0,0,11,0,,1,17,0,20.0,F,1,17.0,0.2,42,1
106492,0,43,6,90,10.0,0,11,34,1.0,3,125,0,14.0,S,7,25.0,0.143,69,2
9022,0,28,6,111,9.0,0,23,0,5.0,6,113,1,11.0,S,17,22.0,0.3,88,3
149319,0,06,6,44,18.0,0,13,0,,2,41,0,25.0,A,0,19.0,0.095,54,2
135171,0,15,6,113,20.0,0,13,0,,2,113,0,20.0,A,5,18.0,0.095,53,1
7491,0,51,8,113,5.0,0,24,1,1.0,3,113,1,7.0,S,12,19.0,0.15,82,3
167418,0,11,4,130,12.0,0,11,19,7.0,1,137,1,15.0,A,13,17.0,0.059,72,1
82627,0,12,6,24,13.0,0,14,1,6.0,3,29,1,13.0,N,3,16.0,0.273,97,3
25487,0,24,4,24,25.0,0,9,12,4.0,1,29,1,25.0,N,1,24.0,0.1,53,1
94882,0,17,6,38,6.0,0,13,0,2.0,6,41,1,10.0,A,3,16.0,0.316,50,4
123132,0,12,6,53,50.0,1,14,0,5.0,1,53,1,50.0,A,4,28.0,0.045,93,1
81649,1,24,3,22,15.0,0,10,0,,1,29,1,15.0,N,1,22.0,0.143,34,1
100174,0,08,5,24,20.0,0,12,2,1.0,2,29,1,20.0,N,1,16.0,0.2,92,2
236,0,07,9,87,10.0,3,26,0,4.0,7,89,1,15.0,A,6,11.0,0.438,52,1
100349,0,24,5,113,13.0,0,12,6,5.0,4,113,0,25.0,A,10,20.0,0.211,99,1
181167,0,26,6,41,25.0,2,13,0,,1,41,0,25.0,A,1,20.0,0.067,63,1
34448,1,43,6,28,25.0,1,14,0,3.0,2,29,0,25.0,A,1,16.0,0.143,85,1
159879,0,24,6,92,6.0,0,13,0,4.0,6,89,0,15.0,S,9,19.0,0.333,89,4
130568,0,18,6,113,22.0,0,13,22,7.0,1,113,1,25.0,A,4,19.0,0.077,90,1
185197,1,11,6,52,5.0,0,14,2,2.0,4,53,1,15.0,A,5,18.0,0.211,48,2
135284,1,02,4,41,20.0,0,10,2,6.0,1,41,1,20.0,A,2,23.0,0.067,82,1
125325,1,12,6,113,20.0,14,13,2,5.0,6,113,1,22.0,S,14,15.0,0.273,83,3
79330,0,44,6,114,25.0,0,13,0,,3,137,0,25.0,A,6,22.0,0.136,87,1
127986,0,52,4,127,5.0,0,8,0,,4,137,0,6.0,A,9,21.0,0.25,71,3
12955,0,29,6,86,11.0,0,20,0,,4,89,1,12.0,S,7,17.0,0.2,83,3
131480,0,25,6,128,13.0,9,13,0,,4,137,0,13.0,S,14,17.0,0.19,55,2
152509,1,18,4,126,20.0,1,11,2,4.0,1,137,1,20.0,A,8,19.0,0.083,77,1
31007,0,44,5,110,10.0,16,12,0,3.0,5,113,0,12.0,S,6,16.0,0.25,74,2
50891,0,12,5,16,20.0,2,11,1,5.0,1,17,0,20.0,F,1,16.0,0.2,75,1
184860,0,27,6,56,10.0,5,13,9,4.0,4,65,1,10.0,A,5,18.0,0.19,66,3
89354,0,15,6,41,25.0,0,11,0,,1,41,0,25.0,A,1,24.0,0.05,70,1
12122,1,19,4,57,35.0,2,24,1,6.0,2,65,1,35.0,A,4,17.0,0.105,90,2
184901,0,25,6,40,20.0,6,13,0,,4,41,0,25.0,S,2,18.0,0.19,55,3
6777,0,28,6,111,16.0,0,30,2,3.0,2,113,1,19.0,A,18,20.0,0.118,88,1
130219,0,02,6,81,20.0,0,13,0,,1,89,0,20.0,A,6,18.0,0.053,93,1
17532,0,31,4,23,25.0,0,9,0,,0,29,0,25.0,N,0,,0.0,0,1
167409,0,13,6,65,20.0,0,12,0,6.0,2,65,0,20.0,A,6,22.0,0.095,84,1
130658,0,15,4,71,15.0,0,11,0,2.0,2,77,0,15.0,A,4,16.0,0.143,36,1
154745,1,40,6,62,5.0,0,12,0,7.0,3,65,0,20.0,A,3,18.0,0.167,78,3
38278,0,10,4,124,10.0,0,7,2,4.0,3,125,0,10.0,A,11,24.0,0.214,93,1
109986,0,50,6,24,10.0,0,15,0,3.0,3,29,0,12.0,N,2,19.0,0.3,79,4
156866,1,02,6,21,25.0,0,13,6,5.0,1,17,1,25.0,N,1,21.0,0.143,93,2
1928,0,38,6,57,5.0,2,12,6,2.0,8,65,1,9.0,A,10,22.0,0.444,49,3
30154,0,34,5,89,15.0,0,13,0,,2,89,0,15.0,A,3,19.0,0.154,85,1
135763,0,08,5,41,10.0,1,11,0,4.0,3,41,0,10.0,A,2,23.0,0.15,64,3
