CONTROL_NUMBER,DONATED,CLUSTER_CODE,LIFETIME_CARD_PROM,LIFETIME_PROM,DONOR_AGE,PCT_ATTRIBUTE3,MOR_HIT_RATE,URBANICITY,PCT_OWNER_OCCUPIED,RECENT_CARD_RESPONSE_PROP,CARD_PROM_12,RECENT_RESPONSE_PROP,MONTHS_SINCE_ORIGIN,LAST_GIFT_AMT,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,LIFETIME_GIFT_COUNT,PER_CAPITA_INCOME,LIFETIME_MIN_GIFT_AMT
116423,0,14,21,53,,51,0,S,97,0.111,5,0.167,77,16.0,5,A,10,57103,5.0
20401,1,50,19,46,65.0,44,6,R,77,0.182,5,0.091,65,20.0,0,A,6,9066,7.0
66532,1,10,10,23,29.0,17,0,U,85,0.286,4,0.25,29,2.0,0,A,4,12183,2.0
86318,1,43,33,84,,24,5,R,55,0.1,6,0.19,137,15.0,1,S,32,10630,2.0
178523,0,12,34,76,78.0,68,3,S,91,0.3,6,0.25,137,15.0,1,S,15,17387,5.0
38187,0,08,9,22,71.0,10,0,U,45,0.333,4,0.154,29,21.0,0,A,2,9655,15.0
118257,0,24,27,59,71.0,0,0,C,36,0.3,6,0.211,125,16.0,0,A,11,27363,2.0
106960,0,18,17,42,61.0,64,2,S,65,0.0,4,0.071,77,20.0,0,A,7,11677,10.0
53889,0,41,6,17,,34,0,T,66,0.0,5,0.333,17,15.0,0,F,2,8602,15.0
58228,0,43,26,67,,51,0,R,86,0.364,6,0.273,101,10.0,0,A,22,11295,3.0
5290,0,23,30,101,80.0,20,8,C,79,0.111,8,0.1,125,10.0,1,S,25,23187,3.0
143408,0,10,13,32,67.0,35,0,U,34,0.444,6,0.389,29,8.0,1,S,9,7611,5.0
39869,1,20,7,20,,38,0,S,81,0.333,5,0.286,17,20.0,0,N,2,22696,10.0
62721,1,46,32,73,,29,1,R,69,0.5,5,0.389,137,9.0,1,S,25,12509,2.0
37762,1,24,8,18,63.0,12,19,C,78,0.25,6,0.25,29,25.0,0,A,2,29344,3.0
62752,0,49,32,68,,39,0,R,84,0.333,6,0.333,137,9.0,1,S,18,12613,1.0
61483,0,44,13,37,58.0,35,8,R,90,0.429,6,0.167,41,5.0,0,A,5,14253,3.0
18200,0,47,10,28,53.0,16,0,R,55,0.167,6,0.214,41,7.0,0,A,4,12464,5.0
81277,1,42,10,24,53.0,68,0,R,78,0.143,4,0.125,29,20.0,0,A,2,10317,10.0
177158,0,36,24,58,52.0,19,0,T,82,0.0,6,0.095,89,23.0,0,A,6,10772,5.0
159868,1,30,33,77,74.0,33,2,C,77,0.182,6,0.227,125,15.0,1,S,18,12568,5.0
76076,1,49,21,50,36.0,31,0,R,82,0.455,6,0.333,65,26.0,0,A,16,14010,3.0
92863,0,08,5,13,,20,0,U,48,0.333,3,0.143,17,20.0,0,N,1,10216,20.0
20830,0,35,22,53,49.0,17,1,T,66,0.125,6,0.158,125,15.0,0,A,7,17751,3.0
94833,0,03,16,40,,40,0,U,32,0.1,6,0.238,41,15.0,1,S,7,18324,5.0
144038,1,10,15,35,,0,0,U,28,0.2,6,0.1,41,30.0,0,A,3,33566,5.0
9063,1, .,32,82,81.0,0,0,?,86,0.1,6,0.19,137,14.0,1,S,15,19809,3.0
170001,0,42,7,19,,44,1,R,55,0.25,4,0.1,29,25.0,0,N,1,13597,25.0
82111,0,18,7,16,49.0,30,3,S,97,0.333,5,0.143,17,25.0,0,F,1,14505,25.0
92447,0,12,15,34,48.0,38,9,S,88,0.1,6,0.143,41,15.0,0,A,5,18109,5.0
169108,0,36,5,12,56.0,29,0,T,75,0.5,4,0.2,17,15.0,0,F,1,14084,15.0
68954,0,14,17,46,85.0,49,8,S,93,0.429,4,0.2,125,13.0,1,S,12,28658,2.0
137300,0,46,20,56,,29,0,R,82,0.1,6,0.143,65,20.0,0,A,6,11060,10.0
188164,1,14,19,43,,67,0,S,73,0.5,2,0.375,125,10.0,1,E,15,21447,5.0
44666,0,28,13,34,,18,2,C,81,0.143,6,0.176,41,20.0,0,A,4,11975,5.0
162352,0,13,25,55,60.0,21,20,S,81,0.0,5,0.118,125,25.0,0,A,5,36645,15.0
79389,1,36,16,37,66.0,18,12,T,63,0.4,6,0.25,41,13.0,1,S,7,12451,5.0
98756,0,24,29,66,67.0,25,0,C,85,0.0,6,0.053,125,20.0,0,A,9,23206,2.0
10151,0,25,27,67,62.0,41,0,C,14,0.0,4,0.0,137,18.0,0,A,12,8976,5.0
158841,0,35,26,65,44.0,25,0,T,47,0.182,6,0.136,89,15.0,4,A,15,26549,5.0
38110,0,04,30,75,77.0,5,3,U,47,0.0,6,0.1,125,25.0,1,S,21,17462,5.0
129766,1,18,21,49,45.0,52,0,S,93,0.1,6,0.1,65,19.0,1,S,7,18502,10.0
3169,0,21,24,75,67.0,33,6,S,81,0.286,6,0.133,89,35.0,0,A,12,12513,1.0
156674,1,14,32,74,50.0,17,0,S,93,0.273,6,0.227,125,28.0,1,S,16,23498,5.0
180182,0,13,11,24,61.0,26,0,S,94,0.429,6,0.286,29,10.0,0,A,5,20301,6.0
172359,1,30,31,70,62.0,35,0,C,50,0.375,5,0.188,137,14.0,3,A,17,6854,5.0
84837,0,27,23,61,48.0,32,0,C,87,0.364,6,0.3,89,10.0,1,S,14,19523,3.0
169881,1,23,21,48,,16,0,C,89,0.5,6,0.278,77,12.0,1,S,9,31631,3.0
90566,1,27,23,54,40.0,58,8,C,93,0.0,4,0.05,101,15.0,0,A,7,13716,3.0
129595,0,26,17,43,84.0,35,16,C,60,0.125,4,0.111,77,15.0,0,A,5,13248,5.0
69235,0,32,24,61,57.0,31,0,C,69,0.091,6,0.136,77,20.0,0,A,12,8555,5.0
63113,1,39,34,80,69.0,42,27,T,52,0.5,5,0.286,137,5.0,1,S,32,10423,2.0
65074,1,17,29,70,,23,0,S,26,0.1,6,0.15,125,15.0,1,S,14,15141,5.0
15061,0,40,31,79,,38,0,T,80,0.0,5,0.095,137,10.0,3,A,21,17825,3.0
152572,0,25,21,53,,39,0,C,60,0.125,4,0.111,89,15.0,0,A,8,19211,10.0
25362,0,36,12,29,53.0,5,0,T,49,0.25,6,0.222,29,6.0,0,A,4,9713,6.0
144726,0,13,20,53,,24,0,S,83,0.1,5,0.1,77,25.0,0,A,7,31694,10.0
179863,1,02,27,68,50.0,56,0,U,63,0.222,6,0.1,113,10.0,1,S,16,15635,3.0
15928,0,35,26,61,73.0,38,18,T,93,0.6,6,0.579,101,3.0,1,S,35,20820,2.0
179610,0,10,22,57,35.0,0,0,U,0,0.364,6,0.286,65,10.0,1,S,16,0,5.0
12952,0, .,24,76,,0,0,?,84,0.125,4,0.053,101,5.0,0,A,17,12415,3.0
14556,1,28,16,64,74.0,28,0,C,91,0.4,5,0.25,53,100.0,0,A,11,15208,5.0
181070,0,40,12,26,,42,0,T,75,0.0,6,0.125,29,20.0,0,A,3,14966,10.0
65421,1,18,14,29,34.0,31,4,S,91,0.4,6,0.263,41,15.0,0,A,5,15227,10.0
118392,1,50,31,66,80.0,37,2,R,69,0.111,5,0.167,137,10.0,1,S,23,7798,3.0
68274,0,10,5,12,55.0,0,0,U,81,0.5,4,0.2,17,15.0,0,F,1,10014,15.0
172571,0,28,31,75,65.0,17,0,C,87,0.2,5,0.095,125,10.0,3,A,19,12040,3.0
169947,0,46,33,82,17.0,15,2,R,74,0.182,5,0.182,137,8.0,1,S,30,14227,3.0
5770,0,40,35,81,67.0,37,0,T,77,0.0,6,0.05,137,17.0,0,A,11,11236,5.0
112906,0,24,18,46,87.0,26,15,C,73,0.375,6,0.235,65,10.0,1,S,8,18822,3.0
36588,0,19,5,13,38.0,40,8,S,92,0.0,3,0.0,29,20.0,0,N,1,12445,20.0
154358,0,23,18,44,,9,0,C,92,0.333,4,0.188,89,30.0,0,A,12,25838,10.0
89922,0,11,8,22,63.0,24,0,S,72,0.2,4,0.143,29,15.0,0,A,2,19806,5.0
44091,0,23,18,45,73.0,8,1,C,50,0.375,5,0.294,77,9.0,0,A,8,31443,3.0
16038,0,44,11,28,,34,0,R,79,0.0,4,0.059,41,20.0,0,A,3,12817,5.0
20801,0,36,9,21,64.0,28,2,T,53,0.4,6,0.3,29,10.0,0,N,3,8631,10.0
100645,0,12,13,38,75.0,30,5,S,91,0.0,4,0.25,89,16.0,0,A,4,19489,10.0
186880,1,53,32,90,58.0,25,6,R,74,0.125,7,0.211,137,10.0,1,S,27,7617,3.0
4150,1,27,32,97,52.0,26,6,C,64,0.0,6,0.143,137,12.0,0,A,16,12273,3.0
61658,0,49,9,25,,35,0,R,94,0.4,6,0.273,29,11.0,0,N,4,14059,5.0
157687,1,35,21,56,59.0,39,7,T,94,0.111,6,0.15,89,15.0,0,A,9,42857,5.0
27419,1,51,9,22,,36,0,R,78,0.333,4,0.154,29,20.0,0,A,2,9399,10.0
79640,0,13,32,81,84.0,18,0,S,90,0.111,6,0.158,137,10.0,1,S,21,20420,3.0
60279,0,21,8,19,,29,0,S,25,0.5,6,0.25,17,20.0,0,N,2,12127,10.0
20593,0,40,14,34,,31,0,T,54,0.0,6,0.111,41,20.0,0,A,3,15940,10.0
12621,0,39,30,92,77.0,27,0,T,75,0.429,5,0.333,137,17.0,4,A,27,9964,3.0
128330,0,41,5,13,67.0,40,10,T,77,0.5,4,0.2,17,15.0,0,F,1,5539,15.0
64346,0,27,6,16,83.0,17,0,C,69,0.0,5,0.167,17,25.0,0,F,1,14188,25.0
27928,1,35,27,71,79.0,50,8,T,76,0.091,6,0.136,101,15.0,1,S,15,17688,10.0
161464,0,14,13,32,,36,0,S,93,0.222,6,0.211,29,32.0,0,A,5,42980,10.0
10028,1,25,25,83,,43,0,C,2,0.0,5,0.0,101,18.0,0,A,16,17567,5.0
166474,0,25,11,26,,33,0,C,1,0.143,6,0.071,29,25.0,0,A,2,9487,20.0
157100,1,34,24,62,50.0,39,0,T,61,0.273,6,0.227,89,31.0,0,A,11,40178,2.0
158289,0,11,21,50,,40,0,S,75,0.167,6,0.071,101,25.0,0,A,4,23945,5.0
29427,0,43,22,60,,39,0,R,77,0.0,5,0.105,89,12.0,14,A,14,11412,3.0
34957,1,23,21,53,73.0,27,0,C,60,0.364,6,0.35,65,15.0,0,A,11,25558,15.0
115537,0,35,32,78,47.0,53,3,T,79,0.4,6,0.278,137,10.0,0,A,14,19609,3.0
176931,0,51,16,37,48.0,12,4,R,68,0.7,6,0.421,41,9.0,1,S,15,8310,3.0
103535,1,51,11,31,59.0,26,0,R,84,0.0,5,0.067,41,20.0,0,A,3,9330,10.0
125397,0,52,13,31,,35,0,R,76,0.25,5,0.316,41,3.0,0,A,9,6195,3.0
95968,0,16,32,80,76.0,0,20,S,89,0.111,6,0.111,137,12.0,1,S,27,17088,2.0
166990,0,34,31,68,84.0,14,30,T,61,0.222,6,0.1,137,16.0,7,A,13,15444,5.0
11378,0,18,27,72,,38,10,S,76,0.2,4,0.125,137,10.0,7,A,17,13845,2.0
92861,0,08,5,13,69.0,44,2,U,56,0.5,4,0.2,17,15.0,0,F,1,13276,15.0
88434,0,14,14,35,47.0,42,0,S,93,0.125,6,0.167,41,25.0,0,A,4,26498,5.0
52227,0,41,21,56,81.0,16,2,T,42,0.444,6,0.4,101,5.0,1,S,21,7141,1.0
117994,1,27,21,50,,21,1,C,68,0.1,6,0.143,77,15.0,0,A,8,15615,5.0
144577,1,03,18,50,81.0,60,36,U,41,0.333,4,0.125,89,15.0,0,A,7,45680,5.0
39083,0,23,11,29,55.0,11,3,C,76,0.0,4,0.091,89,20.0,0,A,3,26291,5.0
35866,0,26,17,39,58.0,15,0,C,63,0.182,6,0.182,41,15.0,0,A,6,13263,5.0
128161,1,28,12,26,80.0,34,6,C,86,0.5,6,0.5,29,10.0,0,A,7,12810,5.0
161590,1,11,11,25,,5,0,S,64,0.143,6,0.231,29,10.0,0,A,5,11348,5.0
153898,1,04,13,32,,23,0,U,1,0.25,6,0.294,41,10.0,1,S,6,7095,3.0
751,1,02,45,107,67.0,34,0,U,80,0.273,8,0.182,125,10.0,3,A,25,18081,3.0
41347,0,17,13,32,,37,0,S,57,0.111,6,0.111,41,15.0,0,A,4,13508,15.0
161135,0,36,14,33,,25,0,T,59,0.222,6,0.2,41,11.0,0,A,5,8459,5.0
27423,1,51,23,55,,36,0,R,78,0.0,4,0.053,137,20.0,0,A,6,9399,5.0
9910,0,04,14,60,,36,0,U,4,0.0,4,0.0,53,0.0,0,A,5,11264,0.0
4590,0,30,33,118,84.0,44,8,C,80,0.364,6,0.2,137,19.0,11,A,21,11086,5.0
162796,0,01,6,13,59.0,26,0,U,9,0.5,5,0.2,17,23.0,0,F,1,21061,23.0
123356,0,39,11,31,31.0,39,2,T,86,0.167,4,0.125,41,16.0,0,A,3,9426,10.0
51918,1,40,14,30,,27,0,T,82,0.0,6,0.1,41,17.0,0,A,3,15657,5.0
104969,1,36,9,22,69.0,36,0,T,62,0.6,6,0.273,29,9.0,0,N,3,11266,5.0
41569,1,03,18,45,72.0,76,7,U,69,0.1,6,0.143,65,18.0,0,A,6,24541,5.0
58174,0,51,15,37,,21,0,R,77,0.5,6,0.3,41,18.0,1,S,9,6836,3.0
115115,0,43,21,47,38.0,28,0,R,72,0.0,6,0.136,65,18.0,3,A,10,7815,4.0
126930,0,27,34,83,52.0,56,16,C,53,0.364,6,0.316,137,10.0,1,S,34,13201,1.0
164224,0,20,5,12,49.0,37,1,S,54,0.0,4,0.2,17,15.0,0,F,1,13735,15.0
5303,0,22,31,105,86.0,54,12,C,15,0.4,5,0.353,137,9.0,1,S,32,15228,2.0
43647,0,33,38,88,83.0,0,0,C,83,0.2,11,0.238,125,15.0,0,N,15,9196,5.0
130375,0,11,25,58,53.0,18,0,S,74,0.1,6,0.095,113,25.0,0,A,7,20624,3.0
52171,1,36,26,66,,34,0,T,71,0.4,6,0.333,137,5.0,1,S,20,8507,2.0
165990,0,21,18,49,,0,0,S,94,0.143,6,0.118,77,25.0,0,A,7,23385,3.0
51382,1,39,18,47,,41,4,T,85,0.0,6,0.056,65,20.0,0,A,6,11395,5.0
72820,0,53,6,14,,16,0,R,76,0.5,5,0.2,17,20.0,0,F,1,7992,20.0
96454,0,16,6,15,72.0,23,9,S,74,0.5,5,0.2,17,3.0,0,N,2,18323,3.0
49318,0,51,22,55,60.0,33,0,R,89,0.111,6,0.053,89,40.0,0,A,6,8248,5.0
148544,1,14,29,64,58.0,21,11,S,92,0.182,6,0.19,101,15.0,1,S,10,33614,5.0
14790,1,02,22,67,76.0,37,1,U,94,0.222,6,0.1,89,15.0,14,A,10,31920,2.0
103350,0,31,6,15,63.0,0,0,C,2,0.333,4,0.143,17,20.0,0,F,1,7209,20.0
148985,0,22,15,37,51.0,42,4,C,77,0.5,6,0.353,41,17.0,1,S,11,28817,5.0
182926,0,28,10,19,,26,4,C,53,0.143,5,0.154,29,15.0,0,A,3,15658,10.0
67359,0,40,26,68,57.0,33,0,T,78,0.0,4,0.056,137,17.0,0,A,11,17278,3.0
55389,0,28,26,63,76.0,33,16,C,77,0.222,6,0.2,125,5.0,0,A,14,10982,3.0
19850,0,41,6,14,,0,0,T,71,0.5,5,0.2,17,20.0,0,F,1,13280,20.0
98943,0,41,11,30,78.0,22,2,T,23,0.143,5,0.111,41,15.0,0,A,3,5041,5.0
31660,0,35,5,13,43.0,53,1,T,86,0.5,4,0.2,17,15.0,0,F,1,15974,15.0
164330,0,17,22,51,,40,0,S,73,0.4,6,0.375,77,16.0,1,S,17,12005,6.0
20045,0,32,9,23,,69,0,C,74,0.0,4,0.133,29,17.0,0,A,2,9769,15.0
88417,0,14,5,13,43.0,38,1,S,97,0.5,4,0.2,17,20.0,0,F,1,24930,20.0
65423,1,13,13,33,63.0,18,0,S,88,0.444,6,0.316,29,10.0,1,S,6,22157,10.0
161116,0,21,17,46,,41,0,S,48,0.167,3,0.143,137,15.0,0,A,11,9666,5.0
145991,0,18,23,62,,18,0,S,42,0.125,5,0.056,113,10.0,11,A,13,23378,1.0
96655,0,40,30,68,65.0,40,6,T,80,0.25,4,0.176,137,10.0,4,A,16,16889,3.0
6293,0,11,28,104,75.0,18,14,S,63,0.167,4,0.067,137,17.0,0,A,22,32367,5.0
33393,1,35,11,27,46.0,37,9,T,85,0.125,5,0.111,29,25.0,0,A,2,21109,20.0
98147,0,53,9,21,,21,0,R,79,0.0,4,0.154,29,17.0,0,A,2,10116,15.0
31549,0,30,18,46,67.0,60,0,C,46,0.111,6,0.111,65,30.0,0,A,5,18046,5.0
35908,1,16,9,21,47.0,28,0,S,87,0.167,4,0.154,29,20.0,0,A,2,16854,10.0
7218,0,18,34,129,,46,0,S,79,0.273,6,0.15,137,16.0,5,A,46,15262,2.0
154508,0,43,18,49,,50,0,R,65,0.0,5,0.05,65,20.0,0,A,5,14719,10.0
161829,1,20,30,72,63.0,47,2,S,48,0.0,3,0.176,137,10.0,2,E,21,14059,2.0
72682,0,42,17,46,69.0,50,39,R,95,0.0,6,0.105,65,15.0,0,A,5,15318,5.0
109531,0,40,21,54,34.0,54,1,T,91,0.0,6,0.111,89,25.0,0,A,6,14294,5.0
187769,1,13,10,25,43.0,0,0,S,97,1.0,2,0.625,65,12.0,1,E,15,29368,10.0
168022,0,14,34,74,53.0,53,0,S,72,0.125,6,0.211,137,5.0,0,A,17,17493,3.0
176637,0,49,22,59,77.0,34,0,R,70,0.333,6,0.176,77,20.0,0,A,11,11133,5.0
180654,0,36,16,39,39.0,34,37,T,56,0.182,6,0.143,41,25.0,0,A,8,10944,10.0
26779,0,39,16,38,33.0,99,0,T,93,0.182,6,0.091,41,25.0,0,A,5,12139,10.0
76165,1,30,15,36,78.0,28,2,C,61,0.4,6,0.333,41,10.0,1,S,10,10265,5.0
143324,0,09,17,37,51.0,29,0,U,44,0.545,6,0.368,41,6.0,1,S,14,10786,3.0
56121,0,38,17,41,48.0,35,0,T,44,0.182,5,0.091,41,25.0,0,A,6,12244,15.0
81730,0,28,17,40,65.0,43,15,C,57,0.111,6,0.1,65,20.0,0,A,4,14847,10.0
80728,0,51,22,56,72.0,37,0,R,79,0.2,5,0.1,77,21.0,0,A,6,9580,10.0
136928,0,18,32,72,74.0,53,0,S,84,0.1,6,0.095,137,20.0,7,A,12,12740,7.0
32153,0,31,19,49,69.0,21,7,C,16,0.0,4,0.056,77,15.0,0,A,6,9824,5.0
182615,0,38,28,59,77.0,59,0,T,34,0.0,6,0.15,137,12.0,0,A,14,11859,3.0
90167,0,24,14,32,41.0,61,0,C,87,0.222,6,0.211,41,10.0,0,A,5,20973,5.0
87239,1,40,22,54,81.0,33,18,T,86,0.375,6,0.333,53,6.0,0,A,12,11338,3.0
190326,1,36,15,32,,36,0,T,79,0.5,2,0.25,89,10.0,1,E,12,11326,2.0
60897,1,16,24,55,,56,0,S,80,0.6,4,0.438,101,5.0,1,S,27,12641,3.0
143762,0,10,13,28,71.0,48,1,U,29,0.222,6,0.294,29,14.0,0,A,5,7101,10.0
152657,1,20,19,44,47.0,26,0,S,50,0.1,6,0.048,53,12.0,0,A,8,17077,5.0
16973,1,40,31,78,,55,0,T,84,0.364,5,0.3,137,9.0,1,S,38,16209,5.0
77413,0,38,19,45,79.0,46,12,T,40,0.4,4,0.263,65,10.0,0,A,13,14031,3.0
50666,0,43,11,26,50.0,47,5,R,84,0.0,4,0.063,41,25.0,0,A,2,10502,3.0
29821,0,27,10,26,,68,0,C,88,0.5,6,0.286,29,7.0,0,A,4,13400,5.0
155898,0,28,14,32,,15,0,C,46,0.111,6,0.1,41,15.0,0,A,4,9101,5.0
79427,1,40,31,77,62.0,31,12,T,71,0.222,6,0.105,137,20.0,11,A,19,14721,3.0
167650,0,11,23,61,65.0,0,9,S,63,0.364,6,0.19,77,25.0,0,A,10,29512,3.0
29718,0,43,10,33,23.0,84,1,R,80,0.0,3,0.091,77,20.0,0,E,4,10006,5.0
148232,0,17,22,51,23.0,21,0,S,31,0.4,6,0.333,77,13.0,0,A,11,15974,2.0
117322,0,01,11,27,40.0,18,8,U,70,0.429,6,0.214,29,25.0,0,A,3,11044,13.0
177076,0,43,21,61,39.0,30,0,R,76,0.125,5,0.056,77,12.0,11,A,14,7016,5.0
23773,0,11,10,27,,20,0,S,8,0.5,6,0.308,29,25.0,0,A,4,7738,5.0
163144,0,06,23,57,68.0,30,1,U,73,0.182,6,0.143,89,25.0,0,A,7,19643,5.0
38539,1,23,16,38,65.0,4,0,C,73,0.3,6,0.263,41,8.0,1,S,10,34713,3.0
137870,0,24,32,75,36.0,46,29,C,82,0.273,6,0.238,137,20.0,4,A,24,17756,3.0
85950,0,45,27,65,,19,0,R,71,0.0,4,0.067,137,20.0,0,A,18,8224,1.0
141567,0,12,21,55,71.0,54,2,S,84,0.375,6,0.263,89,5.0,0,A,11,24194,3.0
4503,0,17,28,84,75.0,44,13,S,57,0.0,7,0.105,113,10.0,0,A,13,15043,5.0
74581,0,27,10,24,85.0,21,3,C,65,0.333,5,0.308,29,10.0,0,A,4,16121,10.0
10366,0,35,22,88,57.0,58,8,T,73,0.2,6,0.15,77,10.0,1,S,18,21080,5.0
59862,0,49,25,61,81.0,35,6,R,79,0.0,6,0.136,89,15.0,1,S,14,11115,3.0
114662,0,26,21,54,17.0,11,3,C,95,0.125,5,0.056,89,15.0,0,A,9,17765,3.0
107070,0,42,18,44,53.0,23,2,R,67,0.0,6,0.143,53,16.0,0,A,7,13440,5.0
111138,0,41,29,67,,6,0,T,42,0.25,5,0.176,137,10.0,1,S,12,6281,3.0
62706,0,41,20,57,,33,0,T,67,0.25,6,0.4,113,10.0,0,A,11,9997,2.0
94796,0,07,6,14,31.0,44,1,U,48,0.5,5,0.2,17,23.0,0,F,1,11607,23.0
98863,0,45,28,67,79.0,30,1,R,75,0.0,6,0.25,137,10.0,0,A,12,10869,3.0
110951,0,50,20,48,51.0,9,0,R,69,0.273,6,0.182,53,6.0,1,S,14,6301,5.0
162040,0,07,6,16,,30,0,U,8,0.5,5,0.2,17,30.0,0,F,1,11776,30.0
175617,0,21,32,76,83.0,28,9,S,68,0.222,6,0.15,137,10.0,1,S,17,12525,5.0
59409,0,35,23,57,69.0,48,0,T,93,0.273,6,0.35,77,25.0,0,A,16,19623,5.0
39570,0,38,29,73,84.0,33,6,T,76,0.182,6,0.182,101,50.0,1,S,18,18906,5.0
18115,0,47,25,62,56.0,34,0,R,82,0.0,6,0.071,113,25.0,0,A,7,10981,5.0
42336,0,36,28,64,48.0,28,0,T,82,0.222,5,0.2,125,6.0,1,S,15,10611,2.0
61210,0,20,6,11,75.0,23,0,S,72,0.333,4,0.4,29,5.0,0,N,3,18132,5.0
148633,0,05,16,45,,45,0,U,72,0.167,5,0.118,77,15.0,0,A,5,23518,5.0
58885,0,51,15,33,65.0,32,2,R,79,0.4,6,0.368,41,10.0,1,S,9,10298,5.0
142993,0,01,15,37,60.0,21,0,U,10,0.0,6,0.056,53,20.0,0,A,3,19168,10.0
27439,0,49,5,14,,41,0,R,82,0.333,3,0.143,17,15.0,0,F,1,12383,15.0
24671,0,40,31,72,74.0,49,2,T,94,0.0,6,0.053,137,25.0,0,A,8,14496,10.0
147133,0,02,17,43,59.0,16,0,U,85,0.25,6,0.111,65,20.0,0,A,4,14125,10.0
29925,0,24,23,58,64.0,42,0,C,74,0.545,6,0.4,65,10.0,1,S,26,36086,5.0
40138,0,33,23,59,37.0,0,6,C,88,0.0,6,0.053,89,20.0,0,A,7,17666,5.0
180399,0,27,15,35,,36,0,C,29,0.5,6,0.5,41,12.0,1,S,11,16895,3.0
91159,0,27,29,63,,14,0,C,94,0.182,6,0.136,125,15.0,0,A,11,16245,3.0
17708,0,26,19,45,66.0,31,2,C,42,0.0,6,0.045,65,20.0,0,A,9,16967,5.0
17921,1,28,15,34,69.0,14,11,C,71,0.333,6,0.25,41,9.0,0,A,7,17541,5.0
170243,0,46,31,75,77.0,35,0,R,62,0.182,6,0.143,113,20.0,1,S,17,10235,5.0
120220,0,30,17,40,71.0,31,4,C,49,0.333,6,0.15,53,30.0,4,A,5,7955,5.0
188506,0,30,29,71,75.0,29,0,C,70,0.0,8,0.105,125,25.0,0,A,11,10828,5.0
98046,0,45,6,15,57.0,31,10,R,77,0.0,4,0.143,17,20.0,0,F,1,9555,20.0
69855,1,36,15,32,74.0,18,10,T,71,0.6,6,0.474,41,6.0,0,A,10,14087,2.0
70803,1,53,26,57,86.0,11,33,R,87,0.455,6,0.316,113,5.0,1,S,16,10136,3.0
32812,0,24,21,58,57.0,43,0,C,86,0.6,6,0.5,77,5.0,1,S,18,10894,5.0
46100,0,26,16,43,73.0,49,12,C,41,0.167,4,0.063,77,15.0,0,A,4,11357,5.0
184239,1,27,32,70,73.0,27,0,C,84,0.545,5,0.421,137,6.0,1,S,29,12070,2.0
7118,0,41,33,89,79.0,25,0,T,42,0.545,6,0.474,137,5.0,1,S,25,9836,4.0
156217,0,35,20,47,57.0,27,0,T,86,0.0,4,0.059,89,20.0,0,A,3,20386,10.0
80467,0,11,7,19,65.0,27,0,S,61,0.667,5,0.286,17,15.0,0,N,2,9865,5.0
136365,0,44,19,51,59.0,47,0,R,89,0.0,6,0.118,89,15.0,0,A,5,14869,5.0
118263,0,44,18,47,30.0,39,0,R,77,0.273,6,0.286,65,14.0,1,S,14,12951,2.5
180272,1,26,13,28,79.0,32,0,C,50,0.111,6,0.158,29,20.0,0,A,3,16161,10.0
171354,0,40,28,61,41.0,29,0,T,80,0.0,5,0.071,137,18.0,0,A,6,17084,10.0
20403,0,35,6,14,77.0,18,2,T,84,0.0,5,0.2,17,25.0,0,F,1,37575,25.0
111974,0,48,30,67,70.0,9,0,R,78,0.091,6,0.136,113,25.0,1,S,16,11358,5.0
24153,0,36,27,65,69.0,21,0,T,73,0.0,6,0.053,113,20.0,0,A,9,12754,5.0
15258,0,40,21,53,62.0,13,11,T,85,0.0,6,0.111,89,25.0,0,A,5,15113,10.0
11937,0,24,16,67,,12,0,C,89,0.0,6,0.143,77,20.0,0,A,12,22418,5.0
78978,0,12,19,47,48.0,27,0,S,87,0.2,6,0.286,65,8.0,1,S,10,16257,2.0
104177,1,13,25,55,55.0,26,3,S,79,0.0,4,0.188,137,5.0,0,A,7,24807,5.0
22557,0,42,10,24,47.0,30,0,R,92,0.333,6,0.154,29,25.0,0,A,2,14474,5.0
141720,1,35,9,22,43.0,66,0,T,94,0.333,4,0.154,29,16.0,0,A,2,25775,10.0
64166,1,38,14,36,80.0,33,0,T,44,0.111,6,0.2,41,19.0,0,A,5,15160,10.0
38123,0,09,10,24,54.0,21,2,U,78,0.143,4,0.125,41,17.0,0,A,2,10300,15.0
100218,1,08,26,59,80.0,0,1,U,82,0.4,5,0.231,137,5.0,1,S,15,12187,3.0
82050,0,48,31,80,,25,0,R,79,0.0,5,0.105,137,12.0,11,A,27,11252,3.0
38144,0,08,27,63,75.0,26,38,U,87,0.222,6,0.158,113,13.0,0,A,10,24848,3.0
124189,0,51,7,17,43.0,32,0,R,88,0.25,4,0.1,29,25.0,0,N,1,9682,25.0
161089,0,35,30,73,51.0,45,0,T,85,0.125,5,0.059,125,10.0,10,A,16,19464,5.0
187289,0,18,4,9,,50,0,S,95,0.5,2,0.333,17,25.0,0,E,1,15293,25.0
72936,1,51,31,77,36.0,28,3,R,81,0.125,6,0.167,137,27.0,1,S,27,9868,4.0
114575,0,21,24,57,,42,0,S,58,0.182,6,0.091,89,21.0,0,A,8,11316,3.0
26052,0,25,8,21,,27,0,C,89,0.0,5,0.083,29,16.0,0,N,2,20328,10.0
104905,1,12,16,42,43.0,11,0,S,61,0.0,6,0.095,41,15.0,0,A,7,22091,5.0
113404,0,25,7,17,57.0,9,50,C,75,0.25,4,0.1,29,25.0,0,N,1,42783,25.0
