CONTROL_NUMBER,DONATED,CLUSTER_CODE,MOR_HIT_RATE,MEDIAN_HOME_VALUE,PUBLISHED_PHONE,INCOME_GROUP,IN_HOUSE,DONOR_GENDER,LIFETIME_CARD_PROM,SES,DONOR_AGE,LIFETIME_MAX_GIFT_AMT,MONTHS_SINCE_LAST_GIFT,LIFETIME_GIFT_RANGE,PCT_ATTRIBUTE3,FILE_CARD_GIFT,RECENCY_STATUS_96NK,MONTHS_SINCE_FIRST_GIFT,PCT_ATTRIBUTE4
110633,0,51,0,366,0,1.0,0,F,4,3,,20.0,19,0.0,28,0,F,19,51
24871,1,40,0,682,1,4.0,0,F,9,2,53.0,15.0,17,10.0,29,2,A,30,26
127443,0,07,7,552,0,2.0,0,F,24,2,50.0,35.0,18,25.0,34,8,S,75,10
172908,0,36,0,1192,0,,0,F,17,2,67.0,17.0,17,12.0,9,2,A,90,33
130209,0,11,1,901,1,5.0,0,M,17,1,69.0,9.0,20,4.0,45,8,A,45,40
157520,0,13,0,2460,0,,0,M,6,1,50.0,20.0,19,0.0,5,0,F,19,61
123349,0,40,0,594,0,6.0,0,M,5,2,41.0,15.0,17,0.0,36,1,F,17,21
123819,0,18,0,793,0,6.0,0,F,12,2,57.0,15.0,26,5.0,32,1,A,32,28
74770,0,40,1,572,1,2.0,0,F,31,2,79.0,6.0,18,4.5,32,15,S,129,35
69416,0,14,0,1339,0,,0,U,13,1,68.0,25.0,17,20.0,33,3,A,53,27
187961,0,44,0,562,1,,0,U,14,2,,5.0,18,3.0,33,10,E,78,9
64351,0,30,0,395,0,1.0,0,F,11,3,,16.0,19,12.0,5,3,A,29,38
103926,1,48,1,472,1,2.0,0,M,28,2,17.0,9.0,18,6.0,18,14,S,127,76
186693,0,12,2,890,1,6.0,1,M,30,1,78.0,25.0,8,20.0,14,7,A,125,86
166971,0,20,0,2921,0,,0,F,9,2,72.0,16.0,24,6.0,32,2,A,30,30
60861,0,12,0,1155,1,,0,M,28,1,55.0,40.0,26,37.0,21,3,A,120,41
160961,0,46,13,817,1,4.0,0,F,23,2,62.0,20.0,18,15.0,29,6,A,80,39
35017,1,37,1,576,1,1.0,0,M,27,2,76.0,17.0,15,14.0,10,6,A,112,63
147190,1,08,0,1545,0,2.0,0,F,15,3,49.0,20.0,26,10.0,30,3,A,41,25
152487,0,12,0,1865,0,3.0,0,M,12,1,73.0,15.0,19,5.0,45,1,A,44,15
69636,0,40,8,579,1,1.0,0,M,26,2,75.0,32.0,17,29.0,46,14,S,89,35
123287,0,17,0,831,0,,0,F,22,2,59.0,10.0,18,5.0,40,5,S,88,13
152287,0,24,0,2981,0,6.0,0,F,20,1,,35.0,20,30.0,24,6,A,56,53
145919,0,33,7,0,1,4.0,0,F,14,3,70.0,21.0,19,6.0,8,1,A,55,63
175863,0,12,0,843,0,,0,M,24,1,42.0,20.0,18,10.0,29,4,A,89,40
52227,0,41,2,374,1,1.0,0,M,21,3,81.0,5.0,18,4.0,16,10,S,92,44
158773,0,24,0,2575,0,5.0,0,F,26,1,75.0,25.0,19,20.0,46,4,A,105,32
182760,0,46,0,822,1,1.0,0,F,4,2,69.0,23.0,15,0.0,47,0,E,15,29
74418,0,44,4,611,1,2.0,0,M,9,2,72.0,15.0,18,10.0,47,1,N,24,21
189365,0,36,0,422,0,2.0,0,M,6,2,59.0,25.0,4,15.0,42,0,F,15,29
4981,0, .,0,3296,0,,1,F,34,?,68.0,30.0,13,25.0,0,5,A,126,0
93397,1,08,0,582,0,,0,F,6,3,,20.0,17,0.0,32,1,F,17,18
12676,0,40,1,809,1,2.0,1,M,26,2,78.0,41.0,12,38.0,23,5,S,86,37
61551,0,31,0,445,0,1.0,0,F,23,3,77.0,10.0,17,7.0,10,6,S,93,31
147116,0,02,10,2246,1,2.0,0,F,8,1,57.0,20.0,19,15.0,18,2,A,28,76
86202,0,36,9,527,1,4.0,0,F,23,2,53.0,25.0,15,20.0,36,7,A,88,23
100857,0,28,5,780,1,6.0,0,M,5,2,55.0,15.0,23,0.0,17,1,N,23,55
112030,0,53,0,316,0,2.0,0,F,5,3,65.0,20.0,18,0.0,22,0,F,18,44
106199,0,46,0,299,0,1.0,0,F,5,2,75.0,15.0,16,0.0,33,0,F,16,36
102101,0,10,0,300,1,2.0,0,M,8,4,61.0,12.0,16,7.0,14,1,N,20,66
24753,0,40,2,640,1,5.0,0,F,27,2,52.0,25.0,19,20.0,29,9,S,130,36
76612,0,23,1,1433,1,5.0,0,M,31,1,83.0,18.0,18,15.0,25,6,A,127,46
122960,0,40,0,599,0,1.0,0,F,28,2,76.0,10.0,15,8.0,17,12,S,128,37
164175,1,46,0,1914,1,5.0,0,F,28,2,,17.0,21,14.0,26,5,A,126,36
41707,0,16,1,559,1,4.0,0,M,12,2,71.0,20.0,26,0.0,43,1,A,32,26
120366,1,39,1,914,0,5.0,0,M,11,2,45.0,11.0,17,9.0,53,3,A,33,0
79602,1,15,1,937,1,3.0,0,M,33,1,86.0,17.0,24,12.0,23,15,S,129,54
176771,0,28,0,820,1,4.0,0,F,9,2,,20.0,21,0.0,24,2,N,24,51
6888,0,36,0,536,0,2.0,1,F,43,2,77.0,16.0,18,14.0,6,20,S,124,34
93881,0,08,6,563,1,4.0,0,M,12,3,44.0,20.0,26,10.0,30,0,A,39,53
7485,0,33,2,905,0,1.0,1,M,22,3,81.0,25.0,18,20.0,27,3,A,70,55
166005,0,23,0,840,1,3.0,0,F,17,1,69.0,15.0,20,10.0,3,2,A,86,94
101201,1,45,37,336,1,1.0,0,F,32,2,71.0,10.0,15,5.0,26,10,S,130,39
93671,0,10,0,443,0,2.0,0,F,14,4,65.0,20.0,18,10.0,52,1,A,52,42
115900,0,18,16,616,1,4.0,0,F,26,2,55.0,20.0,23,15.0,40,3,A,113,15
63703,0,36,0,349,1,4.0,0,U,14,2,,15.0,26,12.0,27,1,A,53,36
146303,0,07,0,1396,1,1.0,0,F,18,2,76.0,10.0,18,7.0,34,6,S,80,30
8814,0,24,12,923,1,7.0,1,M,17,1,84.0,20.0,6,15.0,13,3,A,57,46
179922,0,29,0,1303,1,2.0,0,F,12,2,81.0,15.0,15,10.0,16,1,A,40,45
3613,0,03,8,1552,1,2.0,1,F,20,1,81.0,16.0,4,11.0,28,3,A,68,17
177927,1,49,0,709,0,,0,M,13,2,74.0,15.0,19,5.0,40,2,A,85,30
180654,0,36,37,572,0,1.0,0,F,16,2,39.0,26.0,18,16.0,34,2,A,43,24
148101,0,11,0,3610,0,7.0,0,F,20,1,77.0,11.0,15,6.0,20,5,A,77,40
129367,0,17,4,1042,0,6.0,0,F,9,2,41.0,15.0,18,5.0,57,1,A,29,14
131999,0,51,0,238,1,2.0,0,F,32,3,85.0,6.0,15,5.94,25,21,S,129,42
133454,0,49,0,441,0,,0,M,9,2,,10.0,15,5.0,25,2,A,28,47
130756,1,35,0,2408,0,,0,U,15,1,50.0,20.0,16,10.0,35,4,A,109,23
109717,0,32,2,358,1,5.0,0,F,14,3,58.0,8.0,22,5.0,32,5,A,52,57
12062,0, .,0,971,0,,1,M,20,?,,20.0,21,10.0,0,3,A,57,0
71427,1,34,2,914,1,6.0,0,M,18,1,42.0,19.0,26,4.0,30,2,A,77,34
100610,0,13,0,1684,0,,0,U,14,1,49.0,15.0,24,10.0,44,4,A,45,43
156598,0,15,0,2184,1,,0,F,9,1,33.0,20.0,21,15.0,16,2,N,24,30
3008,0,08,4,965,1,1.0,1,M,35,3,72.0,15.0,13,12.5,41,7,A,124,31
87280,0,49,0,537,0,3.0,0,F,14,2,45.0,10.0,19,7.0,41,4,A,41,22
190108,1,28,0,995,0,,0,F,6,2,,8.0,17,4.0,17,4,E,33,71
118276,0,45,0,422,1,2.0,0,F,22,2,81.0,25.0,22,20.0,20,5,A,74,48
164961,0,12,0,1742,0,7.0,0,M,11,1,77.0,20.0,16,10.0,45,3,A,28,14
98459,0,45,0,413,0,4.0,0,F,33,2,42.0,15.0,16,12.0,23,9,A,127,51
80083,0,21,0,445,1,2.0,0,M,12,3,,15.0,15,9.0,31,2,A,32,21
166270,0,01,0,1438,0,5.0,0,U,5,1,,18.0,15,0.0,33,1,F,15,39
169500,0,40,0,1346,0,5.0,0,M,9,2,79.0,10.0,15,5.0,43,2,A,32,57
108983,1,27,1,535,1,1.0,0,M,28,2,72.0,17.0,17,12.0,41,6,A,104,39
118129,0,37,2,336,1,2.0,0,F,5,2,81.0,16.0,15,6.0,27,0,F,19,47
161560,0,39,5,684,0,4.0,0,F,11,2,40.0,10.0,16,5.0,53,3,A,35,47
99613,0,18,0,694,1,2.0,0,F,6,2,,20.0,16,0.0,26,1,F,16,28
47616,0,47,0,414,0,,0,F,14,2,53.0,10.0,16,7.0,21,4,A,40,48
2063,0,31,12,543,1,1.0,0,F,20,3,57.0,20.0,17,10.0,22,3,A,29,48
187501,1,34,0,4250,0,,0,F,6,1,,10.0,18,7.0,21,3,E,35,0
51730,0,39,0,690,1,,0,F,23,2,73.0,25.0,23,20.0,33,6,A,88,29
29685,0,44,0,675,1,4.0,0,F,25,2,,12.0,20,11.0,46,11,A,108,54
55752,0,40,0,711,1,,0,F,30,2,,25.0,21,22.0,16,9,A,110,49
136355,0,49,0,427,0,2.0,0,F,15,2,71.0,25.0,18,20.0,25,2,A,53,42
117523,0,21,0,0,1,,0,F,27,3,78.0,15.0,26,12.0,0,11,A,105,0
83709,1,16,0,680,1,2.0,0,M,19,2,71.0,10.0,20,7.0,21,6,S,69,45
184001,0,42,12,865,1,2.0,0,M,15,1,58.0,19.0,19,4.0,55,1,A,54,31
47448,1,20,0,714,1,2.0,0,M,10,2,,6.0,17,3.0,18,2,A,32,64
51470,0,32,6,308,1,6.0,0,F,21,3,54.0,13.0,20,8.0,22,10,S,53,46
168108,0,14,15,2480,1,4.0,0,M,6,1,68.0,30.0,16,0.0,53,1,F,16,11
74669,1,49,0,438,0,,0,F,27,2,,20.0,16,17.0,50,6,A,116,19
86593,0,53,0,322,0,2.0,0,F,29,3,72.0,6.0,15,4.0,18,12,S,130,46
48522,0,39,2,615,1,5.0,0,F,30,2,41.0,25.0,17,20.0,17,10,S,126,23
86563,0,38,5,557,1,2.0,0,M,14,2,74.0,15.0,25,5.0,0,1,A,77,50
162598,1,13,1,2766,1,1.0,0,F,45,1,77.0,25.0,6,20.0,54,8,A,128,5
119496,1,13,0,758,0,,0,F,17,1,,15.0,21,10.0,34,2,A,62,10
183476,1,40,0,718,1,7.0,0,F,23,2,47.0,25.0,18,20.0,31,10,A,76,24
164296,1,17,2,911,1,2.0,0,F,13,2,61.0,15.0,15,14.0,28,7,A,105,36
43061,0,23,0,4280,1,,0,U,7,1,,25.0,24,0.0,23,1,N,24,74
162284,0,13,0,5190,0,6.0,0,F,23,1,,13.0,21,8.0,3,9,A,64,63
48755,0,23,12,1653,1,5.0,0,F,30,1,85.0,15.0,20,10.0,21,9,S,125,49
17386,0, .,30,801,0,5.0,0,F,22,?,63.0,20.0,23,17.0,0,6,S,75,0
118712,0,27,0,716,0,5.0,0,F,12,2,37.0,20.0,20,17.0,24,2,A,41,15
108919,1,27,0,629,0,1.0,0,F,17,2,,12.0,19,7.0,27,6,A,56,31
177657,0,41,0,516,1,5.0,0,M,39,3,64.0,30.0,26,23.0,39,4,L,84,29
142187,0,14,0,1672,0,6.0,0,F,11,1,58.0,20.0,16,15.0,37,4,A,29,47
36987,0,40,0,1375,0,,0,M,12,2,,15.0,18,5.0,0,3,A,52,0
179750,0,30,3,711,1,1.0,0,M,19,3,,25.0,19,15.0,27,4,A,63,29
162952,0,10,0,0,0,,0,F,7,4,,16.0,16,6.0,99,1,N,21,0
55689,0,51,0,364,0,2.0,0,F,6,3,71.0,10.0,15,0.0,28,1,N,17,39
43762,0,26,5,798,1,4.0,0,M,16,2,82.0,24.0,16,19.0,18,3,A,65,58
23967,0,39,0,419,0,,0,F,11,2,,10.0,19,5.0,54,2,A,35,16
86256,0,27,14,482,1,5.0,0,M,14,2,51.0,16.0,26,11.0,36,1,A,52,11
43565,0,27,2,954,1,6.0,0,F,11,2,54.0,10.0,16,7.0,42,3,A,33,31
8103,1,29,20,856,0,3.0,1,M,27,2,73.0,17.0,20,11.0,15,7,S,80,70
189906,0,06,6,1310,1,4.0,1,F,29,2,,41.0,18,31.0,39,12,A,129,35
22008,0,51,0,462,1,2.0,0,M,21,3,60.0,11.0,16,6.0,30,6,S,75,35
92668,0,24,0,1713,0,7.0,0,F,14,1,49.0,20.0,18,10.0,40,2,A,41,36
147010,0,06,0,2074,0,5.0,0,F,15,2,41.0,20.0,26,15.0,54,2,A,76,10
136288,1,11,8,1104,0,5.0,0,M,14,1,31.0,25.0,19,15.0,44,2,A,44,18
172140,1,35,0,2099,0,5.0,0,F,24,1,45.0,20.0,17,15.0,40,5,A,75,42
48626,0,50,3,669,0,7.0,0,F,15,3,,15.0,16,12.0,37,2,A,75,32
112625,0, .,39,690,1,6.0,0,F,19,?,58.0,11.0,18,8.0,0,6,S,64,0
39931,0,23,0,4063,0,5.0,0,F,9,1,57.0,25.0,17,0.0,7,2,N,24,74
32527,1,16,0,786,0,,0,F,14,2,59.0,5.0,16,2.0,47,6,S,35,41
87099,0,27,2,609,1,5.0,0,M,11,2,67.0,12.0,20,7.0,26,4,A,29,31
178884,1,18,6,1244,1,6.0,0,M,9,2,45.0,25.0,20,20.0,33,2,N,23,28
155478,1,30,1,0,0,4.0,0,F,11,3,44.0,20.0,18,10.0,27,3,A,29,34
174976,1,46,0,619,0,,0,F,14,2,38.0,15.0,19,5.0,22,2,A,65,56
74867,1,53,0,425,0,2.0,0,F,14,3,,6.0,18,4.0,7,6,S,40,73
81879,0,46,4,619,1,3.0,0,M,31,2,79.0,10.0,18,7.0,22,14,S,113,52
118773,0,25,0,687,0,1.0,0,F,19,2,61.0,10.0,17,5.0,11,3,A,63,42
9714,0,24,13,2322,1,4.0,1,M,13,1,,15.0,18,10.0,31,7,S,65,48
33429,0,43,2,508,1,3.0,0,F,16,2,26.0,5.0,19,2.0,37,6,S,45,0
40691,0,25,0,906,1,5.0,0,F,23,2,70.0,13.0,15,9.0,22,11,E,92,27
131751,0,24,0,1105,0,,0,F,13,1,79.0,10.0,21,5.0,50,3,A,35,28
182398,0,27,2,883,1,2.0,0,M,27,2,50.0,25.0,15,22.0,22,11,A,104,28
137178,0,29,0,531,1,5.0,0,M,8,2,65.0,16.0,18,8.0,5,2,A,33,91
102511,0,18,0,664,0,,0,U,16,2,,10.0,16,5.0,40,3,A,53,10
105128,0,23,0,599,1,4.0,0,F,25,1,83.0,30.0,18,27.0,34,5,A,87,51
115636,0,14,1,1147,1,5.0,0,F,25,1,55.0,15.0,17,12.0,50,10,A,123,0
23500,0,13,10,938,1,4.0,0,M,6,1,73.0,25.0,21,0.0,12,1,N,21,42
88797,0,12,0,1207,0,,0,F,29,1,41.0,35.0,26,15.0,11,4,A,120,43
59561,1,51,4,438,1,3.0,0,M,14,3,36.0,10.0,16,5.0,0,2,A,44,33
146102,0,08,13,1715,0,3.0,0,M,20,3,59.0,10.0,15,5.0,23,4,A,68,63
188297,0,24,15,874,1,2.0,0,F,24,1,,20.0,4,20.0,44,8,S,88,20
62094,0,41,0,264,1,1.0,0,F,5,3,76.0,15.0,17,0.0,37,1,F,17,19
74958,0,53,4,217,0,2.0,0,M,18,3,,12.0,15,9.0,23,5,A,126,42
148569,1,10,0,1443,0,,0,M,15,4,58.0,16.0,20,11.0,11,2,A,40,52
103679,0,45,0,481,0,1.0,0,M,6,2,,25.0,20,0.0,17,0,F,20,42
131459,0,30,25,486,1,1.0,0,F,31,3,76.0,10.0,16,8.0,41,12,E,128,8
24348,0,21,1,296,0,1.0,0,M,10,3,79.0,7.0,18,2.0,20,3,A,32,31
139183,0,36,1,435,1,4.0,0,M,25,2,,13.0,17,10.0,17,7,S,113,56
120089,1,45,0,419,1,5.0,0,F,12,2,67.0,15.0,23,10.0,32,2,A,52,34
70075,0,16,0,525,0,4.0,0,F,33,2,80.0,25.0,18,20.0,0,14,S,130,99
69480,0,40,0,566,0,5.0,0,F,10,2,,27.0,18,22.0,38,0,A,28,14
128478,0,24,7,631,1,6.0,0,F,13,1,43.0,7.0,17,4.0,99,4,A,33,0
83891,0,17,0,1156,0,2.0,0,M,15,2,84.0,18.0,16,8.0,40,0,A,56,28
58447,1,40,16,630,1,1.0,0,F,13,2,67.0,11.0,16,6.0,40,3,A,33,37
188141,1,11,0,578,1,,0,U,15,1,,21.0,25,11.0,41,7,E,86,26
22445,1,24,8,777,1,3.0,0,F,9,1,47.0,15.0,18,0.0,28,1,A,29,55
190598,0,26,0,663,0,,1,F,23,2,80.0,35.0,21,25.0,32,7,A,85,47
142009,0,39,0,1053,0,4.0,0,M,6,2,57.0,20.0,16,0.0,42,1,F,16,14
182284,0,31,2,488,1,2.0,0,F,24,3,78.0,10.0,18,8.0,55,8,S,111,25
127800,0,53,0,256,0,7.0,0,M,4,3,,20.0,18,0.0,22,0,F,18,51
49115,0,43,0,432,0,2.0,0,F,22,2,,15.0,21,5.0,36,8,S,57,28
152299,0,23,21,1911,1,6.0,0,M,22,1,81.0,15.0,18,12.0,25,6,A,89,58
126299,0,23,0,645,0,4.0,0,M,15,1,59.0,15.0,21,12.0,28,5,S,40,52
102224,1,15,0,1439,0,,0,U,21,1,,10.0,17,7.0,20,13,S,107,43
24436,0,40,5,668,0,3.0,0,F,9,2,51.0,25.0,18,15.0,30,1,A,29,34
20045,0,32,0,516,0,,0,F,9,3,,17.0,26,2.0,69,0,A,32,17
151649,0,09,7,1355,1,1.0,0,M,27,3,7.0,15.0,25,10.0,22,6,A,125,29
178985,0,18,3,1238,0,4.0,0,M,12,2,44.0,20.0,22,5.0,26,2,A,32,23
166677,0,22,0,3294,1,5.0,0,M,9,1,35.0,10.0,15,5.0,35,1,N,27,50
38105,0,04,0,876,1,,0,F,18,2,17.0,5.0,17,2.0,16,7,S,112,64
142993,0,01,0,3068,0,,0,F,15,1,60.0,20.0,18,10.0,21,2,A,53,27
56914,0,21,2,480,1,5.0,0,F,23,3,34.0,10.0,17,5.0,44,11,S,65,24
54795,0,41,1,403,1,4.0,0,F,15,3,37.0,7.0,20,4.0,19,7,S,41,41
90314,1,11,0,1081,1,1.0,0,F,23,1,63.0,11.0,18,7.0,33,8,S,77,11
93372,0,05,4,614,1,6.0,0,F,18,2,82.0,10.0,17,5.0,23,5,S,89,53
172258,0,07,0,919,0,3.0,0,F,11,2,37.0,7.0,15,2.0,53,4,S,44,10
139282,1,13,3,1208,0,5.0,0,M,21,1,48.0,17.0,18,12.0,32,4,A,78,44
52752,0,30,4,528,1,4.0,0,M,9,3,76.0,15.0,24,0.0,18,2,A,29,35
181224,0, .,0,847,1,5.0,0,F,20,?,69.0,25.0,25,20.0,0,9,A,126,0
26467,0,15,0,1395,0,,0,M,16,1,,5.0,15,3.0,49,6,S,45,6
73941,0,51,5,477,1,5.0,0,M,18,3,54.0,20.0,23,10.0,43,1,A,52,34
17254,0,38,0,839,0,4.0,0,F,16,2,69.0,12.0,18,7.0,48,3,A,52,14
63085,0,34,0,621,1,5.0,0,M,10,1,65.0,30.0,19,24.0,17,1,A,32,28
131865,0,28,12,608,1,4.0,0,F,33,2,40.0,10.0,18,7.0,11,13,S,125,73
188980,0,24,0,1333,1,7.0,0,F,13,1,65.0,20.0,5,15.0,29,2,A,40,41
157693,0,11,0,2913,0,,0,F,6,1,,20.0,16,0.0,38,1,F,16,8
189520,1,13,24,4143,1,7.0,1,M,24,1,78.0,21.0,15,16.0,24,8,S,77,47
71982,0,51,0,447,1,,0,F,30,3,73.0,20.0,20,19.0,51,8,A,120,33
178563,1,24,1,1380,1,7.0,0,M,13,1,39.0,10.0,16,5.0,48,4,A,41,15
150724,0,10,0,1001,0,4.0,0,M,12,4,33.0,20.0,26,7.0,18,1,A,33,33
111255,0,39,26,732,1,2.0,0,F,21,2,63.0,10.0,18,5.0,49,12,A,101,23
28154,0,15,24,5498,1,7.0,0,M,24,1,51.0,18.0,17,8.0,33,4,A,123,49
186830,0,08,20,455,1,2.0,0,M,23,3,63.0,23.0,7,23.0,45,3,A,76,24
140828,0,27,0,899,0,5.0,0,M,9,2,55.0,10.0,16,5.0,46,2,N,24,12
32380,1,29,1,825,1,2.0,0,M,26,2,74.0,7.0,21,5.0,21,14,S,105,87
164354,0,02,5,2430,0,6.0,0,F,6,1,43.0,10.0,17,7.0,33,1,N,20,37
188246,1,24,0,937,1,,0,M,19,1,,15.0,18,12.0,12,11,E,109,60
72366,1,43,0,448,1,2.0,0,M,14,2,50.0,15.0,21,10.0,29,1,A,54,17
23021,0,17,0,578,0,,0,U,20,2,,10.0,18,7.0,48,9,A,56,11
139399,0,13,5,925,1,4.0,0,M,6,1,,15.0,20,0.0,42,1,F,20,35
164824,0,11,0,2419,0,,0,F,10,1,64.0,10.0,18,7.0,10,1,A,29,27
94281,0,05,1,1365,0,7.0,0,F,6,2,43.0,25.0,16,0.0,40,1,F,16,40
14361,0,35,0,1233,0,3.0,1,F,15,1,65.0,10.0,17,7.0,33,5,A,41,28
177724,0,51,0,408,0,2.0,0,M,6,3,,15.0,19,0.0,0,0,F,19,0
189312,0, .,0,497,0,,0,F,3,?,,20.0,4,10.0,0,1,E,16,0
163250,0,02,7,3423,1,6.0,0,F,10,1,35.0,15.0,26,0.0,35,1,A,32,32
27998,0,24,1,1194,1,7.0,0,M,18,1,27.0,12.0,25,7.0,51,4,A,49,9
174318,0,27,0,669,0,,0,M,14,2,56.0,15.0,16,10.0,38,3,A,65,18
171258,0,18,0,1052,0,5.0,0,F,6,2,43.0,20.0,16,0.0,34,0,F,16,35
135607,0,16,0,571,0,1.0,0,M,10,2,,20.0,16,10.0,22,3,A,28,14
19452,0,15,0,3875,0,7.0,0,M,6,1,49.0,25.0,17,0.0,0,1,F,17,29
62764,0,43,0,283,1,1.0,0,F,13,2,67.0,15.0,16,11.0,18,2,S,32,25
98921,0,36,4,373,1,2.0,0,M,19,2,67.0,20.0,18,18.0,27,3,A,52,35
71366,0,51,6,362,1,1.0,0,F,7,3,82.0,15.0,19,5.0,22,0,N,20,22
3553,1,18,7,732,1,4.0,1,M,20,2,81.0,25.0,4,20.0,46,7,S,65,16
48120,0,49,0,672,0,4.0,0,F,26,2,,11.0,24,6.0,35,8,A,105,27
147320,0,18,11,1760,1,5.0,0,F,23,2,68.0,17.0,15,7.0,57,2,A,113,3
141715,0,24,2,1383,1,5.0,0,M,28,1,51.0,20.0,20,17.0,20,6,S,128,59
100900,1,24,0,1180,1,,0,F,8,1,,10.0,17,8.0,46,1,A,40,16
190492,0,42,22,881,0,3.0,1,M,24,1,69.0,10.0,18,7.0,22,7,S,87,26
4427,0, .,0,2796,1,,1,F,22,?,76.0,13.0,21,10.0,0,10,S,93,0
89026,0,16,1,861,1,6.0,0,M,11,2,65.0,50.0,21,25.0,5,2,A,29,66
69397,0,40,15,744,1,3.0,0,F,27,2,81.0,16.0,18,13.0,40,8,S,111,37
186375,1,23,0,1060,0,,0,M,6,1,,20.0,9,10.0,23,2,F,18,54
40921,0,24,0,1088,0,,0,M,7,1,,20.0,18,10.0,25,1,A,29,50
55199,0,47,0,416,0,,0,M,9,2,,15.0,19,5.0,29,0,A,28,34
37768,0,28,0,1054,0,5.0,0,M,24,2,33.0,14.0,19,11.0,11,4,A,101,34
113780,0,53,0,278,0,,0,F,10,3,,20.0,18,15.0,31,3,A,29,40
59598,1,36,0,521,0,,0,M,22,2,,100.0,18,97.0,33,4,A,102,30
148523,1,14,0,4286,0,7.0,0,M,5,1,79.0,15.0,16,0.0,21,1,F,16,32
95240,1,36,8,604,1,4.0,0,M,30,2,45.0,15.0,18,10.0,32,13,S,109,32
163289,0,02,11,3292,1,7.0,0,F,22,1,74.0,20.0,17,15.0,25,5,A,125,69
121422,0,03,7,931,1,4.0,0,F,20,1,,20.0,25,15.0,25,5,A,57,31
137914,0,51,5,575,1,1.0,0,M,8,3,54.0,15.0,15,0.0,37,1,N,23,36
92406,0,44,0,691,0,6.0,0,F,15,2,31.0,20.0,15,10.0,25,2,E,56,27
162105,0,02,1,3142,1,6.0,0,F,12,1,72.0,25.0,15,20.0,14,2,A,29,54
92355,1,23,1,1413,1,6.0,0,M,18,1,71.0,15.0,18,10.0,10,4,A,45,65
54870,0,47,0,551,0,,0,M,16,2,,25.0,24,20.0,23,3,A,40,40
63833,0,43,0,422,0,2.0,0,F,11,2,37.0,25.0,18,20.0,33,2,A,33,33
179060,0,44,0,562,0,,0,M,20,2,,30.0,26,10.0,51,3,A,57,8
104331,0,25,0,569,0,,0,M,29,2,75.0,17.0,16,15.0,0,10,A,113,0
164925,0,13,15,2209,1,6.0,0,F,19,1,52.0,20.0,15,15.0,5,3,A,63,51
50614,0,39,3,693,0,5.0,0,F,10,2,35.0,20.0,16,5.0,55,1,A,28,10
101113,1,27,0,839,0,,0,F,33,2,39.0,20.0,15,15.0,53,7,A,120,14
146491,0,10,3,1456,0,2.0,0,F,10,4,,11.0,17,6.0,49,3,A,29,40
147727,0,13,1,3302,1,7.0,0,F,20,1,51.0,25.0,22,10.0,21,5,A,56,46
88838,0,13,15,2096,1,7.0,0,M,19,1,69.0,25.0,17,5.0,7,3,A,76,55
106530,0,49,0,447,0,,0,F,27,2,,17.0,18,12.0,24,7,A,104,34
188103,0, .,0,738,0,,0,M,20,?,,15.0,10,15.0,0,14,E,107,0
181709,1,28,0,810,1,,0,F,18,2,,5.0,17,4.0,31,5,S,87,45
101823,0,28,3,688,0,5.0,0,F,29,2,60.0,20.0,17,15.0,20,11,A,125,43
97941,0,49,1,614,1,5.0,0,F,14,2,37.0,20.0,18,15.0,35,2,A,53,25
36500,0,10,1,792,0,5.0,0,F,10,4,55.0,10.0,17,5.0,0,3,A,29,32
113267,0,31,7,357,1,2.0,0,M,5,3,73.0,15.0,20,0.0,52,0,F,20,41
119383,0,24,32,1674,1,5.0,0,F,31,1,71.0,17.0,26,12.0,18,15,A,130,46
116930,1,02,6,3760,0,6.0,0,F,20,1,75.0,20.0,18,10.0,19,5,S,76,34
191134,1,41,0,431,1,2.0,0,F,21,3,,7.0,15,4.5,33,8,S,51,27
32404,0,47,0,472,0,,0,F,33,2,,20.0,20,17.0,21,22,S,128,35
65907,0,08,1,669,1,5.0,0,M,13,3,74.0,15.0,16,10.0,26,2,A,40,56
160570,1,35,0,1412,0,5.0,0,M,8,1,73.0,16.0,16,2.0,28,2,N,23,37
6348,0, .,1,622,0,3.0,1,F,31,?,45.0,10.0,5,8.0,0,10,S,100,0
56525,0,25,1,433,1,5.0,0,M,17,2,61.0,18.0,16,15.0,25,5,A,44,30
113355,0,30,0,218,0,,0,F,5,3,,20.0,17,0.0,31,1,F,17,27
151122,0,06,0,2224,0,5.0,0,M,32,2,43.0,20.0,21,17.0,20,18,S,124,35
136635,0,35,0,2396,1,7.0,0,M,13,1,55.0,17.0,25,2.0,38,1,A,41,8
126133,0,05,0,614,0,6.0,0,F,10,2,69.0,50.0,18,35.0,39,2,N,25,52
14693,0,10,6,465,1,6.0,1,F,12,4,67.0,35.0,8,35.0,20,1,A,36,48
11011,1,21,6,559,1,3.0,1,M,25,3,71.0,15.0,5,10.0,29,8,A,75,43
125310,0,12,9,755,1,4.0,0,M,18,1,59.0,35.0,18,10.0,30,2,A,53,37
188333,0,50,0,437,1,,1,U,27,3,73.0,25.0,6,20.0,31,4,A,85,32
150342,0,08,0,1603,0,4.0,0,F,10,3,,25.0,15,5.0,19,2,A,29,41
142830,0,01,0,5000,0,,0,M,6,1,68.0,25.0,17,0.0,16,1,F,17,49
15981,0,36,0,574,0,2.0,0,F,5,2,,20.0,21,0.0,17,1,N,21,43
