CONTROL_NUMBER,DONATED,CLUSTER_CODE,PER_CAPITA_INCOME,RECENT_CARD_RESPONSE_COUNT,HOME_OWNER,RECENCY_STATUS_96NK,PCT_ATTRIBUTE1,RECENT_RESPONSE_PROP,DONOR_AGE,RECENT_STAR_STATUS,LIFETIME_PROM,PEP_STAR,MONTHS_SINCE_LAST_PROM_RESP,FILE_AVG_GIFT,INCOME_GROUP,PCT_ATTRIBUTE4,NUMBER_PROM_12,MOR_HIT_RATE,RECENT_RESPONSE_COUNT
52902,1,24,22435,2,H,A,0,0.111,,0,36,0,17.0,15.0,6.0,24,14,1,2
38110,0,04,17462,0,H,S,0,0.1,77.0,1,75,1,18.0,8.9,1.0,76,15,3,2
74825,1,36,11934,2,H,S,5,0.444,77.0,1,50,1,16.0,4.61,2.0,46,6,3,4
146102,0,08,11632,2,H,A,0,0.263,59.0,0,50,0,15.0,7.88,3.0,63,11,13,5
30228,0,27,13437,4,H,S,17,0.238,61.0,1,52,1,23.0,7.07,5.0,38,13,22,5
137614,0,53,8973,1,U,A,0,0.111,25.0,0,31,0,19.0,10.33,1.0,53,10,0,2
7116,0,45,11459,0,U,A,0,0.095,82.0,0,119,1,27.0,11.26,,36,31,0,2
129530,1,17,9520,1,H,N,5,0.125,43.0,0,17,0,21.0,12.5,7.0,4,12,0,1
7563,0,11,28941,1,U,A,0,0.1,,10,81,1,19.0,7.04,3.0,24,14,2,2
7590,1,46,16348,0,U,A,0,0.063,37.0,0,102,0,26.0,22.29,1.0,99,31,10,1
145111,0,15,35713,2,U,A,0,0.143,,0,36,0,18.0,27.0,,40,13,0,3
71674,0,35,18712,3,H,A,0,0.267,44.0,0,30,0,20.0,15.6,5.0,26,13,2,4
132109,0,37,21080,1,H,A,0,0.167,83.0,0,63,1,15.0,6.25,3.0,44,13,6,3
29418,0,43,10614,2,U,A,0,0.154,,0,21,0,18.0,17.5,,28,10,0,2
29427,0,43,11412,0,U,A,0,0.105,,14,60,1,19.0,6.5,2.0,33,12,0,2
1549,1,13,174523,1,U,A,0,0.067,81.0,0,35,0,24.0,50.0,,75,13,0,1
49449,0,22,9428,4,U,S,3,0.35,,1,54,1,16.0,11.69,,12,15,0,7
148143,1,24,29156,0,H,A,0,0.133,,0,38,1,17.0,6.67,7.0,20,8,0,2
99800,0,49,12450,1,H,A,0,0.158,48.0,0,64,0,18.0,6.27,4.0,16,13,0,3
63912,0,40,15749,6,U,S,0,0.471,44.0,1,35,1,16.0,8.36,1.0,35,12,0,8
69421,0,11,25107,1,H,S,0,0.227,55.0,1,81,1,18.0,13.43,2.0,27,13,2,5
46110,1, .,11807,3,U,S,0,0.545,,1,51,1,18.0,3.73,3.0,29,12,0,6
8008,0, .,17999,1,U,S,0,0.105,80.0,1,107,1,16.0,11.44,,0,21,0,2
2855,0,08,12192,0,H,A,1,0.095,61.0,0,64,0,16.0,11.71,4.0,31,24,0,2
148227,1,12,16288,0,H,A,0,0.118,69.0,0,37,1,17.0,10.75,7.0,35,14,0,2
91801,0,12,18195,0,U,N,0,0.0,73.0,0,15,0,,15.0,4.0,25,10,0,0
64261,1,36,11275,1,H,S,0,0.25,,1,59,1,16.0,5.63,3.0,36,7,0,4
161136,0,49,9065,1,H,A,0,0.071,79.0,0,41,0,21.0,13.67,3.0,41,10,0,1
109873,0,18,10072,0,U,A,2,0.056,75.0,0,36,0,26.0,14.0,7.0,7,9,21,1
26611,0,36,11127,1,U,F,0,0.25,,0,12,0,17.0,15.0,,51,10,0,1
191673,0,23,28753,1,U,S,2,0.231,64.0,1,65,1,16.0,16.5,2.0,52,9,240,3
74547,0,43,10520,1,U,S,17,0.278,69.0,1,32,1,19.0,6.0,2.0,20,12,7,5
109451,1,44,10899,3,H,S,0,0.316,39.0,1,86,1,18.0,7.25,5.0,19,16,2,6
135638,0,10,8780,1,U,F,3,0.2,,0,14,0,17.0,25.0,3.0,17,12,6,1
156055,0,36,18318,4,H,A,1,0.417,35.0,0,24,1,15.0,4.43,4.0,37,13,1,5
180936,0,35,15654,0,U,A,3,0.05,55.0,0,41,0,26.0,26.75,,23,10,0,1
157961,0,02,25686,3,H,S,2,0.182,40.0,1,71,1,17.0,15.0,5.0,42,13,0,4
162814,1,03,27608,3,H,S,0,0.318,60.0,1,40,1,18.0,6.2,5.0,23,13,11,7
1635,0,14,48827,0,U,A,0,0.053,47.0,0,72,1,26.0,7.75,,11,11,0,1
143954,0,01,35255,1,U,F,0,0.25,42.0,0,13,0,16.0,30.0,,32,11,0,1
136522,0,15,31971,1,U,A,0,0.05,74.0,6,63,1,32.0,23.79,,43,12,0,1
81694,0,39,13052,0,H,A,0,0.067,83.0,0,55,0,19.0,14.0,4.0,24,13,3,1
105650,1,40,13143,1,H,A,0,0.125,78.0,0,58,0,21.0,4.33,2.0,39,12,17,2
52793,0,23,64331,2,U,A,0,0.136,87.0,0,65,0,25.0,12.92,5.0,53,12,6,3
46034,0,24,19407,2,H,N,0,0.2,21.0,0,24,0,21.0,10.0,4.0,25,15,5,2
75709,0,53,11360,1,U,A,0,0.045,41.0,0,48,0,18.0,40.0,5.0,35,13,4,1
23003,1,12,20806,2,U,A,0,0.105,44.0,12,69,1,24.0,9.67,,35,10,0,2
150546,0,12,20809,0,H,F,1,0.143,,0,16,0,20.0,25.0,7.0,18,11,0,1
93500,1,10,15176,1,U,A,0,0.158,60.0,0,70,0,17.0,8.33,,99,16,0,3
169722,1,25,9201,0,U,N,0,0.0,50.0,0,15,0,,25.0,,16,10,0,0
116829,0,12,17527,1,H,A,0,0.095,33.0,0,39,1,17.0,8.6,6.0,16,13,0,2
110828,0,39,12623,3,H,A,0,0.158,,7,40,1,18.0,10.71,4.0,23,13,0,3
169460,0,52,7975,1,H,A,2,0.143,39.0,0,23,0,20.0,15.0,2.0,17,11,4,2
181167,0,26,14297,0,U,A,2,0.067,54.0,0,29,0,20.0,17.5,,40,13,0,1
24753,0,40,14053,1,H,S,0,0.059,52.0,1,65,1,20.0,13.73,5.0,36,12,2,1
161112,0,12,11990,5,U,S,0,0.545,,1,40,1,17.0,7.0,,20,7,0,6
18586,0,37,16518,2,H,A,0,0.095,79.0,12,90,1,21.0,34.3,3.0,70,13,18,2
182989,0,40,13212,2,U,S,0,0.25,65.0,1,41,1,18.0,13.9,2.0,21,8,0,4
90967,0,18,13241,2,H,S,0,0.15,85.0,1,80,1,21.0,7.33,5.0,9,13,35,3
25983,0,14,19899,1,U,F,0,0.2,48.0,0,14,0,16.0,25.0,5.0,6,12,9,1
122706,0,24,26538,0,H,E,0,0.5,47.0,0,10,0,15.0,20.0,7.0,19,8,1,1
22262,0,41,16446,3,H,A,0,0.25,87.0,0,26,1,21.0,13.67,5.0,40,12,2,3
21933,0,28,15390,1,H,A,0,0.105,43.0,0,41,0,23.0,21.25,5.0,53,13,7,2
66974,0,35,24110,2,H,A,1,0.1,60.0,0,36,1,22.0,17.5,7.0,21,12,29,2
105294,0,53,9860,4,H,S,0,0.333,,1,29,1,21.0,7.0,2.0,46,13,0,5
46170,0,36,12490,2,U,A,0,0.105,,0,34,0,17.0,16.25,2.0,41,13,2,2
19891,0,24,14279,1,U,A,27,0.158,,0,44,0,18.0,13.5,4.0,6,15,0,3
88547,0,13,22326,0,H,F,0,0.2,43.0,0,13,0,16.0,15.0,7.0,58,11,3,1
189031,0,19,8042,1,U,A,0,0.053,,0,51,0,24.0,16.25,5.0,17,15,3,1
68552,0,13,40601,2,H,A,0,0.095,45.0,0,66,1,22.0,13.44,7.0,41,12,0,2
9390,1,10,7863,0,U,A,0,0.0,57.0,13,112,1,,8.09,1.0,69,37,18,0
132896,1,34,15729,1,U,A,0,0.045,53.0,5,79,1,22.0,15.57,3.0,17,16,0,1
87871,0,11,17507,1,H,A,0,0.05,76.0,0,61,1,24.0,16.55,3.0,25,11,1,1
5335,1,46,13012,3,H,S,0,0.15,75.0,1,76,1,17.0,10.69,3.0,28,14,0,3
122856,0,02,31619,2,U,A,0,0.111,65.0,0,66,1,16.0,10.27,7.0,39,14,12,2
176135,0,35,13850,1,U,A,0,0.091,77.0,4,59,1,20.0,38.57,,0,13,0,2
111137,1,28,10669,1,U,A,0,0.095,,21,68,1,17.0,17.63,,43,14,0,2
108347,0,03,21747,1,H,A,0,0.077,59.0,0,22,0,24.0,10.0,5.0,72,9,5,1
167462,1,12,20782,0,H,A,1,0.077,61.0,0,54,1,26.0,8.75,4.0,14,9,0,1
78303,0,16,13895,1,H,A,0,0.091,56.0,0,65,1,19.0,11.8,4.0,39,13,0,2
28681,1,35,17474,0,H,A,1,0.053,50.0,0,48,0,26.0,9.8,2.0,22,10,2,1
68147,0,10,7453,0,H,A,0,0.143,69.0,0,25,0,18.0,17.5,2.0,0,13,0,2
84368,0,51,11779,0,H,A,0,0.056,70.0,0,33,0,18.0,13.67,3.0,34,11,18,1
13215,1,44,12588,2,H,A,0,0.143,47.0,0,50,0,21.0,11.0,4.0,38,32,0,2
182000,0,05,14227,0,H,A,0,0.105,81.0,11,70,1,18.0,8.47,4.0,24,11,3,2
181337,1,24,29913,3,H,S,4,0.263,67.0,1,39,1,17.0,9.86,5.0,22,13,0,5
20780,0,46,12721,1,H,S,0,0.136,,1,73,1,25.0,16.24,7.0,32,13,2,3
95806,0,27,7472,1,H,A,0,0.158,17.0,0,44,0,17.0,8.67,2.0,14,13,0,3
45922,0,05,18037,0,H,A,0,0.077,59.0,0,27,0,17.0,10.33,2.0,47,10,4,1
34001,0,40,9263,1,H,A,3,0.417,58.0,0,25,0,16.0,12.6,5.0,27,15,2,5
123672,0,53,9761,3,U,A,0,0.25,65.0,0,27,0,16.0,20.0,2.0,55,9,0,4
88067,0,15,31378,2,U,N,0,0.286,,0,17,0,17.0,10.0,,28,12,0,2
48234,1,12,16589,2,H,S,0,0.15,45.0,1,79,1,16.0,10.0,7.0,16,13,7,3
135804,0,08,11040,1,U,F,0,0.143,,0,17,0,20.0,28.0,4.0,26,11,0,1
161916,1,27,10153,2,U,A,17,0.2,,0,27,1,19.0,23.33,,15,14,0,3
89367,1,12,16254,7,U,S,0,0.474,30.0,1,45,1,18.0,3.22,,13,14,0,9
180991,0,30,12528,7,U,S,32,0.611,,1,34,1,18.0,7.67,5.0,10,13,0,11
172854,0,26,17110,0,H,A,2,0.091,86.0,0,82,1,18.0,23.54,4.0,42,14,4,2
177227,0,41,11179,2,U,S,0,0.227,77.0,1,63,1,22.0,9.9,,41,13,0,5
111545,0,40,13330,2,H,A,0,0.25,34.0,0,23,0,15.0,8.33,5.0,55,13,1,3
99484,0,24,16935,1,H,A,1,0.136,,5,65,1,24.0,7.83,5.0,19,11,3,3
43011,0,49,10998,4,H,A,0,0.333,61.0,0,56,0,16.0,14.45,6.0,23,14,3,7
83683,0,05,17536,5,H,S,0,0.476,39.0,1,36,1,16.0,4.69,4.0,44,9,0,10
109194,0,36,10302,1,H,A,0,0.095,83.0,8,69,1,26.0,16.15,5.0,43,11,8,2
25760,1,21,13618,0,U,N,0,0.125,,0,18,0,20.0,20.0,,9,13,0,1
28432,0,11,26692,1,U,A,0,0.111,,0,39,0,18.0,16.75,5.0,27,13,0,2
172704,0,37,13158,1,H,A,0,0.125,70.0,0,27,0,20.0,15.0,2.0,52,13,1,2
162833,0,03,15765,0,U,A,5,0.071,,0,43,0,18.0,9.0,,21,12,0,1
183612,0,44,11824,3,H,A,0,0.2,77.0,0,38,0,17.0,13.0,5.0,7,13,3,3
7300,0,30,6941,0,U,A,0,0.059,47.0,0,61,1,26.0,10.29,4.0,4,10,8,1
640,0,31,5381,1,U,A,0,0.1,70.0,8,96,1,26.0,3.75,,45,10,0,2
81435,0,53,10695,3,U,A,0,0.19,81.0,0,53,1,18.0,19.43,2.0,28,13,0,4
72061,0,49,10855,1,H,A,0,0.286,53.0,0,26,0,20.0,8.25,4.0,35,12,0,4
178345,0,24,25008,0,U,F,0,0.2,45.0,0,13,0,16.0,15.0,,31,11,0,1
165503,0,24,16480,1,H,A,0,0.167,39.0,0,20,0,18.0,10.0,7.0,13,10,0,2
65114,1,40,16824,3,U,S,1,0.333,,1,74,1,21.0,3.97,,17,11,0,5
139081,0,53,20498,4,H,S,0,0.438,75.0,1,28,1,16.0,4.29,1.0,47,14,0,7
89186,0,13,65757,1,H,N,0,0.182,52.0,0,20,0,19.0,15.0,7.0,51,12,1,2
92200,0,23,23045,2,H,A,0,0.182,83.0,0,50,0,21.0,7.57,1.0,50,11,0,2
162040,0,07,11776,1,U,F,1,0.2,,0,16,0,16.0,30.0,,13,14,0,1
187020,0,13,33617,1,H,A,0,0.118,79.0,3,56,1,18.0,10.82,7.0,38,13,2,2
47161,1,12,15892,3,H,A,1,0.143,78.0,3,83,1,20.0,8.8,3.0,75,12,1,3
99977,0,01,16564,3,H,A,0,0.278,,0,39,1,17.0,7.67,3.0,36,14,0,5
163261,0,02,17270,0,U,S,0,0.19,,1,49,1,19.0,6.82,5.0,56,13,1,4
43884,1,33,13007,4,H,S,0,0.294,65.0,1,67,1,21.0,5.29,4.0,80,10,12,5
97424,1,53,11274,3,U,S,0,0.286,,1,81,1,21.0,4.85,2.0,43,10,0,6
144655,0,10,7750,0,H,A,0,0.067,58.0,0,27,0,18.0,31.0,4.0,65,13,2,1
175130,0,36,11970,0,H,A,0,0.091,,0,47,0,19.0,27.5,3.0,52,13,3,2
123157,0,12,18633,1,H,A,0,0.095,52.0,6,77,1,26.0,10.89,4.0,31,9,6,2
121955,0,15,18212,0,U,N,0,0.0,,0,14,0,,15.0,,19,9,0,0
18610,0,40,16163,3,H,S,0,0.182,69.0,1,75,1,17.0,6.45,1.0,22,14,0,4
16756,1,17,19216,2,H,A,0,0.19,29.0,0,43,1,15.0,15.4,4.0,29,14,0,4
147576,0,01,23292,0,U,F,0,0.2,,0,14,0,16.0,20.0,,55,12,0,1
76711,0,45,9733,2,H,A,0,0.15,,0,70,1,20.0,9.43,2.0,41,12,0,3
142511,0,04,21595,0,U,F,3,0.25,,0,14,0,16.0,20.0,,37,12,0,1
183935,0,43,9896,2,U,A,0,0.182,,0,67,1,26.0,15.14,2.0,24,11,0,4
111142,1,36,14178,1,H,S,0,0.105,72.0,1,78,1,17.0,7.35,3.0,27,13,5,2
16360,0,32,9171,1,U,N,0,0.286,79.0,0,19,0,17.0,9.33,2.0,48,13,0,2
90361,0,11,18367,0,H,A,1,0.095,34.0,0,50,0,26.0,16.2,4.0,23,12,0,2
39647,0,20,16334,0,H,A,0,0.273,67.0,0,17,0,15.0,7.0,1.0,84,5,0,3
8358,0,35,17852,0,U,A,0,0.0,,0,51,0,,12.45,,28,7,0,0
166461,0,22,15064,2,U,A,0,0.15,56.0,0,30,0,20.0,15.0,2.0,81,12,1,3
52030,0,38,15350,2,H,A,0,0.167,35.0,0,22,0,21.0,20.0,5.0,35,10,3,2
189470,0,31,8792,0,U,A,0,0.053,76.0,0,70,1,20.0,15.18,3.0,27,15,10,1
52071,1,51,8017,1,U,F,0,0.143,42.0,0,15,0,21.0,20.0,2.0,20,10,0,1
127239,0,19,7630,2,H,A,2,0.214,51.0,0,25,0,22.0,16.67,3.0,10,12,0,3
134329,0,25,14409,0,U,A,2,0.091,78.0,0,62,0,18.0,28.33,,19,13,0,2
26192,0,14,27518,3,H,A,0,0.25,,0,40,1,20.0,15.0,6.0,17,13,1,4
2628,0,14,25219,2,U,N,0,0.5,87.0,0,26,0,16.0,11.67,5.0,0,22,0,3
52804,0,24,30603,1,H,S,0,0.19,83.0,1,75,1,15.0,10.76,1.0,32,13,9,4
138107,0,26,14910,0,U,A,12,0.095,75.0,0,75,1,19.0,15.08,4.0,78,13,3,2
61923,0,21,12976,0,H,A,0,0.111,72.0,4,48,1,21.0,11.33,5.0,63,11,17,2
45116,1,13,28264,3,U,S,0,0.3,84.0,1,73,1,15.0,4.91,4.0,50,7,0,6
36255,0,26,15582,0,H,A,2,0.071,78.0,0,69,1,20.0,10.75,1.0,37,13,40,1
160894,0,24,44423,6,H,S,1,0.333,36.0,1,58,1,21.0,12.72,7.0,18,13,0,7
144305,0, .,16766,5,U,S,0,0.4,,1,77,1,20.0,7.97,,0,14,0,8
109137,0,36,7135,2,H,A,0,0.154,59.0,0,21,0,24.0,12.5,7.0,39,9,0,2
162804,0,03,24495,3,H,A,1,0.308,77.0,0,24,0,23.0,10.0,7.0,22,11,26,4
36580,0,12,18143,1,H,F,0,0.2,41.0,0,14,0,16.0,20.0,7.0,27,11,0,1
152468,0,13,34044,2,H,A,0,0.111,73.0,0,65,1,23.0,17.5,3.0,36,11,0,2
43663,1,33,12682,4,H,A,0,0.545,17.0,0,38,0,17.0,6.39,1.0,48,8,0,6
160938,0,27,15143,1,H,F,2,0.143,44.0,0,13,0,21.0,15.0,6.0,10,8,0,1
29610,1,36,11604,3,U,S,2,0.25,,1,81,1,16.0,4.92,3.0,34,11,0,5
111295,0,53,7822,2,U,A,0,0.2,,0,35,0,20.0,9.17,,40,13,0,4
45584,1,17,25565,2,U,A,0,0.158,50.0,0,40,0,20.0,16.25,1.0,0,15,0,3
56541,0,13,19947,0,H,N,0,0.143,27.0,0,22,0,18.0,17.0,3.0,54,12,0,2
53753,1,11,23901,0,H,A,0,0.091,44.0,13,70,1,19.0,15.85,6.0,27,13,1,2
111331,0,50,8769,3,H,A,0,0.25,39.0,0,42,0,21.0,8.88,4.0,27,15,0,4
44441,0,45,12116,1,H,S,0,0.19,,1,57,1,18.0,10.5,3.0,46,13,0,4
88279,0,35,19350,2,H,A,1,0.143,40.0,0,37,0,19.0,17.75,7.0,20,13,0,3
162179,0,34,24660,0,U,F,2,0.0,,0,13,0,,15.0,,16,8,0,0
186014,1,53,6854,3,U,A,0,0.3,73.0,0,65,1,16.0,5.0,2.0,0,22,0,6
99722,0,20,17667,1,U,A,0,0.167,,11,35,1,15.0,8.67,,38,12,0,3
18133,0,40,18893,0,H,A,3,0.053,63.0,0,50,1,27.0,8.83,5.0,48,9,2,1
92860,0,10,2582,1,U,F,0,0.2,69.0,0,14,0,17.0,25.0,1.0,0,11,0,1
88542,0,35,16374,1,U,A,0,0.053,,0,45,0,17.0,16.25,5.0,31,13,0,1
147047,0,08,44342,7,U,S,0,0.471,,1,58,1,20.0,6.0,,0,10,0,8
36516,0,08,14564,1,U,A,1,0.231,27.0,0,24,0,19.0,6.75,,37,13,0,3
43604,0,28,20552,1,U,A,0,0.235,31.0,0,34,0,24.0,9.17,2.0,62,12,1,4
15163,0,51,8598,0,H,F,1,0.143,31.0,0,16,0,20.0,20.0,7.0,25,11,0,1
60392,0,16,15454,2,H,S,2,0.176,55.0,1,71,1,17.0,7.86,5.0,41,13,2,3
118083,1,48,11982,0,U,A,0,0.105,37.0,0,36,0,26.0,13.75,,61,10,0,2
8386,1,42,11022,0,U,A,0,0.048,37.0,0,94,1,26.0,44.7,1.0,43,12,0,1
99338,1,35,25507,1,H,S,1,0.15,50.0,1,51,1,16.0,7.75,7.0,17,14,2,3
12022,0,37,11475,5,U,A,0,0.25,86.0,0,95,1,16.0,14.19,2.0,45,30,0,5
86038,0,36,10647,1,U,A,0,0.056,55.0,13,53,1,21.0,10.5,7.0,36,11,0,1
111021,1,51,8725,2,U,F,0,0.15,,0,47,1,18.0,12.5,1.0,36,21,0,3
21468,0,43,10998,5,U,S,0,0.353,,1,80,1,17.0,3.93,5.0,32,12,3,6
185028,0,50,7813,2,U,A,2,0.1,51.0,12,75,1,24.0,13.78,,35,12,0,2
173445,0,10,0,4,U,A,0,0.19,,0,54,1,22.0,13.13,,0,13,0,4
151904,1,28,15011,2,H,A,1,0.118,81.0,0,50,0,21.0,10.83,5.0,69,11,0,2
87210,1,46,10311,0,U,A,0,0.133,,0,49,0,24.0,11.0,4.0,32,9,0,2
120150,0,53,10444,1,U,S,0,0.095,49.0,1,59,1,20.0,8.8,3.0,54,13,0,2
53509,0,13,37255,1,H,N,0,0.182,75.0,0,19,0,18.0,16.0,5.0,26,12,5,2
113891,1,45,10700,7,H,E,1,0.412,41.0,1,47,1,17.0,8.54,5.0,55,12,0,7
157316,0,03,32044,0,H,A,3,0.188,69.0,0,25,0,15.0,12.0,6.0,62,11,0,3
38857,0,10,5320,1,U,F,0,0.2,23.0,0,14,0,17.0,50.0,1.0,25,11,0,1
96795,0,49,12396,1,H,A,0,0.211,59.0,0,33,0,17.0,7.0,2.0,38,12,0,4
95434,0,44,14680,2,H,S,1,0.15,57.0,1,55,1,22.0,8.88,3.0,21,13,10,3
182604,1,38,11859,1,U,F,0,0.2,69.0,0,13,0,17.0,20.0,1.0,28,10,0,1
182962,0,28,14852,1,H,A,0,0.118,82.0,0,73,1,19.0,7.0,5.0,51,12,4,2
5759,0,52,8657,1,H,A,0,0.167,80.0,0,67,0,18.0,14.75,2.0,46,32,32,3
44464,0,37,12050,1,H,S,1,0.2,73.0,1,54,1,22.0,3.82,1.0,83,12,0,2
118739,1,24,22931,2,H,A,0,0.154,50.0,0,22,0,20.0,12.5,7.0,21,10,3,2
120274,0,39,10304,1,H,N,47,0.1,62.0,0,15,0,24.0,20.0,6.0,8,7,0,1
104313,0,43,9635,5,U,S,0,0.3,,1,60,1,20.0,5.57,1.0,40,13,0,6
150268,0,06,14309,3,H,N,0,0.4,,0,24,1,16.0,13.75,2.0,10,14,3,4
191687,0,03,17457,1,H,A,1,0.154,66.0,0,50,0,18.0,17.17,4.0,41,13,241,2
166031,0,11,25028,1,H,F,1,0.143,43.0,0,15,0,20.0,20.0,6.0,39,10,0,1
171612,1,12,17689,1,H,A,0,0.158,59.0,0,42,0,18.0,8.38,6.0,14,14,14,3
163130,0,02,16652,1,U,A,0,0.053,60.0,0,37,0,16.0,21.67,3.0,24,14,11,1
137997,0,33,9819,3,U,S,0,0.2,78.0,1,62,1,18.0,11.06,2.0,62,9,0,3
120394,0,39,17802,2,H,A,1,0.167,25.0,0,36,0,17.0,11.5,5.0,47,14,10,3
33064,0,24,21540,1,H,N,12,0.429,44.0,0,19,0,16.0,8.67,4.0,31,13,0,3
30185,1,39,13998,0,U,A,0,0.105,33.0,0,30,0,26.0,10.0,2.0,12,10,0,2
175253,0,49,12532,0,U,A,0,0.05,43.0,13,76,1,24.0,22.16,,30,12,0,1
169106,1,40,18427,1,U,S,0,0.083,52.0,1,65,1,20.0,8.0,7.0,39,8,0,1
169603,0,49,10619,3,H,A,0,0.286,,0,28,1,16.0,10.6,5.0,38,15,5,4
81314,0,49,10327,1,U,A,0,0.053,49.0,0,66,1,23.0,10.7,1.0,35,10,26,1
113564,0,25,22314,2,H,S,2,0.133,48.0,1,67,1,20.0,9.92,7.0,52,13,1,2
83129,0,44,12327,3,U,A,0,0.308,,0,28,0,21.0,20.0,,18,13,0,4
174602,1,34,12793,3,U,S,0,0.15,80.0,1,55,1,19.0,8.45,,51,11,0,3
147956,1,09,8369,1,H,A,0,0.167,53.0,0,33,0,15.0,9.17,5.0,36,10,11,2
88627,0,13,22647,3,H,S,3,0.375,42.0,1,66,1,16.0,3.88,4.0,72,11,1,6
159133,0,24,17660,1,H,A,0,0.105,54.0,0,69,0,15.0,9.36,7.0,16,12,1,2
105140,0,35,22941,1,H,F,1,0.143,47.0,0,15,0,20.0,20.0,6.0,24,10,13,1
153131,0,10,10581,1,U,F,3,0.2,,0,16,0,16.0,23.0,,23,14,0,1
52619,0,53,7788,1,H,A,0,0.136,,0,33,0,19.0,14.5,3.0,36,12,3,3
16277,0,42,19306,6,U,S,0,0.4,82.0,1,58,1,19.0,5.18,5.0,26,15,0,8
102107,0,10,7077,0,U,L,0,0.154,,0,22,0,15.0,18.0,,63,11,0,2
5354,0,02,19088,0,H,A,0,0.056,63.0,0,117,1,18.0,10.67,7.0,27,33,11,1
191138,1,39,10689,0,H,F,0,0.167,55.0,0,13,0,20.0,15.0,5.0,32,8,0,1
169345,0,12,11652,0,U,A,0,0.059,,0,62,1,26.0,7.78,,50,9,0,1
101385,0,49,11376,1,H,A,0,0.105,,0,55,0,24.0,13.33,5.0,36,11,0,2
124143,1,24,18861,3,U,S,0,0.286,59.0,1,69,1,22.0,5.18,,25,11,0,6
124251,0,32,9367,1,U,F,1,0.2,49.0,0,14,0,16.0,23.0,1.0,37,12,0,1
69736,0,49,10991,1,U,S,0,0.143,,1,81,1,17.0,10.86,,28,13,0,3
43748,0,28,17342,0,U,E,0,0.125,,0,38,0,25.0,34.17,,13,5,0,1
154061,0, .,12987,1,U,S,0,0.105,,1,65,1,20.0,13.27,,0,13,0,2
84857,0,27,11056,2,H,A,0,0.111,60.0,7,65,1,23.0,22.0,5.0,35,13,0,2
37422,0,02,18155,2,H,A,0,0.091,42.0,14,49,1,22.0,40.83,5.0,21,13,0,2
136716,1,23,19967,2,U,N,0,0.25,,0,19,0,17.0,12.5,2.0,58,13,0,2
102101,0,10,6731,1,H,N,0,0.25,61.0,0,19,0,16.0,9.0,2.0,66,14,0,2
130585,0,15,19344,0,H,A,0,0.045,70.0,0,64,0,29.0,22.14,7.0,67,13,4,1
75239,0,33,15124,1,U,F,0,0.25,85.0,0,13,0,16.0,30.0,1.0,70,12,14,1
98470,1,37,13218,3,H,A,2,0.3,86.0,4,42,1,17.0,8.75,6.0,41,8,6,3
17561,0,22,22562,1,H,S,1,0.158,,1,65,1,23.0,9.43,5.0,32,12,2,3
30780,0,35,15305,0,H,A,0,0.118,81.0,0,58,1,17.0,7.87,4.0,35,11,9,2
107257,0,31,14309,1,U,F,0,0.2,27.0,0,16,0,17.0,33.0,2.0,0,13,0,1
181705,0,27,13128,1,H,A,4,0.045,49.0,8,45,1,35.0,10.25,4.0,6,13,0,1
122140,0,24,24607,0,H,A,0,0.105,,0,34,0,18.0,8.5,7.0,20,12,8,2
45510,0,33,25154,0,H,A,0,0.136,83.0,0,54,0,18.0,4.58,2.0,62,13,1,3
45071,0,30,7258,2,H,S,0,0.167,63.0,1,57,1,20.0,5.05,2.0,41,11,0,3
162026,1,13,68814,0,H,A,0,0.125,62.0,0,54,1,18.0,9.86,6.0,54,11,1,2
84615,0,24,19631,2,H,A,0,0.188,40.0,0,26,0,16.0,7.5,6.0,25,13,1,3
178292,0,11,24503,0,H,E,0,0.1,58.0,0,42,1,15.0,8.5,7.0,44,9,0,1
147544,0,20,19124,1,U,F,0,0.143,,0,13,0,21.0,15.0,,35,8,0,1
36227,0,24,17367,0,H,S,1,0.1,,1,68,1,18.0,17.3,4.0,39,13,6,2
57548,0,43,8750,0,U,A,1,0.056,48.0,0,43,0,15.0,56.67,2.0,31,14,5,1
78965,0,18,12083,2,H,A,0,0.143,51.0,0,22,0,22.0,15.0,5.0,0,10,9,2
119861,1,36,11722,0,U,A,0,0.0,62.0,3,57,1,,15.1,7.0,38,13,0,0
31968,0,34,28124,1,H,A,2,0.091,57.0,0,37,1,25.0,17.5,7.0,42,11,1,2
13188,1,51,6997,2,U,A,0,0.095,47.0,16,90,1,21.0,47.18,2.0,0,29,0,2
105910,0,21,9461,0,U,A,0,0.111,,0,29,0,18.0,10.33,,36,10,0,2
10007,0,42,16102,0,U,S,1,0.056,61.0,1,93,1,25.0,18.29,3.0,41,29,0,1
122795,0,40,11461,0,H,A,0,0.118,49.0,0,32,0,19.0,11.67,4.0,20,12,13,2
76855,0,43,11813,1,U,A,0,0.143,81.0,0,68,1,16.0,10.8,,33,14,0,3
19988,0,39,9035,2,U,A,96,0.167,,4,47,1,30.0,6.32,,0,11,0,3
115499,0,43,8628,1,U,A,0,0.095,53.0,13,78,1,17.0,11.79,2.0,36,13,0,2
153647,0,12,18111,1,U,A,2,0.158,51.0,0,32,0,16.0,8.0,,41,13,0,3
169465,0,52,6508,6,H,A,2,0.318,56.0,7,68,1,20.0,5.05,2.0,17,12,0,7
62759,0,43,12261,1,H,A,0,0.214,69.0,0,52,0,16.0,3.86,5.0,38,14,5,3
