CONTROL_NUMBER,DONATED,CLUSTER_CODE,MONTHS_SINCE_LAST_PROM_RESP,FILE_AVG_GIFT,LIFETIME_GIFT_AMOUNT,IN_HOUSE,SES,PUBLISHED_PHONE,OVERLAY_SOURCE,RECENCY_STATUS_96NK,RECENT_RESPONSE_COUNT,MEDIAN_HOUSEHOLD_INCOME,LAST_GIFT_AMT,MONTHS_SINCE_ORIGIN,DONOR_AGE,PCT_OWNER_OCCUPIED,WEALTH_RATING,MONTHS_SINCE_LAST_GIFT,DONOR_GENDER
49833,0,12,16.0,20.0,20.0,0,1,1,B,F,1,450,20.0,17,,87,,16,U
35417,0,22,16.0,6.15,166.0,0,1,0,N,S,6,334,5.0,101,,74,7.0,16,F
8696,1,40,23.0,13.0,221.0,0,2,1,B,A,3,410,10.0,101,,84,8.0,4,F
106877,0,13,23.0,10.0,60.0,0,1,0,M,A,2,612,25.0,101,,75,9.0,23,U
160857,0,30,23.0,21.36,235.0,0,3,0,M,A,2,407,29.0,89,,93,3.0,23,F
123270,1,31,18.0,12.83,77.0,0,3,0,P,A,2,174,25.0,77,62.0,17,2.0,18,M
130557,0,17,18.0,15.0,30.0,0,2,0,B,A,2,336,20.0,29,39.0,56,,18,F
36238,0,28,24.0,10.33,31.0,0,2,0,B,A,2,556,15.0,41,64.0,98,,24,U
37575,1,01,16.0,55.0,110.0,0,1,0,P,A,2,400,60.0,29,,46,,16,M
61108,1,30,16.0,7.2,36.0,0,3,1,P,A,5,217,8.0,29,60.0,52,,16,M
49614,0,50,15.0,9.33,28.0,0,3,1,B,E,2,77,15.0,41,,82,,15,F
189715,1,01,17.0,16.25,65.0,0,1,0,N,E,2,504,20.0,41,,38,,17,F
89922,0,11,24.0,10.0,20.0,0,1,1,P,A,2,456,15.0,29,63.0,72,,24,M
52944,0,24,25.0,7.4,74.0,0,1,0,N,A,3,320,20.0,65,74.0,70,,18,F
151479,0,07,25.0,39.17,470.0,0,2,0,B,A,1,270,20.0,101,53.0,19,1.0,25,M
169588,0,31,19.0,12.25,49.0,0,3,0,P,A,2,307,20.0,65,,76,,19,U
62165,0,49,21.0,25.0,25.0,0,2,1,B,F,1,326,25.0,17,45.0,79,,21,F
123984,0,43,18.0,7.86,55.0,0,2,0,N,A,5,236,9.0,41,,88,,18,M
38036,0,21,19.0,12.5,25.0,0,3,1,B,A,2,299,20.0,29,51.0,58,,19,F
51940,0,39,15.0,15.55,171.0,0,2,1,B,A,3,310,10.0,77,50.0,85,6.0,15,F
136645,1,21,16.0,9.0,108.0,0,3,0,P,A,4,199,13.0,125,59.0,25,,16,U
113509,0,25,21.0,5.07,76.0,0,2,0,B,A,2,242,5.0,77,,38,,20,F
175298,0,07,20.0,11.5,69.0,0,2,0,B,S,4,295,15.0,29,62.0,66,,20,M
125153,0,23,17.0,9.71,136.0,0,1,1,M,A,2,335,10.0,137,64.0,56,7.0,17,F
25994,0,14,27.0,12.5,25.0,0,1,1,B,A,1,396,15.0,29,36.0,81,,24,F
171286,0,12,24.0,16.67,50.0,0,1,0,P,A,2,639,30.0,53,,82,8.0,24,M
56454,0,39,17.0,3.64,91.0,0,2,0,P,S,5,403,5.0,137,78.0,80,5.0,17,F
70992,0,40,23.0,17.5,35.0,0,2,0,P,A,2,324,25.0,29,49.0,88,,23,M
178985,0,18,22.0,19.0,95.0,0,2,0,B,A,4,489,20.0,29,44.0,90,,22,M
90167,0,24,18.0,7.8,39.0,0,1,1,P,A,4,488,10.0,41,41.0,87,,18,M
131260,0,22,27.0,15.08,181.0,0,1,1,B,A,1,193,25.0,113,49.0,47,5.0,18,M
186506,0,51,22.0,7.82,172.0,1,3,1,B,A,3,179,10.0,137,75.0,76,6.0,8,M
83616,0,09,20.0,17.5,35.0,0,3,1,B,A,1,226,20.0,41,85.0,53,,20,F
31752,0,34,21.0,12.44,535.0,0,1,1,B,A,2,410,25.0,137,55.0,68,8.0,21,M
186925,1,45,18.0,10.92,262.0,0,2,0,M,A,3,211,10.0,137,67.0,75,5.0,6,F
81600,1,45,24.0,9.71,68.0,0,2,0,N,S,4,173,13.0,41,,84,,24,F
22420,0,47,26.0,10.0,20.0,0,2,0,N,A,1,229,15.0,41,60.0,79,,26,F
2159,1,49,19.0,9.27,139.0,1,2,1,B,A,3,193,10.0,113,78.0,76,1.0,5,F
19490,1,27,26.0,10.43,146.0,0,2,0,P,S,3,309,10.0,137,55.0,85,8.0,18,F
152939,0, .,24.0,25.0,25.0,0,?,0,P,N,1,315,25.0,29,,48,,24,F
92474,0,14,19.0,12.67,38.0,0,1,1,B,A,1,617,16.0,65,39.0,91,9.0,19,F
81730,0,28,17.0,13.75,55.0,0,2,1,B,A,2,325,20.0,65,65.0,57,6.0,17,M
106718,0,16,16.0,9.71,165.0,0,2,1,B,S,2,332,20.0,137,77.0,80,,16,F
174146,0,16,17.0,9.75,39.0,0,2,1,P,A,1,363,20.0,53,27.0,59,3.0,17,F
123847,0,40,19.0,20.0,40.0,0,2,1,B,A,2,434,15.0,29,,92,,19,F
24871,1,40,17.0,9.67,29.0,0,2,1,B,A,3,366,15.0,29,53.0,82,,17,F
67522,0,27,26.0,17.5,35.0,0,2,0,P,A,1,331,25.0,41,45.0,62,,26,F
130239,1,18,24.0,20.0,20.0,0,2,0,P,N,1,369,20.0,29,41.0,87,,24,M
141006,0,03,18.0,15.0,30.0,0,1,0,N,N,2,485,20.0,29,,65,,18,M
121536,0,07,21.0,7.6,114.0,0,2,0,N,S,5,260,10.0,53,,62,5.0,21,F
126213,0,11,24.0,8.11,73.0,0,1,1,M,A,2,210,15.0,89,55.0,86,7.0,24,F
46397,0,26,17.0,7.0,21.0,0,2,0,P,N,2,335,11.0,17,75.0,88,,17,F
34429,1,47,15.0,12.54,163.0,0,2,1,B,A,3,119,15.0,89,52.0,85,1.0,15,M
107651,0,45,15.0,20.1,201.0,0,2,0,B,A,3,276,20.0,101,,71,3.0,15,F
174758,0,40,15.0,13.33,40.0,0,2,0,B,A,3,331,15.0,41,22.0,85,,15,F
88690,0,13,24.0,15.0,45.0,0,1,1,M,A,2,398,25.0,41,,83,,24,M
72406,0,36,18.0,8.5,153.0,0,2,1,B,S,5,274,10.0,137,78.0,76,6.0,18,F
135809,0,04,21.0,13.33,40.0,0,2,0,P,A,3,282,20.0,29,57.0,30,,21,M
67542,0,30,22.0,10.15,132.0,0,3,0,B,S,3,416,15.0,101,77.0,83,6.0,22,M
149741,0,03,17.0,13.62,177.0,0,1,1,P,A,6,655,16.0,77,76.0,77,9.0,17,M
156217,0,35,26.0,16.67,50.0,0,1,0,P,A,1,495,20.0,89,57.0,86,,26,M
11494,1,35,17.0,8.4,210.0,1,1,1,N,E,6,469,5.0,77,32.0,89,7.0,15,M
42878,1,29,19.0,6.13,49.0,0,2,1,B,A,4,248,10.0,41,75.0,83,,19,F
140068,0,46,21.0,13.0,26.0,0,2,0,N,A,1,219,16.0,41,,76,,21,F
188421,1,18,16.0,7.5,195.0,1,2,0,P,A,2,359,10.0,137,73.0,87,6.0,6,M
74912,0,34,16.0,9.5,76.0,0,1,1,B,A,2,347,16.0,137,53.0,76,,16,F
10736,0,39,21.0,17.5,70.0,1,2,0,P,A,3,356,25.0,29,,85,,21,M
58019,0,39,22.0,12.05,458.0,0,2,1,B,S,7,248,13.0,101,83.0,84,5.0,22,M
17255,1,34,15.0,12.71,89.0,0,1,1,P,A,1,346,16.0,77,,85,8.0,15,F
40605,1,23,15.0,4.92,64.0,0,1,1,P,A,4,212,5.0,125,65.0,88,,15,F
28718,1,31,21.0,20.0,20.0,0,3,1,M,N,1,190,20.0,17,75.0,23,,21,M
13269,0,18,18.0,8.67,104.0,1,2,0,P,S,5,272,10.0,53,75.0,65,5.0,18,F
188523,0,13,16.0,11.5,46.0,1,1,1,B,A,2,703,15.0,29,53.0,79,,6,M
49914,0,35,18.0,9.67,58.0,0,1,1,P,A,2,627,15.0,65,,84,9.0,18,F
120873,0,08,19.0,7.38,295.0,0,3,1,B,S,6,155,6.0,137,82.0,48,2.0,18,M
35264,0,24,21.0,10.64,117.0,0,1,1,B,A,4,438,10.0,101,78.0,81,8.0,21,F
107813,0,45,18.0,9.0,18.0,0,2,0,N,A,2,194,15.0,29,45.0,68,,18,F
155311,0,36,23.0,11.5,46.0,0,2,0,P,A,2,259,15.0,53,70.0,65,2.0,23,F
71378,0,53,15.0,14.25,114.0,0,3,1,B,A,3,207,17.0,77,73.0,84,1.0,15,F
26675,0,41,21.0,20.0,20.0,0,3,1,B,N,1,154,20.0,17,45.0,58,,21,F
44672,0,30,17.0,11.67,35.0,0,3,1,B,N,2,142,15.0,17,,72,,17,F
113705,0,27,23.0,15.8,158.0,0,2,1,B,A,3,235,25.0,53,65.0,87,4.0,17,F
71400,1,49,18.0,8.0,176.0,0,2,0,P,S,4,336,12.0,113,,85,5.0,18,M
129360,1,17,16.0,5.64,186.0,0,2,0,N,S,10,228,10.0,137,42.0,25,3.0,15,M
40596,0,13,15.0,13.8,138.0,0,1,1,B,A,4,693,20.0,65,71.0,96,9.0,15,F
112370,0,40,16.0,3.89,74.0,0,2,1,B,S,5,350,4.0,137,76.0,82,8.0,16,M
52793,0,23,25.0,12.92,155.0,0,1,1,M,A,3,514,25.0,89,87.0,74,9.0,25,F
116986,0,02,19.0,12.6,63.0,0,1,1,B,A,3,245,17.0,65,66.0,23,9.0,19,M
21771,0,43,26.0,11.57,81.0,0,2,1,B,A,2,260,16.0,65,,84,5.0,26,M
86323,0,36,26.0,13.33,40.0,0,2,1,B,A,2,174,15.0,29,43.0,55,,18,M
173571,1,38,17.0,17.5,70.0,0,2,0,N,A,2,521,30.0,41,,73,,17,M
51792,0,37,15.0,15.0,15.0,0,2,1,B,E,1,202,15.0,17,74.0,69,,15,F
69506,1,18,25.0,13.0,169.0,0,2,0,P,A,2,451,17.0,137,77.0,88,8.0,25,F
175016,1,40,19.0,8.33,150.0,0,2,0,N,S,10,366,4.0,65,,68,8.0,18,F
166198,0,18,21.0,25.0,25.0,0,2,0,P,F,1,456,25.0,17,41.0,23,,21,F
15833,0,25,15.0,9.67,29.0,0,2,1,B,A,2,283,16.0,41,37.0,47,,15,F
32552,1,35,25.0,7.5,75.0,0,1,1,M,A,3,469,14.0,89,59.0,89,8.0,25,F
127082,0,25,19.0,12.5,25.0,0,2,1,B,A,2,190,15.0,41,46.0,40,,19,M
119089,1,46,18.0,8.1,81.0,0,2,1,M,A,5,482,12.0,77,74.0,98,6.0,18,M
94283,0,05,20.0,25.0,25.0,0,2,0,N,F,1,535,25.0,17,53.0,96,,20,M
341,1,49,15.0,11.0,297.0,0,2,0,N,A,4,327,15.0,89,67.0,83,4.0,7,F
6899,0,22,18.0,14.25,285.0,1,1,1,B,S,3,360,10.0,137,75.0,61,7.0,18,M
167917,0,08,16.0,15.0,15.0,0,3,0,B,F,1,220,15.0,17,37.0,29,,16,M
78875,1,13,21.0,15.0,75.0,0,1,0,B,A,2,519,19.0,53,57.0,96,9.0,21,F
107052,1,18,19.0,7.09,78.0,0,2,0,B,S,4,422,6.0,53,35.0,80,7.0,16,U
157707,0,13,23.0,26.67,80.0,0,1,0,M,A,3,629,38.0,29,52.0,91,,23,F
96826,0,44,16.0,4.06,65.0,0,2,0,P,S,6,413,5.0,77,49.0,84,4.0,16,F
4211,1,24,18.0,17.92,233.0,1,1,0,M,S,5,425,25.0,89,57.0,72,8.0,18,F
14272,1,49,19.0,12.67,190.0,1,2,0,B,A,3,207,15.0,77,57.0,83,4.0,18,F
107693,1,49,17.0,7.35,191.0,0,2,0,P,S,7,265,10.0,113,53.0,73,0.0,17,F
45635,0,33,16.0,7.5,75.0,0,3,1,B,A,4,180,10.0,89,79.0,75,1.0,16,F
141808,0,08,,9.65,164.0,0,3,0,N,A,0,0,18.0,137,55.0,0,,26,M
154202,1,37,22.0,12.83,77.0,0,2,0,N,A,1,180,15.0,65,,84,0.0,22,F
18374,0,50,16.0,5.15,67.0,0,3,0,P,S,6,233,7.0,101,63.0,80,2.0,16,F
154407,0,26,26.0,6.0,108.0,0,2,0,B,A,2,252,10.0,137,27.0,34,2.0,26,M
143762,0,10,15.0,12.4,62.0,0,4,0,B,A,5,180,14.0,29,71.0,29,,15,F
162650,1,11,18.0,8.33,100.0,0,1,1,P,S,6,410,10.0,53,,54,7.0,18,M
149285,0,03,16.0,5.36,75.0,0,1,0,B,S,5,270,6.0,101,,41,,16,M
184223,0,16,24.0,19.0,95.0,0,2,0,N,A,4,322,20.0,41,,84,,24,F
81284,1,27,18.0,13.4,67.0,0,2,1,B,A,2,228,20.0,77,54.0,69,2.0,18,F
5718,0,15,16.0,62.0,620.0,1,1,1,M,A,1,243,100.0,113,47.0,24,2.0,16,M
98845,0,53,18.0,17.6,264.01,0,3,0,N,A,3,170,32.0,113,,75,0.0,18,F
81630,1,31,18.0,4.35,74.0,0,3,0,N,S,7,78,7.0,137,,14,0.0,18,F
17414,0,17,20.0,25.0,25.0,0,2,1,B,F,1,358,25.0,17,48.0,36,,20,F
105644,0,36,16.0,35.11,316.0,0,2,0,M,A,3,259,52.0,101,44.0,68,2.0,16,F
38161,0,08,21.0,7.25,87.0,0,3,1,B,S,4,335,10.0,65,30.0,79,6.0,21,M
178275,1,12,18.0,5.33,96.0,0,1,0,P,S,7,506,5.0,101,73.0,85,9.0,17,F
15566,1,49,21.0,7.21,101.0,0,2,1,B,A,2,343,13.0,89,,89,7.0,21,F
71332,1,49,21.0,7.31,117.0,0,2,1,B,S,6,316,7.0,101,61.0,85,5.0,21,M
128352,0,27,20.0,7.0,77.0,0,2,0,B,S,8,318,12.0,41,,68,,20,M
111281,0,47,22.0,8.0,40.0,0,2,1,M,A,1,273,15.0,77,,85,6.0,22,M
120630,0,24,18.0,7.73,85.0,0,1,0,P,A,8,548,10.0,41,43.0,78,,18,M
98046,0,45,20.0,20.0,20.0,0,2,1,B,F,1,214,20.0,17,57.0,77,,20,M
28596,0,11,19.0,10.5,42.0,0,1,0,B,A,3,358,20.0,41,74.0,46,,19,M
49692,0,25,23.0,15.0,15.0,0,2,1,B,N,1,134,15.0,29,53.0,19,,23,M
69187,0,21,18.0,23.71,166.0,0,3,0,P,A,4,275,35.0,77,67.0,83,3.0,18,F
124946,0,38,24.0,16.25,32.5,0,2,1,B,A,1,229,17.0,41,38.0,50,,24,M
136281,0,11,25.0,16.33,49.0,0,1,1,B,A,3,437,19.0,41,47.0,57,,25,M
51127,0,39,19.0,4.18,46.0,0,2,1,B,S,8,298,5.0,41,59.0,81,,19,M
70236,0,40,21.0,12.0,36.0,0,2,1,P,A,1,405,20.0,53,64.0,63,8.0,21,F
63742,0,51,18.0,20.0,20.0,0,3,0,B,F,1,401,20.0,17,78.0,94,,18,F
155856,1,27,18.0,7.25,29.0,0,2,1,B,A,3,284,11.0,29,82.0,69,,18,F
143787,1,03,22.0,21.67,65.0,0,1,0,N,A,3,527,25.0,29,,89,,22,F
38812,1,03,15.0,14.33,86.0,0,1,1,B,A,1,515,17.0,77,74.0,79,9.0,15,F
62265,0,27,18.0,10.82,184.0,0,2,1,B,S,4,312,25.0,137,76.0,89,7.0,18,M
90970,0,44,21.0,8.33,25.0,0,2,1,M,N,2,425,5.0,29,80.0,89,,19,F
25226,1,40,22.0,9.13,219.0,0,2,1,B,S,9,429,10.0,101,70.0,95,9.0,22,M
65668,1,53,15.0,8.4,42.0,0,3,0,N,A,4,180,15.0,41,,87,,15,F
176358,0,24,24.0,11.0,55.0,0,1,0,M,A,1,502,15.0,77,57.0,80,9.0,24,F
181287,0,46,18.0,33.4,167.0,0,2,1,N,A,1,305,25.0,77,71.0,78,4.0,18,M
164443,0,24,24.0,14.19,227.0,0,1,1,B,A,3,800,23.0,137,77.0,90,9.0,24,F
152156,0,21,17.0,6.14,86.0,0,3,0,P,A,3,259,5.0,89,55.0,40,1.0,17,F
105718,0,30,19.0,11.67,35.0,0,3,0,P,A,2,168,20.0,29,71.0,46,,19,F
163668,0,06,24.0,20.5,82.0,0,2,0,B,A,2,499,27.0,65,53.0,76,7.0,24,M
50154,1,35,17.0,15.0,15.0,0,1,1,B,F,1,467,15.0,17,29.0,90,,17,M
115083,0,51,19.0,8.68,165.0,0,3,1,P,A,2,155,10.0,137,63.0,74,0.0,19,F
188506,0,30,18.0,17.0,187.0,1,3,0,P,A,2,249,25.0,125,75.0,70,,6,F
65330,0,07,15.0,5.24,178.0,0,2,1,B,S,5,362,5.0,137,70.0,70,6.0,15,M
132543,1,31,15.0,10.25,41.0,0,3,0,P,A,4,0,15.0,29,,0,,15,M
187964,0,15,24.0,25.0,150.0,0,1,0,N,E,2,329,25.0,89,,27,,24,U
28406,1,13,16.0,12.0,72.0,0,1,0,P,A,2,982,19.0,101,63.0,83,9.0,16,M
158955,0,21,18.0,8.2,41.0,0,3,0,P,N,4,286,6.0,29,,43,,17,F
112954,0,46,17.0,6.05,133.0,0,2,1,B,S,4,252,3.0,137,73.0,73,6.0,15,M
33077,0,39,26.0,13.89,125.0,0,2,0,B,A,1,278,20.0,137,75.0,27,2.0,26,M
171338,1,35,19.0,6.67,40.0,0,1,0,P,A,4,418,5.0,53,51.0,95,,19,F
150358,0,11,19.0,14.6,73.0,0,1,0,M,A,3,549,25.0,41,,54,,19,F
53954,0,53,17.0,7.5,150.0,0,3,0,P,A,4,195,10.0,113,84.0,77,2.0,17,F
112959,0,42,26.0,10.33,62.0,0,1,0,N,A,1,422,15.0,89,,90,8.0,26,F
87302,0,49,18.0,10.93,153.0,0,2,0,P,A,2,220,20.0,137,73.0,74,7.0,18,F
119441,0,32,18.0,12.4,62.0,0,3,1,B,A,1,177,20.0,89,68.0,87,2.0,18,F
171139,0,44,16.0,10.0,90.0,0,2,0,B,A,2,393,20.0,113,54.0,87,4.0,16,M
27484,1,40,19.0,8.0,128.0,0,2,1,B,A,3,505,12.0,137,75.0,94,5.0,19,M
182230,0,11,18.0,15.0,30.0,0,1,1,M,N,2,447,25.0,29,70.0,73,,18,F
60392,0,16,17.0,7.86,110.0,0,2,1,B,S,3,357,10.0,113,55.0,78,7.0,17,M
10527,0,51,17.0,9.71,330.0,1,3,0,N,S,4,168,10.0,113,,82,1.0,5,F
38997,0,23,17.0,10.79,151.0,0,1,1,N,S,4,479,12.0,89,,84,9.0,17,F
152990,1,27,22.0,10.0,100.0,0,2,0,N,A,4,445,15.0,101,36.0,84,6.0,22,F
42021,0,10,20.0,12.5,25.0,0,4,0,B,A,2,125,20.0,29,39.0,46,,20,M
175908,0,13,17.0,5.07,76.0,0,1,0,M,S,6,540,5.0,125,69.0,97,,17,F
68418,0,05,19.0,18.75,75.0,0,2,1,B,A,2,354,25.0,41,39.0,84,7.0,19,F
11689,0,44,16.0,10.64,117.0,0,2,1,B,A,1,358,15.0,77,76.0,84,2.0,8,M
144589,0,08,22.0,17.75,71.0,0,3,0,B,A,3,328,20.0,29,35.0,58,,22,F
88638,0,12,18.0,9.57,67.0,0,1,1,M,S,5,565,10.0,41,65.0,85,,18,M
161147,0,52,25.0,8.86,124.0,0,3,0,N,S,3,293,10.0,113,,60,1.0,18,F
68153,0,10,26.0,50.0,100.0,0,4,1,B,A,1,184,50.0,41,32.0,44,0.0,26,M
1042,1,34,15.0,9.19,147.0,0,1,1,B,A,5,314,9.0,113,,64,7.0,15,M
49128,0,36,19.0,10.83,65.0,0,2,0,N,A,2,189,20.0,101,54.0,75,3.0,19,F
168788,0,08,26.0,8.5,34.0,0,3,0,B,A,2,252,15.0,65,75.0,41,,26,M
184595,0,41,25.0,9.9,198.0,0,3,0,M,A,3,421,13.0,137,57.0,88,,25,F
106892,0,16,17.0,8.42,101.0,0,2,1,B,S,5,327,16.0,101,74.0,63,7.0,17,F
38040,0,18,20.0,14.17,85.0,0,2,1,B,A,5,406,20.0,41,34.0,78,8.0,20,M
13432,0,37,21.0,7.31,95.0,1,2,0,P,A,6,262,5.0,89,73.0,87,3.0,19,M
104694,0,18,25.0,12.2,61.0,0,2,0,P,A,2,448,15.0,41,39.0,94,8.0,25,F
170927,0,23,22.0,4.19,113.0,0,1,0,B,S,4,526,10.0,125,37.0,68,2.0,18,F
143626,0,13,15.0,15.0,45.0,0,1,0,M,A,3,1329,15.0,29,73.0,96,,15,F
189470,0,31,20.0,15.18,167.0,1,3,1,M,A,1,177,15.0,113,76.0,37,0.0,20,M
28946,0,45,17.0,20.0,20.0,0,2,0,P,F,1,194,20.0,17,57.0,81,,17,M
191671,0,44,18.0,12.13,97.0,1,2,1,B,A,1,264,20.0,137,68.0,85,7.0,18,F
104709,0,07,21.0,20.0,20.0,0,2,0,N,F,1,403,20.0,17,,83,,21,F
47448,1,20,17.0,4.57,32.0,0,2,1,M,A,5,324,5.0,29,,65,,17,M
114370,0,39,19.0,6.44,116.0,0,2,0,M,A,2,321,10.0,125,73.0,90,7.0,19,F
152741,0,18,15.0,10.78,97.0,0,2,0,P,E,1,378,25.0,101,51.0,83,4.0,15,M
130965,0,24,21.0,12.67,38.0,0,1,0,N,A,1,438,25.0,65,,81,,21,F
183993,0,42,20.0,15.0,15.0,0,1,0,M,F,1,414,15.0,17,32.0,88,,20,M
138173,1,11,15.0,9.4,94.0,0,1,0,P,S,5,390,12.0,53,43.0,77,8.0,15,F
29114,0,47,16.0,7.0,28.0,0,2,1,B,A,4,175,8.0,29,,43,,16,F
84483,0,30,23.0,18.2,91.0,0,3,0,P,A,5,283,34.0,29,67.0,84,,23,F
93274,0,07,21.0,20.0,20.0,0,2,0,P,F,1,348,20.0,17,49.0,46,,21,F
11827,0,30,24.0,11.67,35.0,1,3,0,B,N,1,259,10.0,29,55.0,67,,23,M
40977,0,36,18.0,11.44,103.0,0,2,1,B,A,1,231,25.0,125,59.0,88,1.0,18,F
67471,0,27,20.0,9.4,47.0,0,2,0,B,S,5,353,11.0,29,36.0,73,,20,M
98085,1,48,17.0,10.2,102.0,0,2,0,N,A,4,225,10.0,89,,60,2.0,17,M
88572,1,03,17.0,15.0,15.0,0,1,0,B,F,1,406,15.0,17,69.0,77,,17,F
186713,1,29,16.0,22.81,365.0,1,2,0,P,A,6,297,20.0,89,63.0,97,4.0,6,F
129047,0,17,16.0,15.0,15.0,0,2,1,B,F,1,224,15.0,17,,2,,16,U
131893,0,30,17.0,9.33,56.0,0,3,1,B,S,2,171,15.0,77,,66,,17,U
92366,0,23,24.0,24.14,169.0,0,1,1,M,A,2,414,26.0,77,71.0,84,7.0,24,M
23364,0,40,19.0,7.43,156.0,0,2,1,B,A,3,324,11.0,89,53.0,78,,19,F
183932,0,45,18.0,11.18,190.0,0,2,0,P,S,4,206,15.0,113,42.0,81,1.0,18,M
49536,0,40,18.0,5.41,92.0,0,2,1,B,S,3,410,10.0,137,85.0,90,,18,M
149341,0,13,21.0,13.0,26.0,0,1,1,B,N,1,881,6.0,17,,95,,19,M
44634,1,26,17.0,7.29,51.0,0,2,1,B,A,4,254,10.0,89,60.0,50,8.0,17,M
21659,1,46,21.0,7.88,63.0,0,2,1,B,S,5,199,6.0,41,43.0,86,,18,M
124149,1,36,15.0,12.0,48.0,0,2,0,P,A,4,237,13.0,29,79.0,78,,15,M
58043,0,51,15.0,8.75,35.0,0,3,0,P,A,2,138,20.0,41,47.0,75,,15,M
30576,0,22,28.0,8.87,133.0,0,1,1,M,A,2,160,25.0,89,56.0,17,0.0,21,M
180510,1,34,16.0,7.67,207.07,0,1,1,M,A,3,392,13.0,137,76.0,82,7.0,16,F
72011,0,51,18.0,12.4,62.0,0,3,1,B,A,5,249,14.0,29,40.0,80,,18,F
39657,0,16,25.0,12.5,50.0,0,2,0,B,A,2,235,15.0,53,70.0,73,5.0,25,F
92033,0,27,16.0,10.0,60.0,0,2,1,B,A,2,320,15.0,65,65.0,75,4.0,16,M
91965,1,17,19.0,12.69,203.0,0,2,0,N,S,5,342,16.0,113,52.0,68,6.0,19,U
54026,0,45,19.0,27.14,190.0,0,2,1,B,A,2,199,25.0,89,60.0,76,5.0,19,M
16099,1,43,20.0,5.5,22.0,0,2,0,B,A,4,282,10.0,29,70.0,81,,20,F
55837,0,40,20.0,12.44,112.0,0,2,1,B,A,6,551,13.0,41,32.0,65,,20,M
33344,0,12,20.0,14.33,86.0,0,1,1,B,A,2,381,21.0,77,48.0,68,7.0,20,M
71165,0,40,15.0,6.82,75.0,0,2,1,B,A,5,364,8.0,89,81.0,78,,15,M
63936,0,44,18.0,7.11,64.0,0,2,0,M,S,4,379,10.0,89,49.0,86,6.0,18,U
172887,0,30,21.0,23.0,23.0,0,3,0,B,F,1,256,23.0,17,37.0,55,,21,F
16562,0,15,16.0,6.29,44.0,0,1,1,B,A,4,348,9.0,53,60.0,39,,16,F
157251,0,11,26.0,22.5,45.0,0,1,0,B,A,1,1083,20.0,29,52.0,69,,26,F
146126,0,06,25.0,9.18,101.0,0,2,1,B,A,1,454,15.0,137,70.0,79,,25,F
140828,0,27,16.0,6.67,20.0,0,2,0,P,N,3,479,10.0,29,55.0,87,,16,M
97063,0,41,25.0,16.25,65.0,0,3,1,P,A,1,323,20.0,41,45.0,79,,25,F
23270,0,36,17.0,25.0,25.0,0,2,0,P,F,1,310,25.0,17,,83,,17,F
39918,0,29,18.0,20.57,144.0,0,2,1,B,A,1,228,25.0,101,,80,9.0,18,F
78119,0,44,22.0,10.1,101.0,0,2,1,B,A,4,387,12.0,89,73.0,77,7.0,22,U
105164,0,30,16.0,7.87,118.0,0,3,1,B,A,1,115,15.0,137,73.0,33,0.0,16,F
109520,1,39,18.0,9.0,18.0,0,2,1,B,A,1,257,15.0,29,52.0,85,,18,M
170567,0,05,20.0,6.0,48.0,0,2,0,P,A,6,404,6.0,41,49.0,68,,20,F
184377,0,44,17.0,7.6,76.0,0,2,1,B,A,6,334,10.0,41,23.0,84,,17,M
96073,0,49,18.0,9.3,93.0,0,2,0,N,A,3,278,15.0,101,,77,5.0,18,F
20347,0,49,18.0,15.0,15.0,0,2,1,P,F,1,234,15.0,29,,71,,18,M
146395,0,05,21.0,15.0,45.0,0,2,0,B,A,3,501,20.0,29,56.0,89,,21,M
16635,0,14,16.0,23.0,23.0,0,1,0,B,F,1,503,23.0,17,37.0,65,,16,M
108650,0,41,17.0,20.0,20.0,0,3,0,N,F,1,201,20.0,17,,85,,17,F
87655,0,36,15.0,5.78,52.0,0,2,1,B,A,3,227,8.0,89,77.0,83,,15,M
96156,0,45,16.0,23.0,23.0,0,2,1,B,F,1,238,23.0,17,72.0,75,,16,F
18975,0,49,16.0,20.0,20.0,0,2,1,B,F,1,291,20.0,17,43.0,66,,16,F
122156,0,17,16.0,14.73,162.0,0,2,1,B,A,3,248,20.0,137,75.0,8,0.0,16,F
171609,1,12,16.0,13.0,52.0,0,1,0,P,A,2,495,15.0,41,55.0,86,6.0,16,F
168738,0,20,17.0,16.44,148.0,0,2,0,P,S,4,329,20.0,41,,49,3.0,17,F
72913,0,51,16.0,9.0,45.0,0,3,1,P,A,5,221,10.0,29,37.0,86,,16,M
45063,0,12,15.0,7.43,52.0,0,1,1,B,A,5,393,10.0,41,82.0,79,,15,F
90823,0,21,17.0,5.21,146.0,0,3,0,P,S,5,291,8.0,137,,67,6.0,17,U
150624,1,19,17.0,7.38,354.07,0,2,0,B,S,7,321,4.0,137,,65,3.0,16,M
137845,1,24,18.0,6.75,54.0,0,1,1,B,A,5,379,8.0,53,51.0,85,7.0,18,M
72335,0,35,19.0,7.13,328.0,0,1,1,P,S,4,517,5.0,137,,82,3.0,19,F
75425,0,45,17.0,10.33,124.0,0,2,1,P,A,3,249,10.0,137,57.0,72,4.0,17,F
111419,0,36,18.0,7.23,159.0,0,2,1,P,S,2,189,10.0,137,,76,,18,F
73779,0,18,20.0,27.5,55.0,0,2,1,B,A,2,339,35.0,29,,87,,20,F
