CONTROL_NUMBER,DONATED,CLUSTER_CODE,RECENT_STAR_STATUS,CARD_PROM_12,FREQUENCY_STATUS_97NK,DONOR_GENDER,MONTHS_SINCE_LAST_GIFT,LIFETIME_GIFT_RANGE,LIFETIME_PROM,PCT_OWNER_OCCUPIED,MEDIAN_HOUSEHOLD_INCOME,RECENT_RESPONSE_COUNT,LIFETIME_GIFT_AMOUNT,WEALTH_RATING,LIFETIME_MAX_GIFT_AMT,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_PROP,FILE_AVG_GIFT,RECENT_CARD_RESPONSE_PROP
18787,0,40,0,6,1,F,18,8.0,48,92,543,1,105.0,7.0,18.0,18.0,0.053,15.0,0.1
110094,1,33,0,6,2,F,16,10.0,45,37,194,2,50.0,3.0,15.0,12.5,0.111,10.0,0.286
188582,0,41,1,8,2,F,6,10.0,58,74,238,2,115.0,2.0,15.0,15.0,0.125,8.85,0.143
14790,1,02,14,6,1,M,24,13.0,67,94,753,2,64.0,9.0,15.0,13.0,0.1,6.4,0.222
104059,0,48,0,5,3,F,15,7.0,22,79,173,3,21.0,,10.0,4.0,0.25,5.25,0.4
185505,0,33,1,8,2,F,6,7.0,97,62,215,3,198.0,1.0,10.0,10.0,0.143,9.43,0.2
63436,1,36,0,4,1,F,22,10.0,32,71,224,2,35.0,2.0,15.0,15.0,0.154,11.67,0.2
159450,0,46,0,5,3,F,15,5.0,24,76,233,3,25.0,,10.0,5.0,0.25,6.25,0.6
49697,0,22,0,6,1,F,18,15.0,31,33,224,2,32.0,,20.0,7.0,0.105,10.67,0.125
144818,0,13,11,6,1,M,16,23.0,59,44,508,3,347.0,9.0,33.0,29.0,0.136,23.13,0.182
152714,0,12,0,6,1,F,17,20.0,34,89,456,2,40.0,,25.0,0.0,0.095,10.0,0.0
153213,1,02,0,5,1,F,26,19.0,60,90,553,3,184.0,8.0,25.0,12.0,0.136,13.14,0.182
184269,1,27,0,6,2,U,17,13.0,69,63,274,3,110.0,0.0,18.0,16.0,0.176,10.0,0.333
82870,0,12,0,6,1,M,22,16.0,41,71,457,2,52.0,7.0,21.0,21.0,0.1,13.0,0.111
72157,0,53,4,4,1,F,21,10.0,55,51,179,2,130.0,1.0,20.0,20.0,0.1,13.0,0.1
106685,0,45,0,4,1,F,18,7.0,62,67,245,2,89.0,,10.0,7.0,0.154,5.24,0.2
91932,0,20,0,4,1,M,15,8.0,66,71,400,3,113.0,7.0,11.0,8.5,0.158,7.53,0.2
101155,0,35,0,6,4,F,15,2.0,24,91,547,4,28.0,,7.0,5.67,0.308,5.6,0.5
173191,0,38,1,6,2,M,19,7.0,62,37,235,3,100.0,0.0,12.0,0.0,0.143,8.33,0.0
115369,0,49,0,4,1,F,16,10.0,21,81,274,2,26.0,,15.0,15.0,0.167,8.67,0.2
172508,0,53,0,6,2,F,18,11.0,48,56,179,4,137.0,2.0,16.0,14.0,0.182,11.42,0.182
182160,0,40,0,5,1,F,26,15.0,70,82,441,2,200.0,7.0,20.0,0.0,0.091,13.33,0.0
67140,0,20,0,6,1,M,18,45.0,58,60,429,0,197.0,8.0,50.0,0.0,0.0,24.63,0.0
125153,0,23,11,5,1,F,17,12.0,71,56,335,2,136.0,7.0,17.0,10.0,0.111,9.71,0.25
93496,1,07,1,4,3,F,15,8.0,36,37,255,4,98.0,2.0,10.0,6.5,0.364,4.45,0.5
122795,0,40,0,6,1,M,19,15.0,32,63,393,2,35.0,,20.0,0.0,0.118,11.67,0.0
149046,0,24,0,4,1,F,18,10.0,20,88,624,2,20.0,,15.0,5.0,0.154,10.0,0.2
7710,0,22,0,6,1,F,16,12.0,121,26,183,1,337.0,9.0,22.0,20.0,0.056,15.32,0.125
148959,0,12,1,6,3,M,18,6.0,53,92,413,7,112.0,5.0,11.0,10.0,0.35,9.33,0.1
161093,0,12,0,4,2,M,19,15.0,49,94,503,3,238.0,6.0,25.0,20.0,0.176,18.31,0.111
5424,0,14,0,6,1,M,5,160.0,118,98,772,1,1244.0,9.0,175.0,0.0,0.048,46.07,0.0
110774,0,43,0,5,1,M,25,14.0,73,86,445,2,134.0,3.0,19.0,0.0,0.1,10.31,0.0
91464,0,40,1,6,3,F,15,8.0,57,63,356,7,140.0,5.0,10.0,8.5,0.368,5.83,0.364
75786,0,45,4,5,1,M,23,13.0,54,81,266,2,63.0,5.0,15.0,15.0,0.111,6.3,0.143
61975,0,44,0,6,3,M,17,6.0,20,90,364,3,23.0,,11.0,8.0,0.3,7.67,0.4
186540,1,35,1,7,4,F,4,7.0,58,90,489,11,202.0,3.0,10.0,7.5,0.579,6.73,0.6
181694,0,27,0,4,1,F,18,6.0,21,87,422,2,26.0,,16.0,10.0,0.154,13.0,0.167
156414,1,01,0,6,1,F,24,15.0,42,11,351,1,50.0,4.0,20.0,20.0,0.05,12.5,0.111
48629,0,51,0,5,1,M,26,22.0,33,87,184,3,103.0,,25.0,25.0,0.167,20.6,0.1
397,1,02,0,4,1,F,20,10.0,60,93,594,1,111.0,9.0,20.0,0.0,0.067,15.86,0.0
99440,0,44,1,5,4,U,16,4.0,57,87,367,5,65.0,7.0,6.0,5.33,0.294,3.42,0.429
121874,0,04,0,6,2,M,16,6.0,49,81,662,3,105.0,8.0,21.0,21.0,0.136,17.5,0.091
69558,0,49,0,3,1,M,23,0.0,16,82,318,1,20.0,,20.0,20.0,0.1,20.0,0.25
79742,1,49,0,5,1,M,17,12.0,40,71,280,1,44.0,3.0,17.0,0.0,0.059,11.0,0.0
25978,0,35,0,6,3,M,16,9.0,65,89,482,4,86.0,8.0,12.0,10.5,0.211,7.17,0.25
40520,1,13,1,6,2,F,18,10.0,69,58,356,2,124.0,9.0,12.0,10.0,0.1,9.54,0.111
102482,0,21,0,6,4,F,17,8.5,35,82,292,3,33.0,6.0,10.0,6.67,0.176,4.71,0.429
72676,0,51,0,5,3,F,16,7.0,22,63,231,3,44.0,,17.0,13.5,0.273,14.67,0.4
133566,0,31,0,4,1,M,20,10.0,28,74,441,2,29.0,,15.0,12.0,0.125,9.67,0.286
154870,0,18,0,5,1,M,17,18.0,61,91,483,3,131.0,6.0,20.0,9.0,0.143,8.19,0.3
47272,0,40,0,6,3,F,17,10.0,38,94,425,5,100.0,,20.0,16.67,0.238,14.29,0.3
49142,0,50,0,4,1,M,19,0.0,12,86,145,0,15.0,,15.0,0.0,0.0,15.0,0.0
135174,1,08,0,4,1,F,18,15.0,54,68,230,1,102.0,5.0,20.0,0.0,0.083,12.75,0.0
52244,0,49,0,4,3,M,19,5.0,27,88,306,4,50.0,8.0,10.0,7.0,0.286,7.14,0.167
181536,0,40,12,6,1,F,18,11.0,57,85,363,2,70.0,6.0,16.0,0.0,0.1,8.75,0.0
171935,0,17,0,6,2,F,22,15.0,35,27,233,2,50.0,1.0,20.0,20.0,0.105,12.5,0.125
102361,0,10,1,6,2,F,19,13.0,62,70,162,3,163.0,1.0,18.0,0.0,0.143,12.54,0.0
111673,0,30,0,6,3,F,17,15.0,40,56,214,4,72.0,,20.0,10.0,0.222,10.29,0.25
117103,0,24,0,4,1,M,19,11.0,38,82,396,1,38.0,9.0,16.0,0.0,0.071,9.5,0.0
186371,0,03,0,7,1,M,9,15.0,38,96,1278,1,55.0,,25.0,0.0,0.063,18.33,0.0
162625,0,17,0,6,2,F,22,14.0,75,8,227,3,160.0,1.0,19.0,17.0,0.143,13.33,0.1
101113,1,27,0,6,3,F,15,15.0,75,91,456,5,154.0,7.0,20.0,11.0,0.227,9.63,0.182
51844,0,51,4,6,1,F,21,15.0,57,82,177,3,101.0,3.0,20.0,17.0,0.158,11.22,0.2
128194,0,30,0,4,1,M,26,20.0,29,33,62,1,30.0,,25.0,0.0,0.063,15.0,0.0
25743,0,27,0,4,1,F,16,0.0,13,61,372,1,15.0,,15.0,0.0,0.2,15.0,0.0
144990,0,03,0,5,1,F,16,10.0,38,49,558,1,32.0,,15.0,15.0,0.067,8.0,0.167
81726,0,28,0,6,4,M,18,3.0,32,57,325,7,37.0,,6.0,4.5,0.368,4.63,0.4
168514,0,12,0,5,1,F,26,19.0,62,66,531,2,169.0,7.0,25.0,16.0,0.095,15.36,0.1
164139,0,27,1,6,4,M,17,12.0,77,87,573,10,310.0,8.0,15.0,9.4,0.5,9.69,0.455
43542,0,10,0,5,1,M,24,10.0,38,0,0,2,38.0,,15.0,0.0,0.125,9.5,0.0
133163,1,39,0,6,2,M,19,10.0,21,65,188,2,30.0,,20.0,10.0,0.182,15.0,0.2
33512,1,50,0,6,2,F,16,6.0,17,72,138,1,26.0,,16.0,16.0,0.143,13.0,0.25
44269,0,23,0,4,3,M,18,17.0,42,71,338,3,142.0,8.0,25.0,0.0,0.188,17.75,0.0
165109,0,17,0,6,1,M,22,14.0,32,48,296,4,36.0,,16.0,10.5,0.2,6.0,0.2
148174,0,13,0,6,1,F,24,0.0,39,93,673,1,100.0,9.0,50.0,50.0,0.05,50.0,0.111
136151,0,41,1,6,3,F,18,35.0,76,53,286,3,320.0,1.0,40.0,15.0,0.143,15.24,0.2
38663,0,19,1,6,2,F,19,10.0,63,57,367,3,90.0,7.0,12.0,12.0,0.15,9.0,0.111
142722,0,03,0,5,1,M,17,0.0,12,24,324,1,20.0,,20.0,20.0,0.333,20.0,0.5
123984,0,43,0,6,3,M,18,6.0,35,88,236,5,55.0,,11.0,9.0,0.238,7.86,0.1
41325,1,16,0,6,4,F,18,4.0,25,90,290,5,34.0,,7.0,7.0,0.333,5.67,0.167
3976,0,36,1,6,4,F,15,9.0,123,66,271,6,207.5,,12.0,7.63,0.3,7.41,0.444
136118,0, .,1,6,3,M,17,12.0,61,86,415,3,113.0,9.0,15.0,10.0,0.158,9.42,0.222
116500,0,16,1,6,4,F,23,7.0,60,82,258,7,197.0,4.0,10.0,9.2,0.35,6.57,0.455
84863,0,27,0,4,1,F,26,12.0,37,79,316,1,34.0,5.0,15.0,0.0,0.056,8.5,0.0
81676,0,26,1,6,3,F,18,12.0,63,80,668,5,158.0,2.0,15.0,12.5,0.227,7.52,0.182
172095,0,18,0,4,1,F,19,5.0,24,71,360,2,25.0,,15.0,10.0,0.133,12.5,0.167
130493,0,15,15,6,1,F,20,44.0,72,49,285,2,533.0,6.0,50.0,40.0,0.1,28.05,0.182
20595,0,39,0,6,2,F,18,8.0,43,83,284,2,59.0,4.0,18.0,0.0,0.105,14.75,0.0
129223,0,12,0,4,1,F,18,10.0,48,40,173,1,52.0,8.0,15.0,0.0,0.071,10.4,0.0
103157,0,42,0,6,2,F,20,10.0,39,74,249,2,44.0,0.0,15.0,15.0,0.105,11.0,0.125
184001,0,42,0,6,1,M,19,4.0,35,85,353,2,51.0,8.0,19.0,19.0,0.125,17.0,0.143
183460,0,46,0,5,1,M,21,0.0,17,74,236,1,30.0,,30.0,30.0,0.143,30.0,0.333
28281,0,10,0,6,2,F,18,15.0,46,55,366,4,81.0,1.0,20.0,17.5,0.19,13.5,0.2
133361,0,49,1,4,2,F,24,13.0,49,77,241,2,127.0,5.0,15.0,15.0,0.125,9.07,0.125
121139,0,13,0,6,1,F,25,20.0,40,96,1358,1,82.0,9.0,25.0,25.0,0.05,13.67,0.111
65424,0,13,0,6,3,F,16,10.0,34,83,460,4,50.0,,15.0,10.0,0.211,10.0,0.25
15148,0,46,0,3,1,F,20,0.0,13,79,270,1,15.0,,15.0,0.0,0.143,15.0,0.0
122186,0,30,0,5,2,F,19,12.0,58,66,168,3,58.0,0.0,15.0,15.0,0.188,8.29,0.143
83036,0,18,0,6,1,M,23,25.0,29,72,434,1,75.0,,50.0,50.0,0.059,37.5,0.125
165928,0,28,0,6,3,F,17,7.0,36,78,295,6,62.0,,12.0,7.0,0.286,8.86,0.2
149999,0,14,0,5,1,M,21,0.0,16,89,578,1,25.0,,25.0,25.0,0.143,25.0,0.333
87052,0,45,3,6,1,F,21,8.0,70,77,232,3,128.0,4.0,11.0,11.0,0.15,7.11,0.1
127498,0,15,0,6,1,F,25,35.0,41,39,360,2,90.0,8.0,50.0,50.0,0.133,30.0,0.143
29129,0,46,3,4,1,M,20,15.0,60,87,283,2,130.0,,20.0,20.0,0.167,10.83,0.167
169630,0, .,0,6,1,F,18,30.0,35,65,348,1,75.0,,40.0,0.0,0.048,25.0,0.0
151054,1,20,1,6,3,F,19,13.0,85,87,408,4,325.0,7.0,20.0,10.5,0.19,12.04,0.2
23706,1,47,0,4,1,M,17,5.0,17,81,172,2,25.0,,15.0,12.5,0.222,12.5,0.4
18504,0,41,0,3,1,F,20,0.0,13,30,263,1,18.0,,18.0,0.0,0.167,18.0,0.0
173559,0,42,0,6,2,M,18,10.0,42,60,363,2,73.0,3.0,15.0,15.0,0.105,10.43,0.111
183043,1,18,0,5,1,M,16,0.0,14,86,337,1,20.0,,20.0,0.0,0.2,20.0,0.0
79631,0,11,1,4,3,M,16,9.0,43,59,411,4,81.0,9.0,12.0,10.67,0.25,8.1,0.375
24396,0,32,1,6,2,M,24,12.0,76,46,152,3,178.0,8.0,15.0,12.0,0.15,9.37,0.2
152156,0,21,0,5,3,F,17,5.0,56,40,259,3,86.0,1.0,10.0,5.0,0.158,6.14,0.111
65004,0,40,12,6,1,F,21,40.0,74,88,503,2,427.0,9.0,50.0,45.0,0.095,26.69,0.182
92749,1,11,0,6,3,M,21,7.0,35,64,531,4,59.0,,12.0,11.33,0.211,9.83,0.333
64873,0,16,1,6,3,F,18,8.0,35,58,307,5,63.0,,11.0,9.33,0.263,7.88,0.3
49115,0,43,1,6,3,F,21,5.0,51,84,252,5,143.0,5.0,15.0,13.75,0.25,13.0,0.364
79850,1,46,0,5,3,M,16,7.0,43,82,258,2,41.0,,10.0,10.0,0.143,5.86,0.2
126195,0,15,0,5,1,F,15,0.0,12,64,291,1,20.0,,20.0,0.0,0.25,20.0,0.0
159868,1,30,1,6,2,F,18,11.0,77,77,343,5,163.0,3.0,16.0,13.5,0.227,9.06,0.182
54733,0,47,0,6,1,F,21,17.0,51,71,178,1,66.0,4.0,20.0,20.0,0.05,11.0,0.111
7086,0,08,0,5,2,F,17,30.0,75,47,246,2,315.0,3.0,50.0,47.5,0.133,39.38,0.2
47970,0,43,0,5,1,F,18,3.0,23,86,277,2,44.0,,16.0,0.0,0.143,14.67,0.0
58993,0,49,0,4,1,M,24,0.0,21,0,0,2,40.0,,20.0,20.0,0.143,20.0,0.333
105268,0,53,0,6,3,M,18,15.0,63,81,181,5,189.0,1.0,25.0,22.0,0.227,18.9,0.273
35456,0,30,0,6,2,F,23,8.0,55,45,263,5,86.0,4.0,11.0,9.67,0.227,7.17,0.273
73853,0,13,0,6,2,F,18,7.0,40,72,405,3,77.0,7.0,22.0,15.0,0.188,19.25,0.143
10907,0,31,0,6,2,F,22,14.0,70,91,458,5,195.0,0.0,20.0,15.33,0.238,11.47,0.273
127014,0,22,0,6,1,M,22,15.0,54,10,203,4,114.0,6.0,25.0,19.0,0.19,16.29,0.3
23292,0,38,0,6,4,F,16,4.0,25,50,205,6,46.0,,9.0,6.33,0.5,6.57,0.5
83970,0,12,0,4,1,M,16,12.0,28,99,511,2,28.0,,15.0,12.5,0.125,9.33,0.286
166792,0,17,0,4,1,M,15,0.0,13,61,283,1,15.0,,15.0,15.0,0.25,15.0,0.5
130482,0,15,0,6,2,F,21,10.0,45,73,423,3,103.0,8.0,20.0,13.67,0.158,14.71,0.333
32116,0,13,0,4,3,M,15,2.0,25,85,435,3,36.0,,10.0,8.0,0.214,9.0,0.167
40154,0,33,0,4,2,F,16,23.0,23,90,162,3,30.0,,24.0,12.5,0.214,10.0,0.286
36588,0,19,0,3,1,F,22,0.0,13,92,403,0,20.0,,20.0,0.0,0.0,20.0,0.0
110633,0,51,0,4,1,F,19,0.0,12,80,150,0,20.0,,20.0,0.0,0.0,20.0,0.0
99613,0,18,0,5,1,F,16,0.0,14,65,332,1,20.0,,20.0,20.0,0.2,20.0,0.5
76321,0,51,12,6,2,F,15,17.0,53,78,215,1,92.0,1.0,20.0,20.0,0.053,8.36,0.111
4404,0,35,0,6,2,U,18,20.0,97,94,616,4,182.0,8.0,25.0,25.0,0.182,14.0,0.091
53669,0,12,4,5,1,M,24,11.0,58,78,365,2,94.0,8.0,14.0,0.0,0.105,6.71,0.0
135112,1,05,0,6,4,F,16,5.0,29,74,313,6,38.0,,8.0,5.75,0.353,5.43,0.444
129541,0,35,0,6,4,F,18,4.0,30,83,442,7,35.0,,7.0,5.0,0.35,5.0,0.5
74689,0,41,1,6,3,M,16,9.0,78,66,161,4,125.0,2.0,11.0,5.0,0.182,3.57,0.091
43126,1,28,0,6,4,F,16,3.0,29,72,334,7,39.0,,6.0,4.6,0.412,4.88,0.625
134881,0,46,0,6,2,M,18,0.0,24,85,215,3,60.0,,20.0,20.0,0.214,20.0,0.286
156929,1,07,3,5,1,U,23,7.0,67,65,306,3,121.0,4.0,12.0,12.0,0.167,8.64,0.125
27590,0,41,0,6,1,M,18,23.0,59,36,122,1,158.0,0.0,28.0,25.0,0.053,19.75,0.111
178338,0,13,0,6,1,F,24,17.0,55,95,776,1,64.0,9.0,20.0,15.0,0.053,10.67,0.111
12965,0,08,11,10,1,F,6,19.0,100,33,254,2,220.0,1.0,21.0,0.0,0.091,9.57,0.0
176140,1,24,0,4,4,M,16,11.0,48,89,349,4,70.0,8.0,14.0,6.67,0.222,8.75,0.375
18676,0,36,1,4,2,M,21,7.0,68,79,288,3,176.0,5.0,12.0,10.0,0.214,9.26,0.429
111942,0,51,0,6,1,F,24,12.0,43,86,176,3,69.0,1.0,15.0,14.5,0.158,11.5,0.2
178523,0,12,1,6,4,M,19,15.0,76,91,535,5,201.0,9.0,20.0,15.67,0.25,13.4,0.3
9408,0,13,1,4,2,F,8,18.0,83,94,537,1,157.0,2.0,18.0,0.0,0.071,8.72,0.0
91881,0,21,0,5,2,M,18,6.0,60,77,254,3,82.0,,11.0,0.0,0.158,7.45,0.0
44989,0,51,13,5,1,F,16,17.0,64,87,202,2,106.0,2.0,20.0,20.0,0.1,8.83,0.111
42724,1,30,0,4,1,M,26,12.0,34,82,164,2,29.0,0.0,17.0,0.0,0.154,9.67,0.0
121926,1,14,0,5,2,F,15,11.0,31,1,227,3,41.0,,16.0,5.0,0.176,10.25,0.125
5172,1,53,1,6,2,M,5,12.0,99,65,136,2,191.0,1.0,17.0,17.0,0.111,10.61,0.125
143110,0,01,0,4,1,F,22,6.0,25,42,258,2,26.0,,16.0,13.0,0.125,13.0,0.286
160528,0,24,0,6,3,F,16,8.0,30,88,484,5,36.0,,11.0,6.6,0.278,6.0,0.556
179339,1,35,0,6,4,M,16,6.0,37,90,631,6,67.0,8.0,9.0,8.0,0.316,6.7,0.5
144694,0,34,3,5,1,F,25,10.0,66,79,778,4,145.0,9.0,11.0,8.75,0.222,6.9,0.4
10587,0,26,1,7,2,F,7,11.0,90,55,445,4,257.0,1.0,14.0,11.67,0.211,9.52,0.3
36580,0,12,0,5,1,M,16,0.0,14,81,475,1,20.0,,20.0,20.0,0.2,20.0,0.5
109208,0,40,0,5,1,M,17,5.0,22,80,352,2,25.0,,15.0,10.0,0.143,12.5,0.143
140297,0, .,4,5,1,F,25,7.0,67,88,197,4,98.0,2.0,10.0,6.67,0.211,3.92,0.3
68916,0,11,7,6,1,F,18,45.0,81,60,654,4,251.0,9.0,50.0,23.33,0.182,10.04,0.273
167215,0,15,1,6,4,M,18,8.0,68,45,309,6,203.0,3.0,16.0,11.2,0.333,11.94,0.5
172031,0,20,0,3,1,F,24,0.0,15,35,266,1,20.0,,20.0,20.0,0.1,20.0,0.25
20445,1,32,0,5,2,M,16,20.0,48,49,212,2,88.0,,25.0,0.0,0.118,17.6,0.0
56834,0,18,0,6,2,M,18,14.0,63,87,338,4,154.0,8.0,17.0,16.0,0.19,12.83,0.182
151335,0,19,0,6,1,F,17,13.0,65,54,412,2,98.0,6.0,16.0,14.0,0.1,9.8,0.111
36868,0,20,0,4,1,M,17,0.0,13,76,368,1,15.0,,15.0,15.0,0.2,15.0,0.5
143523,1,04,1,5,3,F,15,3.0,53,8,207,4,63.0,0.0,5.0,0.0,0.211,3.71,0.0
69076,0,14,0,6,1,F,18,35.0,64,95,163,2,215.0,9.0,50.0,30.0,0.1,30.71,0.1
32091,0,36,1,6,2,U,21,8.0,68,77,224,3,120.0,2.0,11.0,11.0,0.143,7.06,0.091
166544,0,30,0,5,2,M,16,28.0,18,26,105,1,78.0,,53.0,53.0,0.143,39.0,0.333
48022,0,42,1,6,3,M,15,30.0,49,88,395,3,173.0,8.0,35.0,0.0,0.136,21.63,0.0
24311,1,42,0,5,1,F,24,12.0,60,61,293,2,92.0,8.0,17.0,16.5,0.111,10.22,0.222
153149,0,08,0,6,1,M,22,50.0,56,80,370,4,435.0,4.0,75.0,50.0,0.2,48.33,0.2
61630,0,51,0,6,3,F,18,2.0,22,78,253,3,34.0,,12.0,11.0,0.273,11.33,0.4
121986,1,09,0,5,3,F,19,5.0,20,69,452,3,20.0,,10.0,5.0,0.3,6.67,0.25
43647,0,33,0,11,3,F,15,15.0,88,83,198,5,182.0,2.0,20.0,14.5,0.238,12.13,0.2
70688,0,36,0,6,1,M,19,15.0,57,89,229,2,72.0,4.0,20.0,10.0,0.1,9.0,0.111
107143,0,51,0,6,4,M,17,7.0,52,76,214,8,125.0,2.0,10.0,10.0,0.421,8.93,0.5
182361,0,27,0,5,1,F,19,11.0,29,51,326,2,29.0,,15.0,10.0,0.111,9.67,0.125
122716,0,27,0,6,4,F,15,7.0,29,39,314,6,58.0,,12.0,11.0,0.4,9.67,0.333
153049,0,04,0,6,4,F,19,5.0,24,15,153,5,30.0,,10.0,5.0,0.385,6.0,0.4
39924,0,29,0,4,1,M,26,20.0,68,80,228,1,147.0,5.0,25.0,0.0,0.053,12.25,0.0
102819,0,43,0,6,4,F,15,6.0,40,79,221,5,50.0,,9.0,6.67,0.25,6.25,0.333
179946,0,04,0,5,2,F,15,10.0,48,45,248,3,71.0,,13.0,11.0,0.273,7.89,0.2
152796,0,12,0,6,2,M,16,15.0,57,53,528,3,143.0,9.0,25.0,23.33,0.143,17.88,0.273
42878,1,29,0,6,3,F,19,7.0,37,83,248,4,49.0,,10.0,6.33,0.2,6.13,0.3
186058,0,51,4,7,1,F,10,21.0,78,80,207,2,237.0,2.0,26.0,21.0,0.111,13.17,0.1
90551,0,14,1,6,4,M,17,7.0,29,95,618,7,48.0,,10.0,5.0,0.438,5.33,0.75
93999,0,08,6,5,1,U,18,7.0,73,64,221,3,164.0,3.0,10.0,7.0,0.176,5.47,0.125
184688,0,35,0,4,2,M,16,32.0,71,88,711,3,378.0,9.0,37.0,31.0,0.2,22.24,0.222
31211,0,35,4,6,1,F,18,20.0,58,95,461,2,107.0,7.0,25.0,25.0,0.105,17.83,0.1
140642,1,39,1,6,4,F,19,4.0,78,62,240,8,175.0,3.0,7.0,5.0,0.381,5.0,0.3
150181,0,16,1,6,3,M,18,9.0,35,80,328,4,50.0,4.0,14.0,8.0,0.222,8.33,0.222
105331,1,45,0,4,1,M,18,15.0,21,80,194,2,25.0,,20.0,0.0,0.154,12.5,0.0
109137,0,36,0,4,1,F,24,5.0,21,71,153,2,25.0,,15.0,12.5,0.154,12.5,0.333
178502,0,17,1,6,2,M,16,10.0,68,45,413,2,102.0,,15.0,11.0,0.118,7.85,0.143
180147,0,18,0,6,1,F,20,11.0,36,71,339,3,46.0,7.0,16.0,10.0,0.158,11.5,0.111
20533,1,35,0,6,2,M,21,11.0,31,83,313,3,63.0,,20.0,18.0,0.167,15.75,0.333
108163,0,39,0,5,3,M,19,6.0,23,85,360,3,29.0,,11.0,8.0,0.231,7.25,0.333
46422,0,41,0,5,1,F,16,0.0,14,85,171,1,25.0,,25.0,0.0,0.2,25.0,0.0
137695,0,53,0,3,1,M,15,17.0,22,66,154,2,28.0,,20.0,5.0,0.154,9.33,0.2
92947,0,01,0,6,1,M,16,10.0,63,61,291,2,145.0,9.0,30.0,30.0,0.1,24.17,0.2
189266,0,15,13,6,1,M,4,18.0,73,37,524,2,124.0,8.0,19.0,0.0,0.1,6.89,0.0
178726,0,14,0,3,1,F,21,0.0,13,86,538,1,15.0,,15.0,15.0,0.143,15.0,0.333
52104,1,39,0,3,1,M,19,0.0,23,48,235,2,40.0,,20.0,20.0,0.143,20.0,0.167
117743,0,53,0,6,1,F,18,19.0,44,81,211,2,43.0,,20.0,1.0,0.182,7.17,0.25
167406,1,02,1,5,3,F,16,4.0,45,90,602,7,98.0,8.0,9.0,7.75,0.389,7.0,0.4
61480,1,44,0,4,1,U,21,5.0,27,90,368,2,25.0,,15.0,12.5,0.125,12.5,0.286
68677,0,18,0,6,1,F,18,10.0,36,94,463,1,40.0,8.0,20.0,0.0,0.067,13.33,0.0
11209,0, .,5,6,1,M,22,22.0,102,0,0,4,313.0,1.0,25.0,20.33,0.182,10.43,0.273
34646,0,12,0,6,1,U,22,27.0,37,86,483,2,58.0,9.0,30.0,30.0,0.111,14.5,0.125
107259,0,24,0,6,3,M,20,5.0,31,75,310,4,107.0,,30.0,27.0,0.222,26.75,0.125
112521,0,26,1,4,2,F,25,24.0,57,50,222,7,442.0,8.0,29.0,26.0,0.368,21.05,0.455
102871,0,43,0,6,1,F,18,30.0,70,80,272,1,149.0,3.0,32.0,0.0,0.056,16.56,0.0
178264,0,15,0,6,3,M,15,5.0,34,26,459,3,45.0,8.0,10.0,10.0,0.167,9.0,0.143
42068,1,37,0,6,4,F,15,10.0,36,92,199,7,69.5,,15.0,7.9,0.333,8.69,0.5
34660,0,18,7,6,3,F,17,10.0,64,50,298,4,105.0,,15.0,12.5,0.286,8.08,0.571
105644,0,36,5,6,1,F,16,27.0,66,68,259,3,316.0,2.0,52.0,0.0,0.136,35.11,0.0
152444,0,13,0,6,4,F,16,5.0,37,92,952,7,80.0,9.0,10.0,10.0,0.368,8.89,0.5
20364,0,36,0,6,2,F,17,5.0,21,79,231,2,45.0,,25.0,22.5,0.2,22.5,0.4
188190,1,41,1,1,4,F,17,5.0,44,83,315,6,173.0,1.0,10.0,5.5,0.75,5.77,1.0
163161,0,06,1,6,2,F,21,13.0,72,65,366,2,245.0,5.0,18.0,15.5,0.1,12.89,0.2
128120,0,12,0,6,2,M,18,6.0,30,70,209,4,55.0,,16.0,13.0,0.211,13.75,0.3
83580,0,04,0,4,1,F,18,17.0,36,28,272,1,33.0,,20.0,20.0,0.077,8.25,0.2
118937,0,40,0,4,1,F,20,10.0,23,89,355,2,30.0,,20.0,15.0,0.154,15.0,0.333
131713,0,12,0,6,3,F,17,5.0,38,35,300,5,56.0,,10.0,9.0,0.238,8.0,0.4
102521,1,44,0,6,2,M,18,15.0,22,82,350,2,25.0,,20.0,5.0,0.167,12.5,0.167
63243,0,39,1,6,2,F,18,12.0,60,73,269,1,91.0,3.0,15.0,15.0,0.053,8.27,0.111
83960,1,18,0,6,4,M,17,4.0,59,85,425,7,75.0,,7.0,5.4,0.438,4.69,0.625
167799,1,28,0,6,2,F,17,6.0,20,86,353,2,36.0,,21.0,18.0,0.2,18.0,0.4
99420,0,24,0,6,1,F,20,25.0,64,98,856,2,230.0,9.0,50.0,50.0,0.091,38.33,0.091
130741,0,13,0,6,1,F,20,5.0,27,94,599,2,55.0,,30.0,25.0,0.125,27.5,0.125
22170,0,38,1,6,2,M,19,10.0,83,59,236,3,222.0,0.0,13.0,13.0,0.15,6.94,0.222
107699,0,41,0,5,1,F,16,0.0,14,79,233,1,20.0,,20.0,20.0,0.2,20.0,0.5
76782,0,30,1,6,3,F,17,8.0,52,85,210,6,128.0,3.0,11.0,9.6,0.286,7.53,0.455
47643,0,50,0,6,2,M,19,20.0,51,77,203,2,73.0,7.0,25.0,0.0,0.111,12.17,0.0
