CONTROL_NUMBER,DONATED,CLUSTER_CODE,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,FREQUENCY_STATUS_97NK,INCOME_GROUP,RECENT_CARD_RESPONSE_PROP,LIFETIME_CARD_PROM,DONOR_AGE,URBANICITY,LAST_GIFT_AMT,LIFETIME_PROM,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,MEDIAN_HOME_VALUE,HOME_OWNER,PCT_ATTRIBUTE4,MONTHS_SINCE_LAST_PROM_RESP,RECENT_RESPONSE_COUNT
32753,0,28,0,40,3,3.0,0.1,31,77.0,C,10.0,80,262,90,448,H,42,19.0,4
44083,0,23,0,43,1,,0.143,13,47.0,C,20.0,32,383,53,2174,U,74,24.0,2
188103,0, .,0,0,4,,0.75,20,,?,0.0,44,454,74,738,U,0,15.0,4
131039,0,35,1,29,3,1.0,0.222,13,74.0,T,11.0,28,468,91,1268,H,27,20.0,5
103926,1,48,0,32,3,2.0,0.375,28,17.0,R,9.0,71,157,76,472,H,76,18.0,5
156505,0,22,0,28,1,6.0,0.091,17,49.0,C,15.0,40,576,63,3056,H,34,16.0,2
54195,0,38,0,44,2,1.0,0.111,23,61.0,T,40.0,58,191,69,455,U,53,24.0,1
85436,0,51,0,43,2,,0.333,13,,R,15.0,37,221,86,438,U,37,15.0,2
94177,1,20,0,33,4,2.0,0.333,29,65.0,S,10.0,74,339,77,904,H,53,16.0,4
158978,1,19,1,30,1,7.0,0.0,25,47.0,S,12.0,64,393,67,1876,H,30,26.0,1
34600,1,20,1,40,2,1.0,0.0,10,73.0,S,30.0,24,255,67,820,U,43,18.0,3
91482,0,35,0,30,2,5.0,0.143,13,,T,15.0,33,487,91,1042,H,9,17.0,2
49449,0,22,3,18,4,,0.4,20,,C,12.0,54,228,66,458,U,12,16.0,7
29816,0,30,1,32,2,,0.143,11,,C,10.0,25,299,46,703,U,20,19.0,3
124298,1,23,0,47,3,2.0,0.4,22,84.0,C,3.0,57,360,58,816,U,68,15.0,4
18930,0,35,0,28,3,,0.25,8,,T,12.0,19,622,91,1850,U,16,16.0,2
40845,0,40,0,34,1,4.0,0.5,5,,T,20.0,13,373,84,883,H,26,17.0,1
65136,1,35,0,32,1,7.0,0.286,11,62.0,T,75.0,25,490,95,886,H,10,23.0,2
68531,0,21,0,25,1,4.0,0.455,21,65.0,S,14.0,47,281,89,429,U,29,21.0,5
113129,1,11,3,37,3,5.0,0.4,9,82.0,S,10.0,23,220,52,359,H,30,15.0,3
88868,1,13,0,56,4,6.0,0.667,10,73.0,S,8.0,24,502,82,2313,H,56,17.0,6
20133,0,40,2,51,3,,0.2,33,,T,6.0,73,713,95,1917,U,33,17.0,5
32594,0,36,0,33,3,6.0,0.167,10,41.0,T,10.0,24,204,70,471,H,37,16.0,4
187264,0,22,0,27,1,,0.5,3,,C,15.0,7,407,51,1104,U,31,20.0,1
87024,1,43,0,34,1,1.0,0.0,38,,R,20.0,116,135,47,395,U,20,26.0,1
182880,0,30,0,37,3,5.0,0.556,13,39.0,C,10.0,28,257,51,418,H,55,23.0,5
108215,1,18,1,26,1,4.0,0.4,14,46.0,S,10.0,43,314,94,724,H,14,21.0,2
139183,0,36,0,35,3,4.0,0.125,25,,T,6.0,66,217,61,435,H,56,19.0,2
147190,1,08,8,20,1,2.0,0.2,15,49.0,U,20.0,35,305,54,1545,U,25,28.0,3
97537,1,41,0,39,4,2.0,0.375,13,27.0,T,4.0,31,200,71,316,U,27,15.0,6
84840,1,24,0,45,1,7.0,0.125,25,46.0,C,14.0,72,472,83,870,H,41,16.0,2
186912,0,40,1,39,1,5.0,0.0,17,47.0,T,15.0,52,382,92,724,H,13,15.0,1
112309,1,39,0,35,1,7.0,0.0,11,35.0,T,25.0,26,310,61,622,H,24,18.0,2
153864,1,11,0,17,2,6.0,0.1,20,45.0,S,16.0,52,763,84,3370,H,27,17.0,3
174907,0,37,0,41,1,,0.182,26,49.0,T,21.0,62,192,92,512,U,77,23.0,2
51204,0,42,1,35,1,5.0,0.125,12,68.0,R,16.0,29,390,90,737,H,23,25.0,2
95938,0,30,0,35,2,,0.25,8,,C,15.0,20,328,79,564,U,28,17.0,2
75687,0,31,0,0,3,1.0,0.455,30,17.0,C,13.0,78,76,19,260,U,0,21.0,7
53281,0,32,3,22,1,,0.111,22,,C,14.0,54,208,73,358,U,25,18.0,3
186680,1,37,0,30,3,5.0,0.125,30,67.0,T,5.0,72,318,83,680,H,55,16.0,3
37785,0,10,9,9,2,2.0,0.273,34,77.0,U,11.0,69,161,36,517,H,17,21.0,4
115329,0,37,0,32,1,3.0,0.0,32,75.0,T,12.0,72,132,52,339,H,44,18.0,1
124785,0,13,0,39,1,,0.0,13,,S,15.0,32,355,72,916,U,53,26.0,1
93816,0,05,0,29,1,5.0,0.0,30,72.0,U,18.0,66,370,79,1072,H,43,16.0,2
142297,1,24,1,41,3,2.0,0.182,24,,C,6.0,64,437,89,994,U,35,16.0,4
52672,0,35,1,31,1,6.0,0.125,30,51.0,T,15.0,64,566,92,973,H,21,16.0,2
150043,1,14,0,28,1,4.0,0.25,6,65.0,S,20.0,16,791,93,3491,H,27,24.0,1
111346,0,50,0,21,1,,0.143,10,,R,21.0,24,156,71,305,U,56,25.0,2
50137,0,34,1,30,2,4.0,0.273,33,,T,16.0,84,555,75,1692,U,21,19.0,3
133443,1,49,0,39,3,7.0,0.25,13,,R,15.0,35,238,79,554,U,26,16.0,3
104260,0,36,0,43,4,1.0,0.273,29,37.0,T,8.0,75,215,57,467,U,37,18.0,7
171508,0,30,0,19,1,1.0,0.5,6,49.0,C,25.0,14,219,37,1079,U,26,17.0,1
83585,0,03,0,19,1,5.0,0.0,26,7.0,U,20.0,63,240,49,818,H,24,20.0,1
20641,0,50,0,22,1,7.0,0.0,6,27.0,R,20.0,14,319,87,500,U,34,16.0,1
158808,1,24,2,34,3,6.0,0.25,15,65.0,C,5.0,45,662,88,2842,H,24,19.0,3
123750,0,38,0,41,4,,0.636,18,42.0,T,3.0,46,0,0,0,U,18,18.0,10
75180,1,27,0,44,1,3.0,0.0,18,53.0,C,15.0,45,317,73,529,H,44,19.0,1
387,1,40,0,31,3,2.0,0.222,15,,T,5.0,43,413,97,789,U,7,20.0,5
23740,0,39,23,35,1,5.0,0.0,26,42.0,T,13.0,67,352,73,696,H,7,18.0,1
188494,0,29,0,69,2,5.0,0.091,19,76.0,C,20.0,43,337,93,1006,H,89,15.0,3
33344,0,12,0,33,2,6.0,0.25,20,48.0,S,21.0,58,381,68,763,H,24,20.0,2
131865,0,28,0,46,3,4.0,0.2,33,40.0,C,10.0,82,265,93,608,H,73,18.0,4
45166,0,08,0,31,4,2.0,0.5,30,37.0,U,5.0,67,0,0,0,H,47,18.0,7
188320,0,34,0,14,1,3.0,0.111,28,78.0,T,25.0,71,297,53,689,H,26,18.0,2
54998,0,43,1,26,1,5.0,0.5,5,,R,15.0,13,201,81,400,U,39,17.0,1
85230,0,44,0,23,3,5.0,0.5,31,70.0,R,5.0,69,382,89,687,H,6,22.0,6
29868,1,40,4,39,1,5.0,0.0,6,38.0,T,20.0,13,397,87,803,H,21,16.0,1
89100,0,39,82,7,3,3.0,0.222,16,35.0,T,15.0,44,328,0,1125,U,0,16.0,3
147197,1,09,0,38,4,,0.636,23,65.0,U,5.0,58,243,52,2048,U,44,21.0,10
37528,1,08,0,6,3,,0.167,16,,U,10.0,43,226,31,829,U,17,22.0,3
135098,1,17,0,40,1,1.0,0.0,25,66.0,S,15.0,64,250,31,699,H,30,26.0,1
25051,0,36,0,25,1,2.0,0.0,6,,T,25.0,14,226,86,428,U,22,16.0,1
52506,0,35,0,34,4,2.0,0.2,16,45.0,T,7.0,40,406,93,871,U,13,17.0,7
96040,0,51,0,40,3,7.0,0.6,32,17.0,R,6.0,72,232,73,473,H,35,17.0,8
27597,1,35,0,29,3,5.0,0.111,23,39.0,T,10.0,59,493,93,991,H,17,15.0,5
169620,0,24,0,34,1,5.0,0.333,29,45.0,C,12.0,72,460,91,1500,H,58,17.0,3
89686,1,14,0,29,1,,0.1,15,58.0,S,20.0,38,716,57,3226,U,44,25.0,3
101759,0,42,0,35,1,5.0,0.2,23,72.0,R,11.0,65,433,82,873,U,19,19.0,1
87612,0,49,0,36,1,1.0,0.167,7,79.0,R,15.0,16,186,68,538,U,36,26.0,2
186061,0,35,0,26,3,5.0,0.167,18,79.0,T,10.0,53,556,88,1106,U,22,15.0,3
20008,0,27,30,40,1,4.0,0.0,13,60.0,C,20.0,34,270,69,557,H,3,21.0,1
175112,1,39,1,31,1,5.0,0.5,6,40.0,T,20.0,16,728,93,3018,H,18,17.0,1
55482,0,41,0,38,2,4.0,0.143,17,60.0,T,15.0,45,158,69,358,H,49,18.0,3
109520,1,39,0,22,1,6.0,0.0,4,52.0,T,15.0,14,257,85,687,H,16,18.0,1
127724,0,36,1,40,2,4.0,0.2,9,,T,15.0,21,289,86,463,H,40,18.0,2
120079,0,44,0,25,2,3.0,0.143,23,,R,15.0,63,291,75,712,U,40,18.0,2
113830,0,45,3,30,1,,0.143,16,,R,15.0,46,185,79,257,U,40,23.0,1
25366,0,24,0,31,3,7.0,0.375,11,50.0,C,10.0,25,546,96,945,H,36,19.0,4
63865,1,36,0,32,1,2.0,0.143,29,62.0,T,12.0,70,239,79,448,U,39,18.0,1
36228,0,27,1,44,1,2.0,0.0,28,55.0,C,25.0,70,268,64,667,H,33,17.0,2
164018,0, .,0,0,1,6.0,0.0,6,63.0,?,25.0,15,452,81,2284,H,0,,0
26256,0,25,2,34,3,5.0,0.286,11,70.0,C,9.0,26,310,20,686,H,16,21.0,3
43226,1,28,0,44,1,7.0,0.333,9,75.0,C,20.0,22,269,89,764,H,66,22.0,2
40084,0,29,0,38,2,3.0,0.222,26,82.0,C,14.0,62,221,84,920,H,73,18.0,3
26251,0,30,1,37,2,5.0,0.2,9,64.0,C,25.0,22,303,52,627,H,40,24.0,1
34132,0,35,0,49,1,7.0,0.5,5,47.0,T,15.0,13,502,76,1288,H,27,16.0,1
141483,0,03,1,41,3,,0.2,22,,U,30.0,58,449,66,1475,U,34,18.0,3
186579,1,40,0,25,4,4.0,0.429,21,,T,5.0,81,559,90,1869,U,20,16.0,4
149626,1,15,0,15,3,,0.455,23,,S,10.0,55,290,26,1557,U,46,19.0,7
129485,0,12,0,30,1,4.0,0.2,13,64.0,S,15.0,42,463,93,879,H,16,16.0,2
185115,0,44,0,23,3,6.0,0.0,29,50.0,R,20.0,123,328,68,1072,H,26,19.0,4
5733,1,48,0,45,3,1.0,0.125,27,,R,7.0,75,171,92,569,U,54,16.0,5
183013,1,16,0,26,3,4.0,0.333,10,67.0,S,8.0,23,317,72,697,H,31,15.0,4
134285,0,06,0,25,1,4.0,0.333,17,,U,15.0,44,96,19,753,H,18,16.0,3
11254,1, .,0,0,2,3.0,0.2,28,62.0,?,25.0,104,470,75,931,U,0,18.0,4
110633,0,51,0,26,1,1.0,0.0,4,,R,20.0,12,150,80,366,U,51,,0
120145,1,49,1,34,2,5.0,0.091,27,,R,25.0,62,265,83,548,H,41,19.0,3
31712,0,21,0,0,4,,0.4,17,,S,6.0,42,0,0,0,U,0,15.0,8
35996,0,39,1,35,4,1.0,0.333,22,,T,5.0,58,295,74,1044,H,29,17.0,7
21390,0,41,0,30,4,2.0,0.3,21,,T,20.0,53,70,31,354,U,13,17.0,7
77834,0,17,2,35,1,4.0,0.0,29,78.0,S,10.0,65,448,89,1117,H,20,18.0,2
1799,1,27,0,35,4,5.0,0.6,32,,C,9.0,88,358,83,860,H,13,16.0,8
185197,1,11,0,19,2,2.0,0.222,18,87.0,S,5.0,43,413,48,4430,H,23,18.0,4
83683,0,05,0,35,4,4.0,0.455,16,39.0,U,5.0,36,360,83,799,H,44,16.0,10
66223,1,16,0,38,1,3.0,0.0,21,39.0,S,15.0,51,319,93,870,H,29,18.0,1
22176,1,53,0,31,2,,0.4,28,,R,13.0,71,163,79,474,U,42,20.0,4
66296,0,21,0,0,4,4.0,0.714,17,81.0,S,1.0,43,370,75,585,U,0,19.0,7
38838,0,09,0,27,3,4.0,0.286,11,35.0,U,10.0,28,476,75,1565,H,21,18.0,4
140927,0,18,6,38,4,,0.375,15,65.0,S,10.0,45,289,90,784,U,20,18.0,6
26979,0,41,0,19,2,1.0,0.143,20,83.0,T,15.0,50,404,90,639,H,29,24.0,2
150377,0,18,0,25,1,6.0,0.333,6,53.0,S,24.0,15,457,76,2230,H,32,20.0,1
34863,0,36,0,25,4,,0.455,33,63.0,T,6.0,73,209,80,470,U,66,18.0,7
48547,0,44,0,42,1,,0.2,12,,R,15.0,35,378,93,823,U,43,20.0,1
126888,1,40,2,31,1,6.0,0.0,5,41.0,T,20.0,14,320,67,764,H,18,,0
152633,0,24,3,37,1,4.0,0.143,24,87.0,C,10.0,61,464,75,2449,H,53,36.0,1
42068,1,37,0,45,4,2.0,0.5,15,79.0,T,10.0,36,199,92,645,H,62,15.0,7
82805,0,16,0,35,1,4.0,0.2,17,36.0,S,16.0,42,452,89,894,H,7,26.0,3
119383,0,24,0,33,1,5.0,0.1,31,71.0,C,17.0,74,694,96,1674,H,46,26.0,2
120910,1,09,0,24,2,4.0,0.182,20,55.0,U,40.0,48,150,35,563,H,9,22.0,4
110308,1,24,0,44,3,7.0,0.0,13,60.0,C,10.0,31,554,69,1384,H,66,18.0,3
147206,0,09,1,15,2,,0.5,8,,U,15.0,18,133,10,2188,U,31,16.0,2
184622,0,18,8,30,4,4.0,0.4,9,68.0,S,10.0,22,370,51,831,H,0,15.0,4
37792,0,11,0,30,1,5.0,0.0,5,59.0,S,15.0,12,350,62,1121,H,37,20.0,1
102967,0,27,1,36,1,4.0,0.1,22,39.0,C,16.0,55,233,81,675,U,39,21.0,2
58918,0,36,0,44,1,3.0,0.0,22,66.0,T,15.0,51,201,81,493,H,47,21.0,2
57982,0,39,0,30,1,5.0,0.222,31,47.0,T,10.0,80,375,86,547,H,30,32.0,2
66037,1,35,0,28,3,7.0,0.0,19,49.0,T,17.0,47,576,86,1478,H,14,18.0,2
148841,0,06,0,30,2,2.0,0.182,34,76.0,U,10.0,79,438,84,2046,H,45,20.0,3
55038,0,47,0,25,4,5.0,0.333,27,49.0,R,5.0,68,179,66,399,H,34,15.0,5
133932,1,51,0,39,4,,0.333,22,,R,6.0,58,55,0,0,U,37,17.0,6
29205,0,39,0,23,1,3.0,0.2,31,66.0,T,10.0,70,222,45,597,H,13,22.0,3
21635,0,51,0,22,2,3.0,0.222,22,,R,10.0,58,187,85,432,U,31,23.0,3
78284,0,16,0,27,1,4.0,0.333,5,25.0,S,15.0,14,330,67,567,U,32,21.0,1
120203,1,46,0,45,1,,0.125,13,62.0,R,20.0,32,334,86,567,U,32,26.0,3
34617,0,20,1,40,3,1.0,0.222,24,73.0,S,10.0,63,255,67,820,H,43,17.0,4
180351,0,24,0,35,2,4.0,0.364,33,64.0,C,18.0,80,458,77,1174,U,57,16.0,4
65635,0,18,0,20,1,,0.111,31,62.0,S,25.0,75,473,92,860,U,19,24.0,1
71078,1,38,0,25,4,1.0,0.091,16,80.0,T,11.0,38,261,59,562,U,17,18.0,5
161249,0,46,0,42,1,,0.125,12,70.0,R,17.0,30,263,85,1375,U,55,25.0,2
40977,0,36,0,34,1,2.0,0.0,27,59.0,T,25.0,62,231,88,700,H,52,18.0,1
181698,0,24,4,38,1,5.0,0.286,11,47.0,C,15.0,26,461,81,999,H,13,20.0,2
64872,1,18,0,27,4,5.0,0.4,15,67.0,S,12.0,37,463,79,1189,U,37,17.0,6
74615,1,26,4,34,3,1.0,0.273,32,86.0,C,10.0,73,155,36,500,U,31,19.0,6
38759,0,09,0,21,1,,0.111,20,54.0,U,20.0,52,249,21,699,U,24,20.0,2
118227,0,22,0,19,3,4.0,0.375,18,,C,15.0,50,197,45,530,U,33,15.0,4
118787,0,27,0,22,1,,0.333,7,,C,25.0,17,399,84,689,U,39,21.0,1
189408,0,51,1,32,3,2.0,0.333,20,64.0,R,7.0,50,102,41,350,U,36,22.0,4
8118,0,15,0,15,2,7.0,0.091,26,51.0,S,15.0,110,263,28,3230,H,39,15.0,2
13554,0, .,0,0,2,4.0,0.182,19,,?,10.0,56,346,89,755,H,0,22.0,4
130234,0,21,0,31,1,,0.5,6,54.0,S,25.0,14,234,60,715,U,35,17.0,1
4748,0,52,0,22,4,3.0,0.111,31,76.0,R,14.0,110,801,95,1563,H,64,18.0,3
175906,0,20,0,39,4,1.0,0.5,28,,S,5.0,72,343,62,871,H,38,15.0,8
135246,0,02,0,34,1,,0.0,26,,U,24.0,59,448,93,842,U,32,24.0,1
109675,0,50,0,23,1,,0.143,14,67.0,R,15.0,37,188,56,650,U,4,19.0,1
19885,0,40,39,39,1,3.0,0.143,26,62.0,T,12.0,64,316,59,674,H,6,18.0,2
148029,0,13,0,35,1,7.0,0.111,27,59.0,S,10.0,62,813,95,4727,H,35,26.0,2
148061,0,11,0,32,1,,0.0,18,56.0,S,25.0,44,353,81,1417,U,45,19.0,1
159868,1,30,2,40,2,5.0,0.182,33,74.0,C,15.0,77,343,77,714,H,38,18.0,5
10565,0,10,0,23,3,1.0,0.2,25,80.0,U,5.0,93,237,54,400,U,36,17.0,6
146940,1,03,0,29,1,7.0,0.25,24,87.0,U,15.0,58,518,39,5679,H,44,21.0,2
6388,1,02,0,17,1,4.0,0.2,25,75.0,U,14.0,89,334,57,2723,H,33,16.0,3
141742,1,40,0,37,3,7.0,0.25,8,69.0,T,10.0,17,497,96,1167,H,30,20.0,2
36690,1,13,0,0,1,,0.333,14,,S,15.0,38,682,96,1631,U,0,24.0,2
182951,0,30,0,31,2,1.0,0.111,25,,C,25.0,56,164,37,444,H,23,18.0,3
31572,0,28,0,0,2,1.0,0.2,16,,C,15.0,39,296,63,759,U,0,23.0,4
6034,0, .,0,0,1,3.0,0.25,19,,?,20.0,74,523,84,1007,U,0,20.0,2
178230,0,26,0,30,4,,0.7,16,64.0,C,8.0,37,348,51,984,U,19,16.0,7
65433,0,20,0,19,2,1.0,0.3,20,77.0,S,10.0,52,321,50,777,H,28,21.0,3
180409,0,25,0,39,1,4.0,0.0,23,,C,19.0,63,307,61,943,U,27,23.0,2
18910,0,49,0,25,1,4.0,0.0,13,53.0,R,17.0,29,291,83,577,U,24,26.0,1
91744,0,14,0,25,2,5.0,0.0,25,53.0,S,15.0,69,675,98,1825,H,21,19.0,1
56541,0,13,0,35,1,3.0,0.0,11,27.0,S,24.0,22,317,75,791,H,54,18.0,2
92802,1,01,0,15,1,,0.182,18,55.0,U,20.0,45,0,0,0,U,11,17.0,2
111852,0,41,0,23,3,,0.273,17,,T,25.0,42,225,49,390,U,20,19.0,6
182000,0,05,0,54,1,4.0,0.0,29,81.0,U,12.0,70,319,87,697,H,24,18.0,2
103310,0,25,0,17,1,7.0,0.111,27,82.0,C,25.0,65,210,40,653,H,13,23.0,1
11494,1,35,0,28,4,,1.0,14,32.0,T,5.0,52,469,89,1229,U,22,17.0,6
101492,0,36,0,34,3,5.0,0.125,13,61.0,T,10.0,31,175,47,312,U,26,19.0,3
30718,0,35,0,46,1,6.0,0.5,5,41.0,T,15.0,13,713,94,2292,H,59,17.0,1
98936,0,36,0,31,2,6.0,0.4,17,69.0,T,20.0,36,213,68,423,H,42,23.0,2
59808,0,35,0,32,4,5.0,0.364,32,,T,10.0,87,318,84,557,H,21,22.0,6
49059,0,45,0,28,1,4.0,0.0,6,37.0,R,15.0,13,221,65,459,U,44,16.0,1
69054,0,24,0,34,3,5.0,0.125,26,,C,10.0,65,530,92,1229,H,26,15.0,3
1154,0,08,0,19,1,,0.333,10,78.0,U,20.0,29,403,50,1131,U,20,24.0,2
175575,0,21,2,39,1,,0.286,10,,S,15.0,25,240,89,528,U,51,16.0,2
49968,0,38,20,29,3,5.0,0.25,21,77.0,T,17.0,52,218,44,435,H,22,21.0,4
120720,1,53,1,31,2,7.0,0.1,16,,R,10.0,40,151,77,214,U,54,20.0,1
11511,0,23,0,54,1,2.0,0.273,30,81.0,C,15.0,96,313,62,1125,H,64,16.0,3
62362,0,11,0,23,2,7.0,0.222,18,56.0,S,20.0,44,410,59,1082,H,9,16.0,3
7952,0,17,0,27,1,2.0,0.0,25,77.0,S,12.0,90,517,90,1874,U,23,26.0,1
62776,0,42,0,34,1,,0.1,16,,R,25.0,36,448,95,809,U,17,23.0,1
138833,0,41,0,0,4,3.0,0.143,13,75.0,T,9.0,34,225,76,661,H,0,18.0,4
141361,0,10,8,33,2,4.0,0.0,18,73.0,U,25.0,47,209,34,654,H,23,15.0,2
27532,0,40,2,31,1,5.0,0.0,20,71.0,T,25.0,48,417,92,718,H,9,28.0,1
157807,1,14,1,33,2,6.0,0.111,20,73.0,S,13.0,52,581,88,2559,H,23,17.0,2
183207,0,18,0,31,1,4.0,0.333,12,56.0,S,15.0,30,395,83,737,H,20,24.0,3
157245,0,14,0,25,1,,0.2,9,26.0,S,100.0,22,794,90,5546,U,41,24.0,1
13044,0,28,0,27,1,7.0,0.333,7,45.0,C,100.0,34,370,76,779,H,82,21.0,1
53753,1,11,0,37,1,6.0,0.0,28,44.0,S,20.0,70,534,81,1239,H,27,19.0,2
127963,0,31,0,0,1,,0.333,5,,C,15.0,14,185,65,288,U,0,20.0,1
110094,1,33,0,27,2,3.0,0.286,18,44.0,C,15.0,45,194,37,421,H,44,16.0,2
114820,1,39,2,35,3,,0.444,17,,T,10.0,47,240,88,459,U,14,19.0,5
64391,0,31,1,23,1,2.0,0.3,30,35.0,C,11.0,79,181,35,757,U,27,15.0,5
180505,1,40,2,43,1,4.0,0.091,26,76.0,T,15.0,61,340,88,935,H,39,18.0,3
4879,0,36,0,37,1,5.0,0.222,31,53.0,T,20.0,101,214,69,483,U,53,21.0,2
108785,0,36,0,24,1,5.0,0.222,14,49.0,T,15.0,33,176,41,514,U,37,16.0,3
29111,0,43,0,22,3,,0.5,10,,R,10.0,24,238,66,595,U,33,16.0,4
62927,0,21,0,38,2,2.0,0.286,19,,S,8.0,48,265,38,391,U,0,20.0,4
44517,0,37,0,49,3,2.0,0.1,32,81.0,T,10.0,76,189,90,604,H,52,23.0,2
100933,0,24,2,29,2,4.0,0.25,14,65.0,C,15.0,33,457,80,943,H,12,21.0,3
60884,1,20,0,49,4,3.0,0.333,12,,S,20.0,35,414,97,813,H,54,16.0,5
191672,0,31,0,42,4,2.0,0.375,29,84.0,C,5.0,68,104,15,366,U,33,17.0,5
96505,0,46,0,45,4,7.0,0.182,29,72.0,R,17.0,70,358,91,1276,H,43,16.0,6
114472,0,30,0,20,1,2.0,0.1,30,56.0,C,17.0,69,154,57,391,H,0,18.0,2
167733,0,34,0,26,2,,0.0,16,,T,10.0,37,0,0,0,U,7,19.0,3
138169,0,27,0,26,3,4.0,0.25,14,35.0,C,10.0,33,254,42,657,H,53,20.0,4
108506,0,12,0,39,1,2.0,0.333,9,39.0,S,16.0,24,355,91,847,H,42,23.0,2
94660,0,05,0,28,1,2.0,0.1,18,53.0,U,50.0,43,385,81,804,H,52,17.0,2
72757,1,49,0,29,1,3.0,0.125,18,86.0,R,21.0,49,344,88,559,H,33,24.0,1
6403,1,27,0,24,1,4.0,0.333,30,70.0,C,10.0,126,311,59,677,H,28,20.0,3
80577,1, .,0,0,2,4.0,0.273,17,37.0,?,13.0,38,270,70,466,H,0,21.0,4
188644,0,17,9,30,1,4.0,0.0,13,39.0,S,10.0,30,480,95,1151,H,10,19.0,2
57412,0,12,0,20,1,5.0,0.0,5,27.0,S,15.0,13,484,92,910,H,18,16.0,1
74625,0,30,0,35,1,,0.222,21,59.0,C,15.0,48,224,75,380,U,38,23.0,3
5601,0,13,0,29,2,7.0,0.182,27,45.0,S,25.0,109,732,90,3675,H,33,18.0,3
28141,0,15,0,27,1,1.0,0.167,11,,S,25.0,30,333,43,5498,U,49,18.0,1
20045,0,32,12,46,1,,0.0,9,,C,17.0,23,237,74,516,U,17,26.0,2
23640,0,42,0,62,1,7.0,0.143,11,43.0,R,15.0,30,318,83,680,H,74,18.0,2
18568,0,41,0,25,1,4.0,0.5,5,40.0,T,15.0,12,228,50,449,H,21,16.0,1
47705,0,51,0,23,4,,0.6,9,,R,7.0,20,179,76,367,U,48,15.0,5
95481,0,35,0,26,1,,0.1,24,84.0,T,20.0,57,581,98,1158,U,19,22.0,2
169678,1,12,1,29,1,6.0,0.182,16,73.0,S,16.0,35,504,77,1856,H,34,18.0,3
175438,1,04,0,30,1,,0.3,28,77.0,U,31.0,67,129,4,925,U,27,24.0,3
170098,1,48,2,43,1,,0.333,8,69.0,R,15.0,27,183,73,877,U,52,24.0,1
64463,0,45,0,26,4,,0.667,14,,R,11.0,41,278,73,439,U,43,15.0,7
183372,0,45,0,24,4,2.0,0.6,15,33.0,R,5.0,32,203,57,513,H,37,17.0,8
20194,1,41,0,32,4,7.0,0.8,9,61.0,T,7.0,24,211,71,399,H,32,15.0,5
100509,0,13,0,36,1,6.0,0.143,17,56.0,S,25.0,47,570,96,1266,H,35,21.0,1
179735,1,11,0,29,1,,0.333,6,66.0,S,20.0,15,377,77,1350,U,34,21.0,1
8085,0,28,0,40,3,,0.25,24,72.0,C,5.0,70,327,91,808,U,55,21.0,3
149107,0,34,0,33,1,,0.222,24,,T,125.0,60,515,63,5687,U,31,17.0,2
73002,0,40,0,34,1,6.0,0.0,9,54.0,T,22.0,23,366,63,709,H,27,18.0,2
55341,0,21,0,32,1,2.0,0.143,27,77.0,S,10.0,70,265,59,396,H,50,18.0,2
9553,0,41,0,35,1,1.0,0.0,22,72.0,T,15.0,68,134,71,478,U,45,26.0,1
169056,0,42,0,29,2,6.0,0.25,27,60.0,R,17.0,62,314,41,675,H,10,16.0,2
125273,0,22,0,35,1,5.0,0.1,16,55.0,C,27.0,39,359,72,741,H,45,17.0,1
83681,0,02,0,19,1,4.0,0.25,6,34.0,U,15.0,16,277,70,447,H,8,24.0,1
176680,1,24,0,42,3,5.0,0.333,15,50.0,C,6.0,37,222,41,834,U,29,21.0,3
28008,0,24,0,24,1,7.0,0.0,23,53.0,C,20.0,60,372,54,983,H,30,18.0,1
57107,0,45,0,27,1,1.0,0.4,8,,R,15.0,20,215,66,435,U,43,15.0,2
177069,0,41,0,36,1,2.0,0.222,26,80.0,T,25.0,51,202,72,428,U,32,18.0,2
29342,1, .,0,0,3,,0.2,15,,?,6.0,34,278,85,618,U,0,17.0,3
170279,0,35,0,30,3,7.0,0.286,21,40.0,T,15.0,57,506,82,2408,H,32,18.0,3
8657,1,20,0,24,1,,0.25,24,76.0,S,15.0,86,353,59,1734,U,48,15.0,2
100736,0,08,2,23,1,3.0,0.167,10,33.0,U,20.0,22,327,88,621,H,0,15.0,2
162945,1,10,0,32,4,1.0,0.273,28,85.0,U,5.0,71,132,1,0,U,27,18.0,8
190614,1,14,0,27,4,,0.75,9,,S,7.0,19,572,96,1159,U,11,15.0,6
19020,1,34,0,31,3,4.0,0.2,15,69.0,T,10.0,39,450,82,1588,H,24,17.0,3
104900,0,12,1,34,4,5.0,0.25,12,,S,5.0,28,82,25,220,U,17,15.0,6
103329,0,24,0,38,2,,0.0,20,66.0,C,15.0,52,373,85,771,U,41,19.0,2
168884,0,31,0,31,3,4.0,0.5,10,58.0,C,10.0,24,186,29,738,H,44,17.0,4
143714,0,10,2,26,3,1.0,0.5,10,77.0,U,10.0,24,93,1,1044,H,32,15.0,3
114760,0,24,0,45,1,6.0,0.0,12,63.0,C,16.0,30,600,92,1048,H,34,25.0,1
115528,0,35,0,0,1,5.0,0.0,16,42.0,T,15.0,50,425,98,1074,H,0,,0
100951,0,24,2,29,1,,0.125,30,48.0,C,14.0,75,566,95,1198,U,12,19.0,2
