CONTROL_NUMBER,DONATED,CLUSTER_CODE,RECENT_RESPONSE_COUNT,RECENCY_STATUS_96NK,LIFETIME_MIN_GIFT_AMT,LIFETIME_GIFT_COUNT,MONTHS_SINCE_LAST_GIFT,LIFETIME_CARD_PROM,LIFETIME_MAX_GIFT_AMT,RECENT_AVG_GIFT_AMT,LIFETIME_PROM,DONOR_AGE,MONTHS_SINCE_FIRST_GIFT,MONTHS_SINCE_LAST_PROM_RESP,URBANICITY,CARD_PROM_12,FILE_AVG_GIFT,LAST_GIFT_AMT,LIFETIME_AVG_GIFT_AMT
24902,1,36,2,A,4.0,6,18,14,10.0,10.0,39,,56,18.0,T,6,7.17,10.0,7.17
161023,1,42,1,A,10.0,7,24,26,20.0,20.0,61,69.0,120,24.0,R,4,14.86,20.0,14.86
57593,1,51,5,S,2.0,19,17,32,20.0,8.4,76,,122,17.0,R,6,5.74,20.0,5.74
29342,1, .,3,A,5.0,7,15,15,10.0,7.67,34,,40,17.0,?,6,7.29,6.0,7.29
164984,0,13,1,N,20.0,1,24,6,20.0,20.0,15,47.0,24,24.0,S,3,20.0,20.0,20.0
178290,1,15,5,S,3.0,16,22,20,7.0,6.2,50,,64,22.0,S,5,5.38,5.0,5.38
31065,0,50,1,F,15.0,1,20,5,15.0,15.0,13,,20,20.0,R,3,15.0,15.0,15.0
98033,1,53,1,A,10.0,3,17,15,20.0,20.0,38,78.0,56,17.0,R,6,14.67,20.0,14.67
54301,0,45,2,A,10.0,2,19,9,20.0,15.0,25,,33,19.0,R,4,15.0,20.0,15.0
144846,0, .,2,N,35.0,2,20,9,40.0,37.5,23,33.0,23,20.0,?,6,37.5,40.0,37.5
83990,0,18,3,A,10.0,3,26,10,20.0,15.0,21,,32,26.0,S,3,15.0,20.0,15.0
143528,1,01,7,S,4.0,21,19,25,11.0,10.0,58,48.0,129,19.0,U,6,7.52,10.0,7.52
12474,1,40,3,S,5.0,14,18,16,15.0,13.33,60,74.0,79,21.0,T,4,8.0,6.0,8.0
75490,0,36,3,A,5.0,9,16,30,15.0,10.0,69,86.0,129,16.0,T,6,11.44,11.0,11.44
116289,0,14,4,A,5.0,15,25,25,18.0,16.5,62,67.0,81,25.0,S,6,14.27,18.0,14.27
69885,0,46,2,A,5.0,2,22,8,15.0,10.0,21,68.0,29,22.0,R,4,10.0,15.0,10.0
36580,0,12,1,F,20.0,1,16,6,20.0,20.0,14,41.0,16,16.0,S,5,20.0,20.0,20.0
122295,0,10,2,A,5.0,5,21,17,20.0,18.0,43,,57,21.0,U,6,12.2,16.0,12.2
101029,0,39,1,A,10.0,3,19,15,25.0,25.0,45,62.0,63,19.0,T,6,18.33,25.0,18.33
21746,1,53,3,S,8.0,11,17,27,13.0,11.0,63,49.0,105,17.0,R,6,10.36,13.0,10.36
39283,0,34,3,S,5.0,15,21,24,16.0,12.67,65,81.0,88,21.0,T,6,12.07,12.0,12.07
20773,1,47,8,S,3.0,22,22,22,6.0,5.0,53,,64,22.0,R,6,4.91,5.0,4.91
115528,0,35,0,A,10.0,4,16,16,15.0,0.0,50,42.0,63,,T,4,13.75,15.0,13.75
162610,0,17,4,A,10.0,4,18,11,12.0,11.0,24,,29,18.0,S,6,11.0,12.0,11.0
115585,0,14,1,F,20.0,1,20,6,20.0,20.0,16,55.0,20,20.0,S,4,20.0,20.0,20.0
24746,0,36,6,A,5.0,10,18,19,12.0,10.33,51,73.0,61,18.0,T,6,9.4,10.0,9.4
77224,0,40,0,A,2.0,7,27,18,16.0,0.0,68,,113,,T,4,8.14,16.0,8.14
178298,0,11,1,F,25.0,1,16,6,25.0,25.0,14,,16,16.0,S,5,25.0,25.0,25.0
179021,0,17,3,A,5.0,4,23,12,12.0,8.33,28,39.0,35,23.0,S,6,9.25,10.0,9.25
110094,1,33,2,A,5.0,5,16,18,15.0,12.5,45,44.0,105,16.0,C,6,10.0,15.0,10.0
63739,0,43,6,S,5.0,19,22,26,14.0,11.33,61,70.0,91,22.0,R,6,11.16,11.0,11.16
150043,1,14,1,N,20.0,1,24,6,20.0,20.0,16,65.0,24,24.0,S,3,20.0,20.0,20.0
125453,0,39,1,F,15.0,1,17,5,15.0,15.0,13,51.0,17,17.0,T,4,15.0,15.0,15.0
41463,0,21,1,F,20.0,1,20,6,20.0,20.0,14,43.0,20,20.0,S,4,20.0,20.0,20.0
183476,1,40,6,A,5.0,13,18,23,25.0,12.83,57,47.0,76,18.0,T,6,11.08,25.0,11.08
88434,0,14,3,A,5.0,4,20,14,25.0,18.33,35,47.0,45,20.0,S,6,15.0,25.0,15.0
64444,0,44,1,A,5.0,2,18,8,20.0,20.0,21,57.0,35,18.0,R,4,12.5,20.0,12.5
145899,1,17,3,A,10.0,3,21,11,20.0,14.0,26,,32,21.0,S,6,14.0,20.0,14.0
73513,0,39,5,A,3.0,7,16,14,20.0,13.2,35,45.0,41,16.0,T,6,10.57,20.0,10.57
162593,1,13,2,A,5.0,7,18,23,15.0,14.0,55,47.0,103,18.0,S,6,9.29,15.0,9.29
133042,1,51,2,N,25.0,2,17,8,30.0,27.5,19,84.0,21,17.0,R,6,27.5,30.0,27.5
43251,0,33,3,A,2.0,23,21,28,12.0,10.67,63,,105,21.0,C,5,6.78,12.0,6.78
94473,1,18,2,A,5.0,10,25,26,20.0,20.0,63,50.0,93,25.0,S,6,12.7,20.0,12.7
27714,1,24,3,S,5.0,12,15,21,10.0,8.0,57,59.0,81,15.0,C,5,6.83,10.0,6.83
894,1,27,10,S,5.0,34,4,36,25.0,19.4,105,57.0,64,12.0,C,11,17.06,21.0,17.06
101492,0,36,3,A,5.0,5,18,13,10.0,9.0,31,61.0,39,19.0,T,6,8.4,10.0,8.4
43748,0,28,1,E,20.0,6,25,19,50.0,25.0,38,,110,25.0,C,2,34.17,25.0,34.17
162099,0,02,2,A,5.0,3,18,11,30.0,17.5,24,47.0,29,18.0,U,6,15.0,30.0,15.0
136522,0,15,1,A,5.0,19,18,26,30.0,25.0,63,74.0,79,32.0,S,6,23.79,25.0,23.79
70098,0,32,5,S,3.0,39,19,32,7.0,6.0,78,65.0,130,19.0,C,5,4.26,6.0,4.26
178618,0,17,2,L,5.0,10,15,30,20.0,19.5,62,55.0,128,15.0,S,5,12.3,20.0,12.3
117743,0,53,2,A,1.0,6,18,16,20.0,10.5,44,59.0,89,18.0,R,6,7.17,20.0,7.17
155257,0,48,3,S,2.0,12,16,23,15.0,8.67,61,,105,16.0,R,6,7.08,9.0,7.08
74797,0,38,2,A,5.0,10,25,20,50.0,32.5,41,37.0,96,25.0,T,5,22.7,15.0,22.7
111346,0,50,2,A,15.0,2,25,10,21.0,18.0,24,,35,25.0,R,4,18.0,21.0,18.0
2244,0,17,3,A,10.0,9,6,25,25.0,18.33,70,53.0,75,21.0,S,11,17.78,20.0,17.78
80293,0,49,1,A,5.0,8,20,23,21.0,21.0,58,70.0,83,20.0,R,6,10.38,21.0,10.38
72747,0,44,6,A,6.0,8,22,16,9.0,7.67,35,41.0,44,22.0,R,6,7.5,7.0,7.5
68669,1,20,2,A,4.0,2,21,8,15.0,9.5,20,79.0,30,21.0,S,4,9.5,15.0,9.5
174176,0,13,4,A,5.0,6,16,14,10.0,10.0,38,77.0,54,16.0,S,6,9.17,10.0,9.17
44505,0,37,3,A,5.0,3,15,8,15.0,8.33,21,,29,15.0,T,4,8.33,15.0,8.33
31711,0, .,3,A,10.0,7,18,16,20.0,20.0,39,43.0,44,18.0,?,6,18.57,20.0,18.57
52230,0,51,6,S,4.0,23,15,22,8.0,5.83,51,36.0,67,15.0,R,5,5.91,7.0,5.91
90120,0,24,1,F,25.0,1,17,6,25.0,25.0,14,45.0,17,17.0,C,5,25.0,25.0,25.0
20017,0,44,4,A,10.0,7,15,22,30.0,22.5,53,37.0,67,15.0,R,6,21.43,10.0,21.43
151129,0,06,1,F,15.0,1,20,5,15.0,15.0,13,33.0,20,20.0,U,3,15.0,15.0,15.0
155749,0,46,2,A,3.0,6,18,21,25.0,22.5,50,55.0,66,18.0,R,6,10.5,25.0,10.5
28669,0,17,2,A,10.0,2,25,10,15.0,12.5,24,48.0,35,25.0,S,4,12.5,15.0,12.5
105042,0,49,1,A,3.0,6,17,24,62.0,62.0,54,,117,17.0,R,6,19.94,62.0,19.94
125984,0,52,5,A,10.0,5,17,11,20.0,15.8,27,,29,17.0,R,6,15.8,17.0,15.8
50757,0,23,2,A,5.0,11,18,33,50.0,50.0,72,64.0,126,18.0,C,6,32.27,50.0,32.27
95582,1,26,2,A,15.0,2,24,9,15.0,15.0,22,,29,24.0,C,4,15.0,15.0,15.0
13027,0,36,4,N,3.0,15,5,13,15.0,6.75,66,71.0,80,17.0,T,8,6.67,5.0,6.67
159310,0,35,2,A,5.0,5,17,19,25.0,17.5,49,57.0,64,17.0,T,6,17.0,25.0,17.0
42753,0,29,6,S,10.0,7,20,13,15.0,12.33,30,,33,20.0,C,6,12.0,12.0,12.0
101283,0,53,2,E,2.0,19,15,24,16.0,16.0,64,71.0,112,15.0,R,2,10.79,16.0,10.79
185821,0,39,2,A,5.0,5,9,15,30.0,25.0,43,34.0,44,15.0,T,6,17.2,20.0,17.2
167401,0,03,2,A,5.0,3,19,14,25.0,15.0,33,52.0,35,19.0,U,6,18.33,25.0,18.33
24482,0,22,4,A,5.0,5,16,13,15.0,10.0,33,57.0,41,16.0,C,5,9.0,15.0,9.0
170411,0,36,1,A,5.0,8,17,24,16.0,15.0,60,75.0,102,17.0,T,4,10.38,15.0,10.38
73699,1,12,3,S,5.0,7,17,19,20.0,12.67,48,46.0,56,17.0,S,6,11.29,12.0,11.29
150970,1,06,1,N,20.0,1,23,6,20.0,20.0,16,51.0,23,23.0,U,3,20.0,20.0,20.0
106161,1,53,8,S,2.0,29,16,31,8.0,4.75,69,65.0,130,16.0,R,4,4.97,6.0,4.97
103219,0,49,2,A,10.0,2,19,9,16.0,13.0,22,55.0,31,19.0,R,4,13.0,16.0,13.0
108781,1,34,1,A,10.0,4,18,16,21.0,21.0,38,71.0,53,24.0,T,6,15.25,15.0,15.25
89723,0,13,2,A,5.0,11,19,19,19.0,17.0,44,79.0,125,19.0,S,4,10.09,15.0,10.09
85610,0,41,2,A,5.0,5,19,19,21.0,18.0,49,70.0,63,19.0,T,6,11.2,21.0,11.2
63147,0,40,4,S,5.0,12,17,21,22.0,18.5,56,85.0,65,17.0,T,6,11.92,20.0,11.92
187959,1,40,4,E,3.0,34,19,14,13.0,9.5,34,,80,19.0,T,2,7.5,11.0,7.5
160292,1,52,2,A,5.0,27,18,26,16.0,15.0,64,84.0,128,18.0,R,4,10.89,16.0,10.89
85067,0,45,2,N,10.0,2,19,9,20.0,15.0,20,69.0,24,19.0,R,6,15.0,10.0,15.0
91795,0,26,2,S,5.0,33,15,22,11.0,10.0,61,,113,15.0,C,3,8.21,10.0,8.21
151518,1,40,2,A,10.0,4,20,15,15.0,15.0,36,53.0,43,20.0,T,6,12.5,15.0,12.5
172292,0, .,2,S,3.0,20,16,25,15.0,12.5,69,,97,16.0,?,6,10.25,15.0,10.25
179695,0,05,2,A,3.0,14,18,26,20.0,8.5,66,60.0,101,21.0,U,6,7.36,15.0,7.36
74552,1,36,6,A,2.0,9,18,12,6.0,4.67,28,,32,21.0,T,6,4.56,6.0,4.56
111203,0,39,8,S,2.0,23,15,24,6.0,4.38,63,,83,15.0,T,5,3.43,6.0,3.43
70955,0,44,4,A,10.0,4,15,11,12.0,10.5,24,79.0,30,15.0,R,6,10.5,10.0,10.5
157298,0,11,1,F,20.0,1,17,5,20.0,20.0,13,,17,17.0,S,4,20.0,20.0,20.0
75554,0,45,6,S,3.0,21,15,33,13.0,10.0,80,,123,15.0,R,6,9.33,10.0,9.33
72801,0,51,3,S,5.0,10,17,20,15.0,13.0,52,,77,17.0,R,6,9.3,15.0,9.3
138100,0,26,2,A,5.0,10,15,22,18.0,14.0,46,7.0,112,15.0,C,4,10.7,18.0,10.7
51467,1,30,5,A,5.0,5,18,13,14.0,8.6,25,,30,18.0,C,6,8.6,14.0,8.6
42958,0,23,5,S,5.0,5,15,10,10.0,6.8,27,42.0,32,15.0,C,5,6.8,10.0,6.8
169895,1,23,1,A,10.0,5,19,22,30.0,25.0,54,52.0,111,19.0,C,6,20.0,25.0,20.0
163911,0,02,6,N,4.0,7,16,11,12.0,10.67,25,,27,16.0,U,6,9.71,10.0,9.71
40113,0,23,1,F,10.0,2,15,6,25.0,10.0,15,81.0,16,16.0,C,5,17.5,25.0,17.5
130658,0,15,2,A,5.0,6,16,16,15.0,12.0,47,47.0,71,16.0,S,4,9.0,15.0,9.0
155266,1,30,11,S,3.0,54,18,35,22.0,12.09,91,,129,18.0,C,5,9.46,13.0,9.46
143703,0,09,2,A,20.0,2,21,12,25.0,22.5,30,,33,21.0,U,6,22.5,25.0,22.5
36528,1,19,1,A,10.0,4,18,19,50.0,50.0,51,74.0,89,18.0,S,6,25.0,50.0,25.0
99546,0,43,6,S,4.0,25,18,28,10.0,7.83,68,55.0,102,18.0,R,5,6.44,7.0,6.44
189266,0,15,2,A,1.0,18,4,31,19.0,11.0,73,87.0,124,16.0,S,6,6.89,19.0,6.89
125475,0,30,3,S,5.0,10,18,13,22.0,18.33,31,73.0,63,18.0,C,4,15.7,13.0,15.7
17636,0,22,2,A,5.0,6,18,22,20.0,20.0,53,,74,18.0,C,6,16.67,20.0,16.67
143489,0,04,1,F,20.0,1,21,6,20.0,20.0,14,85.0,21,21.0,U,4,20.0,20.0,20.0
90476,0,22,3,A,25.0,8,18,21,50.0,41.67,48,49.0,56,18.0,C,6,35.0,50.0,35.0
26206,0,14,2,A,7.0,15,19,30,20.0,17.0,74,,128,19.0,S,6,10.87,20.0,10.87
50137,0,34,3,S,2.0,25,19,33,20.0,15.0,84,,127,19.0,T,6,9.08,16.0,9.08
65139,0,40,2,A,10.0,2,18,9,20.0,15.0,23,43.0,33,18.0,T,4,15.0,20.0,15.0
113797,0,35,1,A,10.0,5,20,14,15.0,15.0,43,78.0,78,20.0,T,4,11.8,15.0,11.8
166173,0,10,1,F,20.0,1,18,5,20.0,20.0,13,33.0,18,18.0,U,4,20.0,20.0,20.0
20347,0,49,1,F,15.0,1,18,5,15.0,15.0,14,,18,18.0,R,4,15.0,15.0,15.0
147801,0,13,1,A,5.0,17,18,29,14.0,14.0,70,85.0,129,18.0,S,4,7.24,14.0,7.24
83094,1,39,2,A,10.0,5,18,18,18.0,17.0,48,85.0,77,18.0,T,6,13.6,18.0,13.6
74962,0,44,3,N,5.0,3,17,8,10.0,8.33,18,58.0,20,17.0,R,6,8.33,10.0,8.33
36697,0,13,1,A,5.0,5,25,15,15.0,15.0,41,35.0,64,25.0,S,4,7.4,15.0,7.4
67388,0,05,2,A,5.0,4,18,15,17.0,16.0,37,49.0,54,18.0,U,6,11.5,17.0,11.5
92885,0,10,2,A,3.0,7,15,17,11.0,8.0,42,69.0,77,17.0,U,4,6.85,6.0,6.85
66187,1,16,2,N,10.0,2,16,8,20.0,15.0,19,,20,16.0,S,6,15.0,20.0,15.0
11378,0,18,1,A,2.0,17,17,27,10.0,10.0,72,,128,17.0,S,4,5.76,10.0,5.76
152537,0,25,1,N,25.0,1,24,7,25.0,25.0,19,,24,24.0,C,4,25.0,25.0,25.0
107787,1,46,6,S,2.0,22,15,18,7.0,6.0,43,77.0,130,15.0,R,3,4.27,6.0,4.27
2950,1,42,2,S,0.0,20,5,21,10.0,8.0,78,,76,19.0,R,6,4.85,5.0,4.85
134169,0,49,4,A,5.0,6,16,16,25.0,18.75,38,65.0,44,16.0,R,6,14.5,25.0,14.5
5144,1,25,3,S,3.0,33,5,29,15.0,12.67,123,,105,18.0,C,11,10.06,10.0,10.06
128927,0,15,1,A,10.0,4,18,16,20.0,20.0,44,30.0,65,18.0,S,6,13.0,20.0,13.0
142783,1,01,3,A,10.0,5,17,16,25.0,21.67,39,84.0,57,17.0,U,4,18.0,25.0,18.0
63660,0,45,5,S,2.0,22,17,27,5.0,3.4,68,,124,17.0,R,5,3.27,3.0,3.27
77260,1,44,5,A,3.0,12,17,25,10.0,10.0,61,70.0,113,17.0,R,6,7.75,10.0,7.75
7852,1,39,3,S,5.0,22,6,31,12.0,8.67,112,,125,16.0,T,7,8.86,7.0,8.86
66532,1,10,4,A,2.0,4,18,10,11.0,5.0,23,29.0,33,18.0,U,4,5.0,2.0,5.0
145472,0,02,3,S,5.0,11,21,26,11.0,7.0,61,45.0,102,21.0,U,5,6.82,11.0,6.82
27264,0,40,5,S,3.0,19,17,32,27.0,11.4,78,67.0,128,17.0,T,6,8.79,11.0,8.79
45166,0,08,7,S,2.0,24,18,30,10.0,5.57,67,37.0,130,18.0,U,6,3.54,5.0,3.54
28405,0,13,4,A,3.0,12,18,24,15.0,11.5,60,,93,18.0,S,6,8.0,10.0,8.0
16329,1,39,5,S,3.0,15,15,26,7.0,5.6,64,50.0,97,15.0,T,5,4.87,5.0,4.87
99803,0,49,5,S,3.0,24,20,24,25.0,15.6,62,50.0,69,20.0,R,6,14.75,17.0,14.75
66223,1,16,1,A,5.0,7,18,21,15.0,15.0,51,39.0,91,18.0,S,4,9.57,15.0,9.57
4878,0,15,2,A,2.0,17,24,33,15.0,15.0,99,,128,24.0,S,6,7.29,15.0,7.29
166115,0,42,3,A,5.0,10,18,17,20.0,14.0,41,71.0,44,18.0,R,6,11.3,20.0,11.3
120189,1,36,1,A,10.0,8,25,30,25.0,25.0,67,,122,25.0,T,6,19.38,25.0,19.38
148949,1,06,2,A,36.0,2,26,11,36.0,36.0,26,73.0,33,26.0,U,5,36.0,36.0,36.0
86867,0,53,2,A,10.0,8,18,26,20.0,15.0,66,,102,18.0,R,6,13.75,20.0,13.75
74422,0,37,2,A,15.0,5,19,22,30.0,27.5,52,57.0,63,19.0,T,6,21.2,30.0,21.2
57022,0,45,1,A,10.0,5,20,16,25.0,25.0,41,,57,20.0,R,6,14.2,25.0,14.2
79395,1,40,4,S,3.0,17,15,29,14.0,12.5,73,52.0,123,15.0,T,6,8.94,12.0,8.94
185689,0,16,2,A,3.0,9,10,29,25.0,22.5,72,83.0,105,20.0,S,8,13.33,12.0,13.33
33359,1,20,6,S,3.0,14,15,29,12.0,10.0,67,61.0,119,15.0,S,6,8.43,10.0,8.43
54125,0,44,3,A,10.0,8,24,26,25.0,20.0,66,43.0,93,24.0,R,6,16.75,25.0,16.75
114721,1,26,1,A,10.0,3,18,11,15.0,15.0,30,,45,18.0,C,4,11.67,15.0,11.67
113404,0,25,1,N,25.0,1,24,7,25.0,25.0,17,57.0,24,24.0,C,4,25.0,25.0,25.0
40013,0,23,2,A,5.0,10,18,22,15.0,12.5,54,85.0,111,18.0,C,5,7.3,10.0,7.3
100857,0,28,1,N,15.0,1,23,5,15.0,15.0,13,55.0,23,23.0,C,3,15.0,15.0,15.0
86779,1,41,5,A,10.0,6,18,13,12.0,10.4,31,,33,18.0,T,6,10.67,12.0,10.67
125934,0,52,3,N,10.0,3,16,9,12.0,10.67,23,37.0,24,16.0,R,6,10.67,12.0,10.67
186472,0,39,1,A,3.0,10,8,18,15.0,15.0,48,31.0,65,18.0,T,7,7.5,5.0,7.5
112480,0,30,6,S,5.0,28,24,28,50.0,34.33,73,,92,24.0,C,6,20.75,35.0,20.75
174281,0, .,2,S,3.0,9,16,17,20.0,15.0,35,,81,16.0,?,5,7.44,20.0,7.44
35355,1,35,7,S,2.0,22,18,27,7.0,5.0,64,86.0,90,19.0,T,6,4.59,5.0,4.59
150241,0,12,2,A,10.0,10,18,25,20.0,19.0,65,,104,18.0,S,4,15.0,20.0,15.0
187362,0,27,3,E,5.0,3,16,5,15.0,11.67,12,,28,16.0,C,2,11.67,15.0,11.67
43734,0,28,2,A,5.0,9,16,18,17.0,16.0,54,70.0,89,16.0,C,4,10.33,17.0,10.33
13126,0,34,2,A,10.0,16,16,31,30.0,25.0,86,81.0,162,18.0,T,6,20.63,25.0,20.63
183793,1,24,3,A,5.0,3,19,10,15.0,10.0,25,,29,19.0,C,6,10.0,15.0,10.0
118692,0,25,1,A,20.0,4,20,15,35.0,35.0,32,,55,20.0,C,6,26.25,35.0,26.25
1196,0,01,7,A,2.0,20,16,33,9.0,4.57,79,32.0,57,16.0,U,11,4.1,5.0,4.1
103365,0,49,1,A,15.0,2,18,10,17.0,17.0,28,58.0,45,18.0,R,4,16.0,17.0,16.0
182670,1,49,6,S,3.0,17,19,22,9.0,4.0,55,74.0,69,19.0,R,6,3.82,6.0,3.82
38579,0,06,2,A,10.0,5,18,15,15.0,12.5,40,72.0,90,18.0,U,5,11.0,15.0,11.0
166000,0,23,2,L,5.0,8,15,23,25.0,22.0,57,,81,15.0,C,6,14.5,25.0,14.5
81600,1,45,4,S,5.0,7,24,15,15.0,12.0,33,,41,24.0,R,6,9.71,13.0,9.71
170268,0,40,1,N,20.0,1,24,6,20.0,20.0,15,41.0,24,24.0,T,3,20.0,20.0,20.0
46305,0,28,2,A,5.0,4,16,10,10.0,7.0,20,69.0,44,16.0,C,4,7.25,7.0,7.25
72506,0,24,3,S,5.0,7,18,20,15.0,15.0,48,74.0,56,18.0,C,6,11.0,15.0,11.0
186912,0,40,1,E,10.0,6,7,17,15.0,15.0,52,47.0,57,15.0,T,5,12.83,15.0,12.83
146331,0,08,4,S,3.0,18,19,32,11.0,10.0,77,,121,19.0,U,6,7.11,10.0,7.11
116423,0,14,3,A,5.0,10,26,21,16.0,14.67,53,,67,26.0,S,5,12.6,16.0,12.6
110799,0,41,1,A,3.0,13,26,30,20.0,15.0,70,81.0,112,26.0,T,5,10.31,15.0,10.31
63771,0,43,2,A,5.0,10,22,28,30.0,30.0,65,,104,22.0,R,6,19.5,30.0,19.5
186795,0, .,3,S,3.0,29,7,15,16.0,11.33,88,82.0,103,18.0,?,5,8.41,10.0,8.41
54902,0,49,1,A,6.0,5,26,18,15.0,15.0,50,,89,26.0,R,4,9.8,15.0,9.8
63557,0,24,3,A,10.0,5,22,15,20.0,20.0,36,49.0,44,22.0,C,6,16.4,20.0,16.4
190342,0,34,3,E,3.0,15,18,17,15.0,14.0,33,57.0,92,18.0,T,2,10.4,15.0,10.4
168714,0,30,3,S,3.0,15,17,30,10.0,9.0,70,75.0,128,17.0,C,6,7.0,9.0,7.0
100904,0,26,4,A,10.0,5,15,13,25.0,15.0,32,76.0,41,15.0,C,4,14.0,15.0,14.0
20721,1,46,5,S,5.0,12,17,22,11.0,10.0,50,39.0,67,17.0,R,6,8.5,11.0,8.5
49356,0,41,2,E,3.0,19,15,28,12.0,7.5,76,76.0,124,15.0,T,3,6.16,10.0,6.16
43532,0,10,3,A,5.0,13,24,26,26.0,22.0,64,,93,24.0,U,6,14.92,26.0,14.92
109548,0,43,2,A,5.0,5,26,16,20.0,17.5,40,42.0,45,26.0,R,5,12.4,20.0,12.4
45084,0,21,2,A,3.0,13,26,22,15.0,11.5,59,41.0,81,26.0,S,4,10.38,11.0,10.38
92861,0,08,1,F,15.0,1,17,5,15.0,15.0,13,69.0,17,17.0,U,4,15.0,15.0,15.0
91966,0,44,2,A,5.0,2,25,8,20.0,12.5,22,,31,25.0,R,4,12.5,20.0,12.5
176680,1,24,3,S,5.0,12,18,15,10.0,7.33,37,50.0,92,21.0,C,4,7.92,6.0,7.92
189200,0,29,1,E,10.0,2,21,7,20.0,20.0,14,,41,21.0,C,2,15.0,20.0,15.0
63457,0,36,3,A,10.0,3,18,11,15.0,13.33,25,82.0,29,18.0,T,6,13.33,15.0,13.33
67103,0,40,4,S,5.0,11,20,26,13.0,9.5,64,38.0,103,20.0,T,5,9.0,9.0,9.0
52420,0,51,1,A,1.0,20,20,28,12.0,12.0,68,71.0,130,20.0,R,4,2.98,12.0,2.98
14218,0,01,1,A,5.0,23,26,33,20.0,10.0,83,67.0,145,26.0,U,5,9.83,10.0,9.83
80577,1, .,4,A,10.0,6,21,17,15.0,12.5,38,37.0,44,21.0,?,6,11.67,13.0,11.67
166109,0,13,2,A,10.0,21,15,30,13.0,10.0,79,75.0,127,15.0,S,5,10.67,10.0,10.67
56598,0,30,4,A,5.0,10,26,20,20.0,12.5,52,39.0,64,26.0,C,5,11.0,15.0,11.0
88329,0,14,2,A,3.0,7,16,20,18.0,17.0,49,51.0,56,16.0,S,6,10.29,18.0,10.29
113133,0,28,2,A,15.0,2,18,9,17.0,16.0,23,44.0,33,18.0,C,4,16.0,17.0,16.0
56773,1,14,7,S,5.0,14,20,18,15.0,10.14,43,45.0,56,20.0,S,4,8.71,5.0,8.71
106963,1,17,2,A,5.0,7,25,19,15.0,15.0,47,36.0,84,25.0,S,3,10.86,15.0,10.86
47154,0,16,2,A,5.0,6,25,22,17.0,17.0,54,59.0,76,25.0,S,6,13.0,17.0,13.0
14798,1,16,9,A,3.0,46,16,20,15.0,13.33,98,85.0,130,16.0,S,4,8.83,14.0,8.83
18182,0,36,2,A,15.0,2,21,11,20.0,17.5,28,,36,21.0,T,4,17.5,20.0,17.5
126066,0,45,2,A,10.0,5,22,19,27.0,22.0,48,83.0,77,22.0,R,6,16.2,27.0,16.2
105761,0,17,1,F,15.0,1,16,5,15.0,15.0,12,,16,16.0,S,4,15.0,15.0,15.0
55389,0,28,4,A,3.0,14,16,26,9.0,5.0,63,76.0,116,16.0,C,6,5.57,5.0,5.57
129766,1,18,2,S,10.0,7,21,21,19.0,18.0,49,45.0,56,21.0,S,6,15.29,19.0,15.29
127823,1,31,7,A,3.0,20,15,21,7.0,6.14,55,74.0,64,15.0,C,6,5.45,5.0,5.45
73263,0,44,1,A,10.0,6,18,20,15.0,15.0,55,37.0,105,18.0,R,4,11.67,15.0,11.67
101542,0,45,3,A,10.0,4,15,13,15.0,14.0,30,59.0,36,15.0,R,5,13.0,15.0,13.0
122972,0,44,6,A,5.0,11,18,25,9.0,8.0,51,,55,18.0,R,6,7.0,9.0,7.0
83460,0,17,1,A,10.0,3,15,14,25.0,25.0,34,57.0,45,15.0,S,5,18.33,25.0,18.33
129274,0,11,1,F,18.0,1,16,5,18.0,18.0,13,87.0,16,16.0,S,4,18.0,18.0,18.0
98176,0,45,2,A,10.0,3,17,14,25.0,22.5,33,44.0,42,17.0,R,6,18.33,25.0,18.33
62275,0,21,2,A,5.0,8,25,23,25.0,22.5,57,,79,25.0,S,6,16.25,25.0,16.25
87693,0,49,5,A,10.0,15,16,26,30.0,21.0,70,71.0,88,16.0,R,6,19.33,20.0,19.33
3827,0,34,3,S,5.0,14,16,24,25.0,20.0,55,77.0,127,16.0,T,4,13.43,20.0,13.43
148215,0,02,3,N,10.0,3,18,9,16.0,13.67,22,47.0,23,18.0,U,6,13.67,15.0,13.67
28141,0,15,1,A,10.0,2,18,11,25.0,25.0,30,,40,18.0,S,6,17.5,25.0,17.5
102871,0,43,1,A,2.0,9,18,31,32.0,20.0,70,81.0,123,18.0,R,6,16.56,20.0,16.56
27174,0,11,1,F,20.0,1,20,7,20.0,20.0,15,50.0,20,20.0,S,4,20.0,20.0,20.0
5699,0,40,9,S,1.0,42,5,31,5.0,5.0,103,78.0,120,15.0,T,6,4.0,5.0,4.0
15277,0,43,2,A,5.0,16,19,33,15.0,15.0,76,47.0,122,19.0,R,6,11.31,15.0,11.31
162781,0,18,1,A,1.0,19,21,30,25.0,25.0,75,72.0,124,21.0,S,6,8.11,25.0,8.11
99613,0,18,1,F,20.0,1,16,6,20.0,20.0,14,,16,16.0,S,5,20.0,20.0,20.0
121422,0,03,3,A,5.0,10,25,20,20.0,14.33,46,,57,25.0,U,6,12.5,15.0,12.5
131808,0,12,5,A,3.0,12,16,14,10.0,5.9,35,69.0,41,16.0,S,5,6.79,3.5,6.79
40396,0,40,4,A,3.0,20,21,31,10.0,6.5,71,72.0,128,21.0,T,5,5.2,6.0,5.2
