CONTROL_NUMBER,DONATED,CLUSTER_CODE,LIFETIME_MIN_GIFT_AMT,SES,LIFETIME_PROM,PCT_ATTRIBUTE1,LIFETIME_AVG_GIFT_AMT,NUMBER_PROM_12,RECENT_AVG_CARD_GIFT_AMT,LAST_GIFT_AMT,RECENCY_STATUS_96NK,RECENT_RESPONSE_COUNT,FILE_AVG_GIFT,LIFETIME_CARD_PROM,PCT_ATTRIBUTE4,PER_CAPITA_INCOME,DONOR_GENDER,PEP_STAR,MEDIAN_HOME_VALUE
65652,0,14,5.0,1,57,0,12.0,13,15.0,17.0,A,2,12.0,23,37,29200,M,0,1636
129547,0,35,30.0,1,57,0,41.2,9,30.0,30.0,A,2,41.2,26,26,18745,M,0,933
44303,0,29,5.0,2,73,0,7.82,13,9.33,10.0,S,4,7.82,29,89,16005,M,1,604
161268,0,52,5.0,3,35,0,7.1,13,8.0,7.0,S,6,7.1,16,31,7297,M,1,628
100951,0,24,5.0,1,75,2,8.87,12,12.0,14.0,A,2,8.87,30,12,18251,F,1,1198
85423,0,27,10.0,2,60,0,14.71,14,13.5,17.0,A,3,14.71,23,17,11759,F,0,489
168753,0,09,6.1,3,74,0,19.11,12,0.0,35.0,A,1,19.11,30,59,15292,F,1,1016
28883,0,39,20.0,2,25,1,20.0,10,20.0,20.0,A,2,20.0,10,26,7982,M,0,491
27714,1,24,5.0,1,57,0,6.83,13,7.0,10.0,S,3,6.83,21,25,21122,M,1,1458
71491,1,27,10.0,2,28,0,17.5,14,0.0,25.0,A,1,17.5,13,37,16368,F,1,786
191530,0, .,5.0,?,48,4,7.38,13,0.0,11.0,A,3,7.38,18,36,17546,F,1,910
160748,0,41,5.0,3,64,0,11.76,14,19.17,18.0,S,8,11.76,25,29,15518,F,1,1500
112501,0,40,5.0,2,36,3,10.43,13,12.33,13.0,A,6,10.43,15,38,14971,M,0,680
161790,1,49,5.0,2,64,0,8.41,13,7.33,15.0,S,5,8.41,25,42,9748,U,1,1259
60738,1,12,3.0,1,32,0,5.25,12,5.0,7.0,S,6,5.25,14,29,16981,F,1,877
130816,0,35,5.0,1,75,0,19.89,15,18.5,20.0,S,8,19.89,31,0,18139,U,1,1001
99685,0,18,3.0,2,64,1,5.07,11,5.4,5.0,S,6,5.07,27,22,16029,M,1,734
105615,0,45,2.0,2,55,0,5.56,13,7.0,8.0,S,6,5.56,20,42,11225,F,1,364
59596,0,37,5.0,2,57,0,8.7,13,9.5,10.0,A,5,8.7,22,45,12428,F,1,636
187495,1,35,7.0,1,14,2,14.0,6,14.75,20.0,E,5,14.0,5,20,16125,M,1,922
7932,0,17,2.0,2,81,0,7.5,23,9.0,10.0,A,4,7.5,25,13,16793,F,1,1973
186109,1,40,3.0,2,88,1,8.22,22,8.5,10.0,S,5,8.22,31,21,13030,F,1,590
12456,0,43,5.0,2,77,0,15.6,31,0.0,20.0,A,3,15.6,21,25,9619,M,0,484
186887,0,13,5.0,1,59,0,12.73,18,15.5,19.0,A,4,12.73,22,17,92155,F,0,5993
51520,1,26,6.0,2,29,0,11.5,12,15.0,6.0,A,2,11.5,13,45,15936,U,0,672
65596,1,16,3.0,2,44,1,4.59,13,5.0,6.0,S,15,4.59,17,45,14390,M,1,587
341,1,49,5.0,2,106,0,11.0,26,11.0,15.0,A,4,11.0,37,25,12605,F,1,517
82377,0,16,5.0,2,61,0,12.56,13,20.0,20.0,A,1,12.56,23,57,16977,M,1,899
154151,0,38,3.0,2,32,0,9.75,11,12.0,16.0,A,3,9.75,14,17,5545,F,1,847
111210,0,50,15.0,3,13,1,15.0,8,0.0,15.0,N,0,15.0,5,46,8342,M,0,314
81180,0,49,10.0,2,30,1,13.67,11,15.0,16.0,A,2,13.67,13,21,10524,F,0,473
10891,0,36,10.0,2,89,0,16.82,29,20.0,21.0,S,7,16.82,27,29,10222,F,1,360
105392,0,35,5.0,1,54,0,9.5,12,10.0,15.0,A,3,9.5,22,36,24677,M,0,847
176188,0,31,2.0,3,74,0,3.57,12,5.0,2.0,S,5,3.57,31,10,11909,M,1,421
133305,1,46,5.0,2,26,0,8.75,12,10.0,10.0,A,4,8.75,11,21,12937,M,0,717
171370,0,42,10.0,1,25,0,17.5,13,0.0,25.0,A,2,17.5,11,43,15193,U,0,1315
149138,0,24,3.0,1,55,0,7.69,10,8.33,8.0,S,5,7.69,22,20,29740,F,1,4258
136028,0,16,5.0,2,58,0,18.67,13,25.0,15.0,A,2,18.67,24,31,11792,F,1,849
37792,0,11,15.0,1,12,0,15.0,8,0.0,15.0,F,1,15.0,5,37,22400,F,0,1121
149717,0,03,25.0,1,23,0,25.0,13,25.0,25.0,N,2,25.0,10,45,37507,M,0,3092
176285,0,27,5.0,2,51,0,11.0,13,0.0,15.0,A,2,11.0,20,16,11827,F,0,502
166031,0,11,20.0,1,15,1,20.0,10,20.0,20.0,F,1,20.0,6,39,25028,M,0,2831
65504,0,14,5.0,1,42,0,15.0,11,0.0,20.0,A,1,15.0,16,44,19371,F,0,942
36246,0,12,3.0,1,50,1,8.67,11,0.0,15.0,A,2,8.67,17,38,19390,F,1,1204
56072,0,51,3.0,3,18,3,11.5,9,20.0,20.0,A,1,11.5,8,15,8508,M,0,459
180757,0,43,3.0,2,76,0,9.46,13,10.0,10.0,S,5,9.46,32,27,11182,F,1,826
118092,0,35,15.0,1,64,0,20.56,13,25.0,25.0,A,2,20.56,26,52,15951,F,1,695
174939,0,18,5.0,2,55,1,9.9,12,10.0,12.0,S,4,9.9,21,22,12498,F,1,723
67621,0,10,5.0,4,75,0,23.94,13,0.0,35.0,A,1,23.94,29,48,6591,M,1,170
90927,0,46,3.0,2,60,0,5.71,12,10.0,10.0,S,3,5.71,25,33,14918,U,1,780
14907,0,36,5.0,2,84,1,9.24,15,10.0,10.0,S,3,9.24,24,30,10940,M,1,592
23412,1,43,5.0,2,27,0,11.0,16,8.0,12.0,A,4,11.0,10,34,9638,M,1,237
87721,0,49,5.0,2,35,0,18.75,13,0.0,25.0,A,1,18.75,15,23,18414,M,0,858
147835,1,24,25.0,1,45,1,32.22,13,26.25,50.0,A,6,32.22,19,24,28021,F,1,3694
49707,0,34,5.0,1,80,0,11.36,12,16.0,13.0,A,3,11.36,29,54,19294,F,1,821
20008,0,27,10.0,2,34,30,13.33,13,0.0,20.0,A,1,13.33,13,3,9557,F,0,557
160487,0,28,10.0,2,37,0,18.86,14,20.4,26.0,A,6,18.86,15,52,14234,F,1,1576
166270,0,01,18.0,1,11,0,18.0,9,18.0,18.0,F,1,18.0,5,39,31879,U,0,1438
76041,1,38,5.0,2,59,0,7.83,16,10.4,10.0,S,11,7.83,23,38,14227,F,1,691
131753,0,18,3.0,2,48,4,6.9,13,7.5,8.0,S,8,6.9,19,8,20406,F,1,1011
79288,0,40,3.0,2,67,0,8.43,12,11.0,11.0,A,2,8.43,31,14,17450,M,1,760
56823,0,13,5.0,1,71,0,9.48,13,0.0,11.0,A,2,9.48,28,53,24779,F,1,947
111485,1,27,5.0,2,48,4,29.57,13,35.0,30.0,A,3,29.57,20,34,8563,M,0,361
66286,0,08,5.0,3,26,0,11.67,14,0.0,10.0,A,3,11.67,9,51,10899,M,0,561
65984,0,24,3.0,1,17,1,6.33,12,8.0,3.0,N,2,6.33,7,34,17435,F,0,895
61972,0,49,5.0,2,67,0,9.1,13,16.0,16.0,A,2,9.1,31,23,15281,F,0,970
111331,0,50,4.0,3,42,0,8.88,15,12.0,4.0,A,4,8.88,16,27,8769,F,0,383
31712,0,21,3.0,3,42,0,6.33,14,6.75,6.0,S,8,6.33,17,0,0,F,1,0
78310,0,08,5.0,3,64,0,8.91,14,12.33,6.0,S,4,8.91,27,67,13229,F,1,508
31752,0,34,3.0,1,81,6,12.44,11,23.0,25.0,A,2,12.44,32,17,20394,M,1,1058
21107,1,40,4.0,2,73,3,8.78,12,10.0,10.0,A,2,8.78,28,43,11906,U,1,678
182871,0,42,5.0,1,39,0,9.4,12,10.4,10.0,S,7,9.4,16,10,14540,F,1,784
26378,1,35,50.0,1,20,2,50.0,11,50.0,50.0,N,1,50.0,9,11,22327,U,0,1153
1007,0,51,3.0,3,116,0,6.0,23,7.71,9.0,S,8,6.0,45,31,7906,F,1,266
89512,0,25,20.0,2,10,0,20.0,8,20.0,20.0,E,1,20.0,4,31,10995,M,0,810
90057,0,19,3.0,2,79,0,5.5,9,5.88,6.0,S,11,5.5,33,33,12653,M,1,878
117271,0,05,5.0,2,73,1,5.76,14,5.63,10.0,A,10,5.76,29,53,14952,M,1,635
88827,0,12,5.0,1,44,1,10.29,11,10.0,10.0,A,3,10.29,19,32,26237,M,0,1614
59862,0,49,3.0,2,61,0,7.93,13,0.0,15.0,S,3,7.93,25,35,11115,F,1,444
184644,1,41,25.0,3,15,0,25.0,11,25.0,25.0,F,1,25.0,7,0,34426,M,0,1594
71043,1,51,3.0,3,103,0,12.26,24,17.67,25.0,A,5,12.26,42,30,11683,F,1,466
40637,1,31,3.0,3,65,0,12.5,13,19.75,24.0,S,6,12.5,30,0,15842,F,1,842
38031,1,18,10.0,2,18,0,12.5,13,12.5,10.0,N,2,12.5,8,16,13716,M,0,828
26406,1,12,3.0,1,79,0,8.42,12,14.0,14.0,A,1,8.42,30,21,24464,M,1,1098
32911,0,11,2.0,1,58,2,5.77,12,10.0,10.0,A,2,5.77,22,34,21802,F,1,977
187463,0,01,10.0,1,13,0,13.33,6,15.0,20.0,E,2,13.33,6,60,45329,U,0,525
158289,0,11,5.0,1,50,4,14.0,12,25.0,25.0,A,1,14.0,21,40,23945,M,0,2277
75731,0,46,1.0,2,74,0,4.41,12,6.5,10.0,A,3,4.41,31,31,15511,F,1,439
85637,0,53,5.0,3,73,0,13.87,13,0.0,25.0,A,2,13.87,31,42,7983,F,1,346
110680,0,47,3.0,2,49,5,6.38,11,8.0,8.0,S,7,6.38,20,25,10345,F,1,462
90807,0,32,10.0,3,30,0,15.0,10,0.0,20.0,A,1,15.0,11,40,6748,M,0,573
112715,0,36,2.0,2,80,0,8.77,12,0.0,16.0,S,3,8.77,32,28,5728,F,1,267
14297,0, .,10.0,?,75,0,18.75,30,30.0,30.0,A,1,18.75,26,0,23940,M,1,1847
60861,0,12,3.0,1,70,0,17.88,12,0.0,40.0,A,1,17.88,28,41,24127,M,0,1155
41288,1,08,2.0,3,27,0,5.0,7,4.83,6.0,S,9,5.0,13,11,11148,M,1,466
15055,0,34,5.0,1,40,0,12.0,10,17.0,15.0,A,2,12.0,17,37,24013,M,0,1169
57119,1,36,5.0,2,70,1,10.55,11,0.0,18.0,A,0,10.55,31,39,10031,M,1,556
28976,0, .,10.0,?,22,0,15.0,10,15.0,20.0,A,2,15.0,9,0,16963,M,0,890
187049,1, .,0.0,?,45,0,5.82,12,5.0,0.0,A,6,5.82,17,0,14988,F,1,1382
22492,0,42,10.0,1,66,0,15.54,12,20.0,20.0,A,2,15.54,28,44,18752,F,1,699
87212,0,45,3.0,2,74,0,6.79,12,7.5,9.0,S,6,6.79,34,32,10985,F,1,399
69577,1,44,5.0,2,34,0,7.2,13,7.0,10.0,A,3,7.2,13,19,17806,M,0,973
84262,0,48,20.0,2,61,0,21.67,12,25.0,25.0,L,2,21.67,30,63,11591,M,0,246
155555,0,24,5.0,1,77,0,13.71,13,20.0,20.0,A,2,13.71,31,41,19312,M,1,1578
118715,0,30,2.0,3,58,0,7.08,14,8.0,8.0,A,2,7.08,21,10,16142,M,1,788
80715,0,41,1.0,3,70,0,4.63,14,6.29,5.0,S,12,4.63,31,75,15169,F,1,619
59409,0,35,5.0,1,57,0,11.31,14,13.0,25.0,A,7,11.31,23,13,19623,F,1,1228
25396,0,24,1.0,1,64,0,13.67,15,14.0,10.0,A,7,13.67,26,36,17698,F,1,945
173165,0,36,5.0,2,25,0,5.8,12,5.67,7.0,A,5,5.8,11,37,9541,M,1,637
130636,0,12,3.0,1,47,0,31.63,13,20.0,25.0,A,3,31.63,18,15,16329,M,0,909
41332,0,25,15.0,2,66,0,15.71,12,20.0,20.0,A,1,15.71,25,29,12876,F,1,550
128408,1,39,3.0,2,69,6,7.89,14,9.33,9.0,S,8,7.89,29,24,11313,F,1,723
184124,0,10,1.0,4,130,0,8.15,24,12.0,27.0,S,5,8.15,54,31,10402,F,1,490
168920,0,30,10.0,3,26,0,12.33,14,15.0,15.0,A,3,12.33,11,52,13544,M,0,1167
25963,0,35,10.0,1,31,0,11.67,10,0.0,15.0,A,1,11.67,12,0,24890,F,0,1805
135112,1,05,3.0,2,29,0,5.43,13,5.75,8.0,A,6,5.43,13,44,13050,F,0,719
56407,1,51,5.0,3,72,1,10.65,14,19.0,20.0,A,3,10.65,31,41,9037,F,1,382
103111,1,44,15.0,2,15,0,15.0,10,0.0,15.0,F,1,15.0,6,29,12992,F,0,509
101332,0,53,5.0,3,59,0,11.41,13,15.5,24.0,S,2,11.41,23,40,9507,M,1,299
1085,0,44,5.0,2,92,0,10.92,16,11.67,15.0,A,7,10.92,34,21,14003,F,1,714
92406,0,44,10.0,2,41,0,14.8,9,0.0,20.0,E,1,14.8,15,27,11997,F,0,691
95200,0,49,3.0,2,78,0,15.29,14,22.33,20.0,S,4,15.29,32,16,10681,M,1,488
81861,0,27,5.0,2,65,0,14.11,13,19.0,22.0,S,3,14.11,27,27,15772,F,1,735
55756,1,24,3.0,1,38,2,7.56,13,9.0,5.0,S,7,7.56,15,35,22415,F,1,743
32616,0,45,20.0,2,16,1,20.0,10,20.0,20.0,F,1,20.0,6,52,10597,F,0,533
125153,0,23,5.0,1,71,6,9.71,12,10.0,10.0,A,2,9.71,30,53,18620,F,1,1144
72204,0,27,5.0,2,47,0,11.0,12,0.0,10.0,A,3,11.0,18,37,18238,M,0,615
95240,1,36,5.0,2,76,1,10.72,15,11.5,12.0,S,6,10.72,30,32,12452,M,1,604
134114,0,24,10.0,1,24,0,12.33,15,12.5,12.0,N,3,12.33,9,31,13056,M,0,887
168823,1,30,3.0,3,55,0,5.53,15,8.0,9.0,A,6,5.53,24,31,9099,M,1,1570
93065,1,01,5.0,1,60,0,9.56,6,11.0,10.0,A,4,9.56,22,31,16388,M,1,1375
134883,0,51,15.0,3,13,0,15.0,11,0.0,15.0,F,1,15.0,5,59,6034,M,0,443
172498,0,46,20.0,2,17,0,20.0,10,20.0,20.0,F,1,20.0,6,51,10076,M,0,653
92033,0,27,5.0,2,49,0,10.0,14,15.0,15.0,A,2,10.0,19,45,12602,M,0,697
45009,0,28,5.0,2,57,0,18.29,13,26.0,28.0,A,2,18.29,24,40,16285,M,1,661
127360,0,14,5.0,1,63,0,13.44,13,22.33,30.0,S,3,13.44,28,20,20045,M,1,898
82588,0,13,10.0,1,32,7,12.5,12,14.0,16.0,A,3,12.5,14,55,33475,M,0,1635
143260,0,06,13.0,2,55,0,18.22,12,20.0,25.0,A,3,18.22,22,69,12230,M,0,2091
14846,0,17,3.0,2,85,0,9.0,12,11.0,11.0,S,3,9.0,31,16,17111,F,1,925
105644,0,36,25.0,2,66,0,35.11,13,0.0,52.0,A,3,35.11,25,36,11938,F,1,380
142288,0,24,5.0,1,33,1,12.33,14,13.67,13.0,A,5,12.33,14,35,18956,F,0,1094
7261,0,41,5.0,3,128,0,9.57,32,10.0,10.0,A,4,9.57,35,36,8488,F,1,251
157422,0,04,10.0,2,25,0,11.67,11,0.0,15.0,A,2,11.67,11,51,16434,U,0,1788
80812,0,49,2.0,2,83,0,4.35,13,4.67,5.0,S,6,4.35,33,29,11225,M,1,495
104427,1,46,20.0,2,15,0,20.0,10,0.0,20.0,F,1,20.0,5,46,17128,F,0,857
17702,0,11,20.0,1,15,0,20.0,7,0.0,20.0,N,1,20.0,6,27,11822,F,0,770
171979,0,10,5.0,4,38,0,12.2,13,15.0,15.0,A,2,12.2,15,29,8247,U,1,736
159003,0,13,10.0,1,41,0,42.0,14,0.0,100.0,A,1,42.0,16,32,25851,M,0,4233
79725,0,53,2.0,3,80,0,5.63,13,4.0,5.0,S,4,5.63,31,42,9431,F,1,273
67542,0,30,3.0,3,61,0,10.15,12,15.0,15.0,S,3,10.15,23,0,15656,M,1,434
363,0,09,12.0,3,39,1,14.43,13,0.0,17.0,A,1,14.43,14,17,14394,F,0,4872
151546,0,10,20.0,4,15,14,20.0,10,20.0,20.0,F,1,20.0,6,22,8857,U,0,619
102360,0,16,5.0,2,50,0,9.17,11,5.0,30.0,A,2,9.17,20,25,6545,F,0,284
41222,1,21,5.0,3,63,0,11.44,13,20.0,20.0,A,2,11.44,29,44,13177,M,0,956
67319,0,35,6.0,1,57,0,15.0,12,16.0,16.0,A,3,15.0,25,40,17793,F,0,1152
368,1,02,5.0,1,114,0,6.5,24,8.75,10.0,A,6,6.5,42,41,17885,M,1,2257
50870,0,20,3.0,2,74,0,6.38,13,0.0,10.0,A,2,6.38,29,43,16062,M,1,843
147928,1,13,10.0,1,53,0,12.13,14,0.0,10.0,A,3,12.13,19,52,41734,F,0,5501
98249,1,49,5.0,2,21,0,6.67,12,6.67,10.0,N,3,6.67,10,33,11360,F,1,609
178519,0,12,3.0,1,51,0,11.38,15,21.5,25.0,A,2,11.38,20,29,17345,F,0,1486
35953,0,18,10.0,2,18,3,10.0,13,10.0,10.0,N,2,10.0,8,17,12145,F,0,684
80773,0,46,15.0,2,20,0,15.0,12,15.0,15.0,N,2,15.0,9,39,12361,M,0,482
142594,0,10,20.0,4,14,0,20.0,9,20.0,20.0,F,1,20.0,6,16,18225,M,0,3999
43086,1,26,5.0,2,21,0,7.33,12,6.0,7.0,N,3,7.33,9,88,18613,F,0,795
88405,0,24,25.0,1,55,1,36.43,13,43.33,50.0,S,4,36.43,21,20,16618,U,1,1091
135296,1,29,5.0,2,26,0,6.33,12,7.5,8.0,A,5,6.33,9,52,19177,F,0,967
98376,0,27,5.0,2,78,1,13.19,13,17.5,10.0,S,2,13.19,34,45,12385,F,1,342
30640,1,28,5.0,2,44,5,10.33,12,13.33,15.0,A,4,10.33,17,69,15293,F,0,629
150342,0,08,20.0,3,24,0,22.5,13,22.5,25.0,A,2,22.5,10,41,10448,F,0,1603
41863,0,29,5.0,2,61,0,13.39,13,16.67,18.0,S,4,13.39,25,80,23881,U,1,1114
139680,0,21,5.0,3,22,0,6.4,12,6.0,7.0,A,4,6.4,10,22,7888,F,0,670
130485,1,04,5.0,2,47,2,8.57,12,10.0,10.0,A,3,8.57,17,36,25828,F,0,431
155449,0,10,5.0,4,31,0,15.8,7,0.0,25.0,A,0,15.8,15,49,7406,F,0,704
33769,0,48,5.0,2,41,0,8.0,13,9.0,10.0,A,5,8.0,16,44,13904,F,1,754
126787,1,46,4.0,2,64,0,12.14,9,25.0,25.0,S,3,12.14,27,50,13684,M,1,675
230,0,40,5.0,2,44,2,12.86,12,0.0,20.0,A,2,12.86,16,43,29771,M,0,2222
62249,0,31,5.0,3,17,1,10.0,8,15.0,15.0,A,2,10.0,7,65,9451,F,0,496
178421,0,17,5.0,2,41,0,13.25,13,20.0,15.0,S,5,13.25,17,28,18155,F,1,1329
155330,0,35,2.0,1,76,0,8.15,14,10.0,11.0,S,7,8.15,30,34,18896,F,1,1916
118787,0,27,25.0,2,17,0,25.0,11,25.0,25.0,F,1,25.0,7,39,14521,U,0,689
125114,0,13,25.0,1,19,0,25.0,13,25.0,25.0,N,2,25.0,7,82,14335,M,0,1025
71198,0,44,10.0,2,52,0,17.0,14,21.0,21.0,A,3,17.0,20,18,12501,M,0,591
173948,0,16,25.0,2,16,1,25.0,11,0.0,25.0,F,1,25.0,7,48,10045,M,0,2359
80362,0,36,5.0,2,32,4,7.0,13,7.5,10.0,A,4,7.0,13,31,10618,F,0,688
42856,0,31,10.0,3,46,0,20.0,13,30.0,30.0,A,1,20.0,17,9,9307,M,0,504
3691,1,10,20.0,4,29,0,20.0,27,0.0,20.0,F,1,20.0,6,0,15062,F,0,605
105768,0,16,5.0,2,40,0,16.33,13,25.0,32.0,A,3,16.33,17,41,14360,F,0,601
125508,0,06,4.0,2,48,0,8.22,17,7.5,4.0,N,6,8.22,19,39,5669,M,1,389
141736,0,18,3.0,2,62,1,4.58,10,7.33,12.0,S,5,4.58,25,43,22875,F,1,1383
24576,0,41,3.0,3,59,0,5.94,13,0.0,7.0,S,6,5.94,22,36,11847,M,1,474
181916,0,09,5.0,3,39,0,7.5,12,9.0,10.0,A,3,7.5,17,36,12265,F,0,1125
139948,0,34,2.0,1,49,0,4.44,14,5.0,2.0,S,3,4.44,17,45,21110,F,1,2109
77293,0,14,10.0,1,45,1,11.75,10,0.0,15.0,A,2,11.75,17,16,35802,M,0,2154
75152,0,26,5.0,2,51,0,11.75,10,15.0,20.0,A,2,11.75,21,65,11638,F,0,750
91987,0,18,5.0,2,60,0,11.2,13,0.0,20.0,A,3,11.2,25,29,14537,M,0,928
164105,0,27,5.0,2,46,1,5.92,12,7.0,6.0,S,5,5.92,18,15,11618,M,1,1270
85309,0,49,10.0,2,22,0,12.5,11,12.5,15.0,A,2,12.5,9,23,11110,M,0,628
178076,0,36,20.0,2,32,0,21.5,13,20.0,20.0,A,3,21.5,13,38,14858,F,1,534
173391,0,42,3.0,1,34,0,5.5,13,6.0,7.0,S,7,5.5,15,38,21129,M,1,1176
122331,0,40,2.0,2,66,0,5.8,11,11.0,10.0,A,2,5.8,26,50,17974,F,1,677
74625,0,30,5.0,3,48,0,14.0,6,16.0,15.0,A,3,14.0,21,38,11433,F,1,380
12872,0,33,3.0,3,55,0,4.87,20,5.0,5.0,A,7,4.87,19,78,11126,F,0,518
9521,0,41,3.0,3,86,0,6.28,18,0.0,20.0,A,3,6.28,26,42,7619,M,1,334
101114,0,24,3.0,1,77,0,8.21,13,18.0,18.0,S,1,8.21,30,17,17465,F,1,799
40738,0,28,5.0,2,52,0,14.2,14,0.0,30.0,A,1,14.2,19,55,11046,F,1,583
102741,1,45,3.0,2,59,0,14.43,12,20.0,20.0,A,2,14.43,25,42,10253,F,0,238
141691,0,18,10.0,2,46,1,13.2,14,12.5,15.0,S,7,13.2,17,43,13111,F,1,839
160306,1,40,10.0,2,27,0,12.33,12,12.5,15.0,A,3,12.33,11,20,12397,F,0,1283
109583,1,39,2.0,2,72,0,4.0,14,4.0,2.0,S,5,4.0,29,18,11139,F,1,582
4303,0,12,25.0,1,91,0,85.0,35,100.0,100.0,A,1,85.0,17,22,18010,M,0,1085
130239,1,18,20.0,2,16,1,20.0,8,20.0,20.0,N,1,20.0,6,20,14453,M,0,739
137668,0,36,10.0,2,50,0,10.0,12,10.0,10.0,A,5,10.0,20,73,11409,M,0,440
118908,0,25,15.0,2,44,0,15.8,23,16.33,15.0,F,3,15.8,17,0,24800,M,0,1928
105942,0,24,15.0,1,22,0,18.33,8,15.0,25.0,A,2,18.33,9,28,17090,F,0,792
55500,0,45,5.0,2,77,0,7.95,14,10.0,10.0,S,2,7.95,29,43,9870,F,1,368
66479,0,21,15.0,3,13,0,15.0,8,15.0,15.0,F,1,15.0,5,33,12245,M,0,314
74419,1,38,5.0,2,27,0,9.86,14,11.0,12.0,A,6,9.86,10,37,12451,F,1,578
133126,0,49,5.0,2,25,0,6.17,13,7.0,5.0,A,6,6.17,9,36,8665,M,0,450
39570,0,38,5.0,2,73,0,20.5,13,40.0,50.0,S,4,20.5,29,29,18906,F,1,710
173531,0,49,15.0,2,14,0,15.0,11,15.0,15.0,F,1,15.0,5,16,11826,M,0,1674
28670,0,40,3.0,2,29,0,5.0,12,4.0,5.0,A,4,5.0,12,41,17044,F,1,834
125717,0,11,3.0,1,75,3,7.0,16,7.5,10.0,S,5,7.0,28,48,24083,F,1,1341
44419,1,28,3.0,2,37,0,9.6,18,13.0,6.0,A,3,9.6,16,70,13141,F,0,726
145874,0,12,5.0,1,69,0,11.91,14,15.0,20.0,A,4,11.91,29,21,17315,M,1,2580
128920,0,13,5.0,1,39,0,7.75,15,9.25,10.0,A,6,7.75,15,74,16689,M,0,651
127028,1,17,3.0,2,38,2,9.14,13,14.0,12.0,A,4,9.14,16,7,13539,F,0,586
157883,0,14,7.5,1,53,0,11.64,14,17.5,20.0,S,2,11.64,20,14,27400,M,1,3663
67228,0,18,5.0,2,57,0,12.57,13,17.5,18.0,A,2,12.57,24,49,15022,M,0,611
9063,1, .,3.0,?,82,0,9.87,15,12.0,14.0,S,4,9.87,32,0,19809,M,1,844
176176,0,20,3.0,2,65,0,5.56,12,0.0,10.0,A,2,5.56,25,57,16229,F,1,1199
64563,1,51,5.0,3,59,0,13.57,11,0.0,25.0,A,1,13.57,25,38,10104,F,0,334
118312,0,45,5.0,2,43,0,10.43,13,8.0,10.0,A,4,10.43,18,44,10127,F,0,362
191127,0,35,3.0,1,60,0,6.36,10,6.5,9.0,A,6,6.36,29,11,27373,U,1,1989
151649,0,09,5.0,3,69,10,11.22,9,0.0,15.0,A,0,11.22,27,29,9881,M,0,1355
21587,1,36,1.0,2,52,0,5.23,14,6.25,5.0,S,7,5.23,22,30,0,M,1,0
51521,0,27,5.0,2,40,0,11.0,13,13.0,18.0,A,4,11.0,17,49,12459,M,1,567
101940,0,45,1.0,2,72,0,4.89,12,10.0,10.0,S,3,4.89,33,45,11039,M,1,423
19652,0,32,5.0,3,61,1,12.29,15,0.0,18.0,A,1,12.29,27,13,0,F,0,0
162952,0,10,10.0,4,17,0,13.0,12,10.0,16.0,N,2,13.0,7,0,10115,F,0,0
46849,0,20,5.0,2,34,0,13.33,12,0.0,20.0,A,2,13.33,15,37,12714,M,0,625
177839,0,48,10.0,2,34,0,15.5,14,0.0,12.0,A,3,15.5,15,54,10000,M,0,529
76916,0,49,10.0,2,20,0,15.0,15,15.0,10.0,N,2,15.0,8,15,11191,M,0,462
179606,1,34,3.0,1,58,5,7.25,13,10.0,12.0,S,3,7.25,23,49,22329,F,1,1326
66187,1,16,10.0,2,19,0,15.0,14,20.0,20.0,N,2,15.0,8,30,18230,F,0,701
97295,0,45,5.0,2,44,0,8.67,13,10.0,12.0,A,4,8.67,18,31,13596,F,0,557
88733,0,08,5.0,3,33,43,7.78,7,8.5,10.0,S,7,7.78,13,31,10281,F,1,649
77349,0,44,5.0,2,52,0,7.25,12,5.33,10.0,S,5,7.25,22,24,13876,F,1,721
143845,0,02,10.0,1,55,0,18.57,13,30.0,25.0,A,1,18.57,22,38,22600,U,0,2209
177429,0,34,5.0,1,36,0,10.75,7,15.67,15.0,A,4,10.75,15,15,23871,M,1,1506
133692,0,35,3.0,1,64,3,10.14,13,11.67,20.0,A,3,10.14,25,21,18006,M,1,879
105689,0,36,25.0,2,14,0,25.0,11,25.0,25.0,F,1,25.0,6,32,12444,M,0,328
5059,0,37,5.0,2,49,0,11.63,8,18.0,15.0,A,2,11.63,19,39,15397,F,0,735
137912,0,43,25.0,2,16,5,25.0,10,25.0,25.0,F,1,25.0,6,24,10080,M,0,544
94503,1,10,10.0,4,24,0,12.5,10,10.0,15.0,A,2,12.5,10,15,6493,F,0,550
35322,0,12,5.0,1,68,1,10.47,13,0.0,20.0,A,3,10.47,28,28,17854,M,0,1107
148814,1,13,3.0,1,51,0,10.38,13,11.0,15.0,A,2,10.38,21,33,25519,F,0,3194
47819,1,35,10.0,1,69,0,12.7,12,14.67,10.0,A,3,12.7,27,36,17756,M,1,682
112594,1,36,5.0,2,23,2,9.0,13,8.0,11.0,N,4,9.0,9,28,18592,M,0,704
47821,0,49,5.0,2,62,0,14.14,12,19.0,23.0,A,2,14.14,27,25,13897,M,1,764
21711,0,28,5.0,2,81,0,9.73,12,0.0,12.0,S,3,9.73,32,35,14719,F,1,587
60965,0,44,20.0,2,21,0,20.0,10,20.0,20.0,A,2,20.0,9,20,13789,F,0,728
162755,0,11,5.0,1,46,1,6.3,12,5.0,8.0,A,5,6.3,18,53,19149,F,1,3010
