CONTROL_NUMBER,DONATED,CLUSTER_CODE,LIFETIME_GIFT_AMOUNT,PCT_ATTRIBUTE4,FREQUENCY_STATUS_97NK,INCOME_GROUP,FILE_CARD_GIFT,MEDIAN_HOUSEHOLD_INCOME,RECENT_CARD_RESPONSE_PROP,MONTHS_SINCE_LAST_GIFT,WEALTH_RATING,PCT_OWNER_OCCUPIED,URBANICITY,RECENT_AVG_CARD_GIFT_AMT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_FIRST_GIFT,LIFETIME_GIFT_RANGE,RECENCY_STATUS_96NK,MOR_HIT_RATE
118361,1,42,167.0,47,2,4.0,11,389,0.364,15,3.0,87,R,10.75,4,105,10.0,S,22
176163,0,16,51.0,32,2,5.0,2,311,0.222,18,,62,S,8.0,2,35,20.0,A,3
180074,0,18,55.0,36,2,,1,423,0.143,19,7.0,84,S,15.0,1,52,5.0,A,0
63742,0,51,20.0,34,1,3.0,0,401,0.0,18,,94,R,0.0,0,18,0.0,F,3
143218,0,08,25.0,36,2,1.0,2,259,0.333,17,,44,U,12.5,2,25,5.0,N,1
26128,0,17,113.0,4,2,7.0,2,281,0.091,18,,6,S,10.0,1,43,17.0,A,5
30068,1,47,93.0,30,2,,7,250,0.143,21,4.0,72,R,13.0,1,128,10.0,A,0
106488,1,49,316.0,37,4,,8,241,0.364,15,3.0,69,R,25.0,4,103,25.0,S,0
83933,0,21,78.0,41,2,3.0,2,275,0.0,18,,79,S,0.0,0,104,25.0,A,24
54003,1,36,205.0,40,2,6.0,9,247,0.091,15,4.0,61,T,15.0,1,119,7.0,A,6
154618,0,39,70.0,35,4,2.0,4,218,0.333,20,,36,T,8.33,3,37,5.0,A,5
126005,0,39,241.0,0,1,3.0,13,203,0.1,18,2.0,57,T,10.0,1,123,14.0,A,4
153623,0,28,103.0,62,2,,9,363,0.1,18,5.0,93,C,5.0,1,130,8.0,S,0
36582,0,12,20.0,27,1,,1,241,0.333,21,,49,S,20.0,1,21,0.0,F,0
17199,0,46,46.0,22,4,5.0,4,295,0.667,15,,81,R,6.25,4,29,9.0,A,0
189631,0,36,36.0,41,2,,2,159,0.4,20,,59,T,18.0,2,23,6.0,N,0
67961,1,08,45.0,27,1,,3,293,0.25,22,4.0,57,U,15.0,2,45,0.0,A,0
33725,0,43,25.0,24,1,2.0,1,239,0.5,16,,84,R,25.0,1,16,0.0,F,1
88458,0,14,130.0,4,1,5.0,9,616,0.0,16,9.0,97,S,0.0,0,129,9.0,A,0
903,0,25,42.0,10,3,1.0,4,196,0.5,16,,42,C,5.75,4,64,9.0,A,4
105146,0,35,75.0,24,1,7.0,3,524,0.0,27,9.0,97,T,0.0,0,52,15.0,A,14
28129,0,31,20.0,32,1,,2,132,0.4,16,,1,C,10.0,2,29,10.0,A,0
41032,0,40,38.0,0,3,4.0,3,416,0.333,17,,80,T,8.5,2,52,5.0,A,17
44800,1,37,183.0,52,3,,10,200,0.182,18,,70,T,8.0,2,98,12.0,S,0
79643,0,12,141.0,15,1,,7,475,0.111,16,1.0,85,S,30.0,1,113,25.0,A,0
130745,0,11,39.0,19,4,2.0,4,361,0.5,20,,54,S,5.67,3,53,2.0,A,14
3873,0,25,555.0,32,2,2.0,13,243,0.364,22,4.0,21,C,33.75,4,111,30.0,S,7
39105,0,33,93.0,68,2,4.0,9,236,0.0,17,4.0,65,C,0.0,0,127,7.0,S,5
191296,1, .,127.0,42,4,5.0,9,583,0.364,17,7.0,88,?,10.0,4,113,5.0,S,10
74552,1,36,41.0,44,4,,4,253,0.5,18,,74,T,4.5,4,32,4.0,A,0
74867,1,53,38.0,73,4,2.0,6,170,0.556,18,,56,R,3.0,5,40,4.0,S,0
1074,0,44,81.0,20,1,6.0,3,333,0.111,26,6.0,82,R,14.0,1,60,10.0,A,1
69963,1,21,185.0,38,1,3.0,1,359,0.0,18,5.0,93,S,0.0,0,102,35.0,A,0
17636,0,22,100.0,17,1,5.0,4,413,0.1,18,9.0,59,C,20.0,1,74,15.0,A,0
36842,0,11,25.0,39,1,3.0,1,368,0.5,17,,76,S,25.0,1,17,0.0,F,1
151317,0,19,102.0,51,2,6.0,3,451,0.091,18,6.0,83,S,20.0,1,53,15.0,A,6
37047,0,27,112.0,49,3,1.0,10,227,0.0,15,1.0,47,C,0.0,0,123,9.0,S,3
145706,0,06,15.0,51,1,,0,258,0.0,22,,1,U,0.0,0,22,0.0,N,0
186506,0,51,172.0,30,1,6.0,9,179,0.111,8,6.0,76,R,10.0,1,126,10.0,A,8
161511,0,12,60.5,23,3,4.0,5,509,0.125,16,,74,S,10.0,1,89,9.5,A,1
176654,1,48,142.0,39,1,5.0,8,275,0.333,24,6.0,76,R,18.0,3,124,19.0,A,0
137263,0,23,264.0,96,3,2.0,6,266,0.222,18,5.0,97,C,35.0,2,127,32.0,A,35
9714,0,24,125.0,48,3,4.0,7,469,0.4,18,,75,C,11.0,2,65,10.0,S,13
160204,0,35,175.0,46,2,5.0,11,440,0.2,15,6.0,85,T,25.0,2,103,22.0,S,12
107297,0,18,130.0,19,1,2.0,6,269,0.1,25,5.0,73,S,10.0,1,92,9.0,A,3
56407,1,51,181.0,41,2,3.0,8,173,0.2,15,2.0,80,R,19.0,2,121,15.0,A,0
20119,0,40,25.0,24,1,4.0,1,251,0.167,17,,62,T,10.0,1,28,5.0,A,3
18740,0,40,41.0,25,2,4.0,3,409,0.429,21,,92,T,13.67,3,29,2.0,A,0
94902,1,03,30.0,69,1,,1,305,0.25,24,,36,U,30.0,1,24,0.0,N,0
92508,0,17,130.0,37,1,,4,613,0.091,19,2.0,98,S,20.0,1,111,15.0,A,0
135310,0,02,84.0,29,1,7.0,5,780,0.167,18,2.0,97,U,25.0,1,90,20.0,A,4
32404,0,47,267.0,35,3,,22,215,0.545,20,0.0,77,R,12.67,6,128,17.0,S,0
157425,1, .,90.0,0,1,,0,0,0.0,17,,0,?,0.0,0,40,5.0,A,0
167579,0,02,60.0,40,2,5.0,3,614,0.222,15,,79,U,15.0,2,39,10.0,A,1
61256,0,35,75.0,24,1,5.0,1,480,0.111,18,,94,T,15.0,1,33,20.0,A,58
156877,0,03,25.0,42,1,1.0,0,702,0.0,18,,94,U,0.0,0,31,15.0,A,13
178968,0,14,242.0,34,4,4.0,6,880,0.091,18,9.0,97,S,15.0,1,105,15.0,A,0
15148,0,46,15.0,32,1,5.0,0,270,0.0,20,,79,R,0.0,0,20,0.0,F,0
151995,1,11,114.0,61,1,3.0,4,413,0.182,25,7.0,64,S,29.5,2,57,22.0,A,0
172235,0,11,81.0,19,1,,3,432,0.091,18,1.0,68,S,20.0,1,52,20.0,A,0
178296,1,14,158.0,21,4,7.0,4,725,0.25,16,9.0,92,S,15.0,2,102,15.0,A,24
61353,0,32,15.0,38,1,1.0,0,202,0.0,16,,74,C,0.0,0,16,0.0,F,6
101947,0,24,75.0,15,1,5.0,1,529,0.125,19,,79,C,25.0,1,33,25.0,A,0
57368,0,16,171.0,38,2,3.0,6,404,0.091,18,,93,S,30.0,1,65,24.0,S,4
40383,0,29,51.0,87,3,1.0,2,286,0.0,15,,88,C,0.0,0,74,5.0,A,0
104891,1,17,126.0,20,2,,6,295,0.091,17,7.0,32,S,15.0,1,86,10.0,S,0
158169,0,06,20.0,49,1,,1,420,0.5,16,,33,U,20.0,1,16,0.0,F,0
175917,1,44,120.0,38,2,4.0,4,308,0.0,15,9.0,83,R,0.0,0,105,15.0,A,0
168607,0,12,47.0,21,1,,1,475,0.125,21,,86,S,12.0,1,44,5.0,A,0
158960,0,19,55.0,16,1,6.0,2,458,0.1,20,,54,S,20.0,1,40,5.0,A,0
145894,0,13,25.0,43,1,7.0,0,556,0.0,19,,89,S,0.0,0,28,5.0,A,1
168228,0,02,82.0,31,3,5.0,11,798,0.333,16,,96,U,6.0,2,112,4.0,S,6
155426,0,08,15.0,28,1,2.0,1,243,0.5,17,,75,U,15.0,1,17,0.0,F,0
27419,1,51,30.0,31,1,5.0,2,218,0.333,23,,78,R,15.0,2,29,10.0,A,0
26884,0,12,20.0,13,1,,1,522,0.5,16,,84,S,20.0,1,16,0.0,F,0
178338,0,13,64.0,38,1,,4,776,0.111,24,9.0,95,S,15.0,1,89,17.0,A,0
131219,0,44,71.0,39,4,5.0,1,343,0.125,18,,80,R,10.0,1,32,14.0,A,0
86192,0,48,25.0,88,1,3.0,1,191,0.5,16,,66,R,25.0,1,16,0.0,F,2
38744,0,23,25.0,52,1,6.0,1,357,0.5,18,,74,C,25.0,1,18,0.0,F,6
150081,0,35,50.0,8,1,5.0,1,554,0.5,17,,88,T,50.0,1,17,0.0,F,0
167997,0,02,90.0,18,1,7.0,4,681,0.0,19,9.0,87,U,0.0,0,79,15.0,A,1
179697,0,11,144.0,44,1,7.0,10,430,0.3,24,9.0,67,S,17.33,3,105,27.0,A,1
181547,0,40,72.0,18,1,1.0,2,376,0.0,26,5.0,87,T,0.0,0,103,6.0,A,0
123388,0,40,23.0,24,1,4.0,0,346,0.0,16,,75,T,0.0,0,16,0.0,F,1
54214,0,48,15.0,55,1,3.0,1,237,0.5,16,,65,R,15.0,1,16,0.0,F,10
33526,1,47,107.0,36,3,4.0,4,185,0.3,19,2.0,72,R,14.33,3,81,18.0,A,0
104876,0,14,118.0,20,1,,10,604,0.143,21,,97,S,25.0,1,113,22.0,A,0
155898,0,28,39.0,59,2,,2,193,0.111,24,,46,C,15.0,1,39,10.0,A,0
121259,0,32,25.0,45,1,5.0,0,133,0.0,20,,74,C,0.0,0,20,0.0,F,5
153762,0,14,67.0,34,1,7.0,3,432,0.333,21,,55,S,22.33,3,33,5.0,A,16
89849,0,18,35.0,17,1,3.0,2,447,0.0,26,8.0,74,S,0.0,0,44,5.0,A,1
46422,0,41,25.0,69,1,4.0,0,171,0.0,16,,85,T,0.0,0,16,0.0,F,22
102511,0,18,49.0,10,3,,3,401,0.222,16,,92,S,9.5,2,53,5.0,A,0
167272,0,03,177.0,31,4,3.0,12,457,0.4,16,6.0,23,U,10.0,4,126,12.0,S,4
115537,0,35,172.0,5,2,6.0,10,525,0.4,17,9.0,79,T,13.5,4,130,22.0,A,3
67890,0,08,20.0,7,1,5.0,1,344,0.333,21,,91,U,20.0,1,21,0.0,F,0
40968,1,40,82.0,31,2,,5,297,0.2,17,5.0,88,T,17.5,2,51,10.0,A,0
177069,0,41,74.0,32,1,2.0,6,202,0.222,18,0.0,72,T,20.0,2,127,20.0,A,0
69504,0,12,185.0,26,3,5.0,13,498,0.455,15,8.0,94,S,13.0,5,105,10.0,S,4
120432,0,45,80.0,0,3,,7,206,0.545,23,3.0,81,R,6.67,6,45,7.0,A,0
157828,1,17,32.0,27,3,,2,828,0.333,19,,84,S,10.0,2,24,2.0,N,0
56863,0,21,81.0,12,1,1.0,12,339,0.125,18,7.0,92,S,10.0,1,125,8.0,A,0
152118,1,20,123.0,37,4,5.0,21,396,0.6,16,5.0,58,S,4.0,6,130,4.0,S,4
180501,0,40,122.0,41,3,5.0,5,257,0.25,19,,85,T,16.0,2,79,11.0,A,2
148877,0,24,118.0,18,3,7.0,15,613,0.4,15,8.0,92,C,5.5,4,118,2.0,S,2
35864,0,18,80.0,17,1,6.0,2,0,0.111,18,,0,S,20.0,1,67,10.0,A,0
40956,1,37,15.0,59,1,2.0,0,278,0.0,15,,86,T,0.0,0,15,0.0,E,0
154224,1,20,286.0,32,4,6.0,20,321,0.5,9,8.0,69,S,8.0,5,105,15.0,S,10
64872,1,18,72.0,37,4,5.0,5,463,0.4,17,,79,S,9.75,4,41,7.0,A,1
21548,0,49,83.0,40,3,3.0,10,256,0.375,17,7.0,85,R,5.67,3,80,8.0,S,0
152637,0,33,15.0,41,1,2.0,1,274,0.5,18,,86,C,15.0,1,18,0.0,F,11
120767,0,42,208.0,14,1,7.0,6,368,0.1,24,8.0,88,R,15.0,1,119,15.0,A,5
188585,0,05,71.0,55,3,4.0,3,278,0.125,5,5.0,56,U,12.0,1,102,10.0,A,11
182114,0,12,60.0,28,1,,0,524,0.0,15,1.0,80,S,0.0,0,52,28.0,E,0
168514,0,12,169.0,6,1,,6,531,0.1,26,7.0,66,S,16.0,1,93,19.0,A,0
188343,0, .,128.0,59,2,7.0,12,287,0.2,6,3.0,59,?,11.0,2,126,9.0,S,0
158331,0,15,25.0,10,2,,1,451,0.25,18,,60,S,10.0,1,20,5.0,N,0
166510,0,02,142.0,41,3,,4,727,0.3,18,9.0,88,U,17.0,3,56,6.0,A,0
149107,0,34,382.0,31,1,,5,515,0.222,17,,63,T,125.0,2,93,110.0,A,0
69187,0,21,166.0,23,3,5.0,3,275,0.1,18,3.0,83,S,30.0,1,76,30.0,A,0
41295,0,08,29.0,36,3,3.0,3,181,0.333,18,,82,U,9.0,2,52,10.0,A,0
166832,0,11,97.0,38,1,5.0,4,417,0.125,18,7.0,62,S,15.0,1,103,10.0,A,12
93537,0,10,86.0,42,2,,2,172,0.2,16,,24,U,50.0,1,69,45.0,A,0
123693,0,24,48.0,11,1,6.0,2,327,0.2,26,,37,C,13.0,2,36,12.0,A,0
186817,0,10,15.0,56,1,2.0,0,234,0.0,7,,33,U,0.0,0,15,15.0,E,0
37402,0,03,94.0,21,1,,7,325,0.0,18,8.0,85,U,0.0,0,127,13.0,A,0
81817,0,45,313.0,39,1,5.0,5,194,0.0,21,9.0,66,R,0.0,0,104,70.0,A,8
191516,0,34,28.0,21,4,5.0,2,474,0.4,18,,84,T,6.0,2,24,2.0,N,0
96073,0,49,93.0,67,1,,7,278,0.091,18,5.0,77,R,15.0,1,93,12.0,A,0
30414,0,24,25.0,50,1,6.0,2,420,0.25,24,,63,C,12.5,2,36,5.0,A,2
54781,0,43,62.0,43,1,3.0,4,221,0.0,18,5.0,83,R,0.0,0,81,10.0,A,0
7993,0,41,132.0,50,2,1.0,2,171,0.0,16,3.0,48,T,0.0,0,99,11.0,A,24
64770,0,18,80.0,17,1,4.0,3,423,0.182,19,,79,S,10.0,2,43,10.0,A,1
95399,0,49,32.0,8,1,2.0,0,300,0.0,26,,80,R,0.0,0,30,2.0,A,0
97552,1,30,28.0,9,1,1.0,0,183,0.0,18,,44,C,0.0,0,28,12.0,A,0
169947,0,46,204.0,48,2,5.0,16,338,0.182,17,4.0,74,R,8.0,2,129,7.0,S,2
159578,0,44,158.0,15,1,1.0,5,307,0.111,19,3.0,77,R,19.0,1,81,20.0,A,8
151547,1,08,15.0,30,1,2.0,0,228,0.0,23,,46,U,0.0,0,23,0.0,N,35
181368,0,44,52.0,22,2,2.0,1,353,0.0,18,,86,R,0.0,0,77,15.0,A,0
116485,0,18,15.0,55,1,,1,375,0.333,20,,79,S,15.0,1,20,0.0,F,0
182076,0,10,75.0,32,1,1.0,1,0,0.091,20,,0,U,15.0,1,43,20.0,A,0
120756,0,30,54.0,26,1,4.0,3,160,0.1,18,1.0,72,C,13.0,1,45,10.0,A,7
141720,1,35,26.0,6,1,6.0,2,673,0.333,21,,94,T,13.0,2,29,6.0,A,0
3028,0,37,93.0,66,4,,6,165,0.556,6,,92,T,7.6,5,45,6.0,A,0
57241,0,43,36.0,35,1,,1,251,0.125,26,,68,R,10.0,1,33,6.0,A,0
39647,0,20,35.0,84,3,1.0,1,241,0.0,15,,78,S,0.0,0,41,5.0,A,0
55408,1,35,84.0,34,4,7.0,12,735,0.455,19,9.0,90,T,5.0,5,105,5.0,S,1
189027,1,42,185.0,37,3,1.0,13,339,0.222,4,5.0,82,R,11.0,2,125,10.0,S,5
95240,1,36,343.0,32,4,4.0,13,344,0.182,18,5.0,77,T,11.5,2,109,10.0,S,8
45175,0,07,53.0,39,1,,1,0,0.0,15,5.0,0,U,0.0,0,53,10.0,A,0
86353,0,37,35.0,61,2,4.0,1,151,0.143,19,,39,T,5.0,1,29,15.0,A,4
116505,0,14,148.0,17,1,1.0,18,630,0.375,17,1.0,87,S,7.33,3,130,6.0,A,7
11459,1,40,142.07,29,4,,19,371,0.455,17,,62,T,5.0,5,130,7.93,S,0
1652,0,27,112.0,36,1,,4,241,0.182,20,,72,C,26.0,2,40,12.0,A,0
5798,1,12,475.0,20,1,5.0,1,534,0.0,6,6.0,91,S,0.0,0,67,75.0,A,1
60334,0,17,35.0,29,2,3.0,1,296,0.333,16,,47,S,25.0,1,20,15.0,N,33
91881,0,21,82.0,48,2,7.0,4,254,0.0,18,,77,S,0.0,0,93,6.0,A,9
20407,0,28,25.0,64,1,7.0,0,271,0.0,23,,57,C,0.0,0,23,0.0,N,0
63660,0,45,72.0,38,3,,16,257,0.25,17,,78,R,3.0,2,124,3.0,S,0
143167,0,01,55.0,70,3,,3,356,0.222,18,,15,U,7.5,2,40,5.0,A,0
44686,0,38,62.0,36,1,5.0,5,235,0.286,20,3.0,67,T,15.0,2,69,11.0,A,0
175575,0,21,31.0,51,1,,2,240,0.286,16,,89,S,10.0,2,31,10.0,A,0
189009,1,04,52.0,45,4,4.0,5,192,0.444,4,,29,U,5.75,4,40,7.0,A,7
191482,0, .,83.0,20,1,3.0,3,452,0.1,18,5.0,92,?,16.0,1,90,11.0,A,0
75133,0,35,59.0,20,4,5.0,5,494,0.625,18,,89,T,8.4,5,32,6.0,A,0
169008,0,44,200.0,22,2,1.0,2,362,0.182,18,,60,R,37.5,2,40,25.0,A,10
172618,0,46,129.0,43,1,1.0,9,233,0.222,23,2.0,71,R,10.0,2,100,11.0,A,4
188121,0,49,140.0,32,3,5.0,3,376,0.222,6,4.0,92,R,20.0,2,51,15.0,A,8
58269,0,40,120.0,22,2,,11,357,0.0,18,,76,T,0.0,0,126,12.0,S,0
44638,0,40,105.0,41,1,2.0,6,327,0.0,19,5.0,67,T,0.0,0,128,7.0,A,2
146655,0,13,34.0,47,2,,2,642,0.333,16,,86,S,12.5,2,32,15.0,A,0
161479,1,18,82.0,29,4,,8,407,0.429,17,,81,S,9.0,3,81,5.0,S,0
132717,0,46,260.0,38,1,4.0,8,225,0.0,19,3.0,76,R,0.0,0,116,20.0,A,0
104530,0,42,78.0,24,3,,1,409,0.125,20,,84,R,20.0,1,35,15.0,A,0
130616,0,18,135.0,0,4,5.0,6,299,0.455,18,,68,S,13.4,5,40,14.0,A,4
9561,0,35,184.0,8,2,5.0,7,440,0.0,19,,64,T,0.0,0,113,15.0,S,0
128073,0,49,95.0,32,2,2.0,4,291,0.182,18,3.0,71,R,14.0,2,44,5.0,S,0
143968,0,01,97.0,54,2,7.0,3,321,0.2,18,5.0,12,U,18.5,2,45,10.0,A,1
62393,0,22,169.0,36,1,1.0,10,387,0.182,24,6.0,56,C,20.0,2,111,15.0,A,0
59847,0,36,77.0,32,1,,2,282,0.0,20,4.0,68,T,0.0,0,76,15.0,A,0
62384,0,12,35.0,13,1,5.0,1,396,0.0,18,,94,S,0.0,0,40,10.0,A,2
139924,0,22,20.0,29,1,7.0,1,266,0.333,21,,50,C,20.0,1,21,0.0,N,2
47821,0,49,99.0,25,1,3.0,5,349,0.125,18,7.0,87,R,19.0,1,112,18.0,A,0
63457,0,36,40.0,58,2,2.0,2,232,0.286,18,,67,T,12.5,2,29,5.0,A,2
180463,0,27,155.0,32,2,5.0,8,368,0.273,24,5.0,78,C,9.67,3,87,8.0,S,2
151335,0,19,98.0,22,1,5.0,7,412,0.111,17,6.0,54,S,14.0,1,103,13.0,A,9
191710,0,24,164.0,56,3,5.0,13,388,0.2,21,7.0,67,C,10.0,2,130,9.0,S,240
176284,0,27,53.0,16,2,3.0,3,307,0.286,18,,57,C,12.0,2,67,12.0,A,9
130433,0,21,45.0,36,3,5.0,3,345,0.429,21,,70,S,11.67,3,27,5.0,A,4
19284,0,39,78.0,23,2,6.0,2,287,0.125,19,5.0,80,T,17.0,1,56,10.0,A,4
121711,0,24,71.0,0,1,7.0,3,576,0.0,26,9.0,92,C,0.0,0,76,14.0,A,0
131263,1,31,143.0,35,3,2.0,11,82,0.375,17,0.0,8,C,13.33,3,131,9.0,S,17
97191,0,49,317.0,25,2,3.0,10,283,0.091,18,1.0,87,R,20.0,1,127,23.0,S,0
169857,0,23,30.0,89,3,6.0,3,394,0.5,16,,95,C,8.33,3,28,5.0,A,1
5281,0,28,324.0,48,1,2.0,11,273,0.0,18,3.0,52,C,0.0,0,130,20.0,A,17
45737,0,18,300.0,23,4,5.0,21,318,0.7,18,6.0,88,S,10.29,7,128,12.0,S,0
102863,0,53,192.0,46,3,2.0,7,182,0.333,15,1.0,77,R,13.67,3,76,11.0,S,0
66953,0,21,255.0,17,3,3.0,3,253,0.111,15,6.0,38,S,30.0,1,89,40.0,A,0
174317,1,25,81.0,33,2,,2,374,0.111,18,4.0,77,C,10.0,1,64,10.0,A,0
74584,0,44,133.0,20,4,4.0,5,290,0.455,17,,83,R,12.8,5,39,4.0,A,0
177839,0,48,62.0,54,2,3.0,1,213,0.0,18,,85,R,0.0,0,39,10.0,A,6
42686,1,28,20.0,78,1,4.0,1,263,0.333,21,,86,C,20.0,1,21,0.0,F,1
83983,1,15,290.0,24,3,,9,375,0.273,17,6.0,80,S,15.0,3,113,15.0,S,0
128549,0,40,267.0,25,2,5.0,2,302,0.125,17,6.0,80,T,50.0,1,116,25.0,A,7
186887,0,13,140.0,17,3,5.0,6,1500,0.222,4,9.0,97,S,15.5,2,76,14.0,A,0
136245,0,12,131.87,28,1,4.0,3,458,0.111,15,8.0,78,S,10.0,1,73,10.0,A,0
125999,1,41,207.0,55,1,3.0,11,138,0.273,21,0.0,68,T,13.0,3,75,15.0,A,15
88136,0,20,104.0,46,3,2.0,5,385,0.364,17,,95,S,10.5,4,41,7.0,S,0
179472,0,01,310.0,0,1,5.0,8,238,0.1,17,2.0,11,U,10.0,1,128,15.0,A,0
15055,0,34,72.0,37,1,,3,475,0.091,26,9.0,83,T,17.0,1,54,12.0,A,0
75403,0,51,118.0,27,2,3.0,9,218,0.125,22,2.0,72,R,15.0,1,122,12.0,S,1
151738,0,17,173.0,17,3,5.0,4,286,0.25,19,2.0,26,S,25.0,2,104,47.0,A,0
135060,1,02,25.0,23,1,7.0,1,439,0.0,17,,83,U,0.0,0,41,15.0,A,0
43537,0,10,275.0,0,2,,6,0,0.111,24,,0,U,50.0,1,128,55.0,S,0
189044,0, .,118.0,0,1,3.0,3,426,0.1,4,7.0,88,?,25.0,1,104,22.0,A,30
36165,1,24,55.0,52,3,5.0,2,553,0.4,16,,80,C,22.5,2,24,15.0,N,0
90000,0,20,66.5,38,4,5.0,6,349,0.2,18,6.0,70,S,4.0,2,78,8.0,S,14
20721,1,46,102.0,13,2,4.0,8,238,0.364,17,7.0,71,R,10.0,4,67,6.0,S,0
48293,0,22,207.0,14,1,6.0,5,309,0.0,18,7.0,17,C,0.0,0,65,40.0,A,0
84940,0,53,198.0,41,2,1.0,9,215,0.273,17,3.0,71,R,19.67,3,77,18.0,S,0
78964,0,20,52.0,35,1,5.0,0,261,0.0,17,,38,S,0.0,0,30,2.0,A,2
94495,0,10,15.0,44,1,5.0,0,183,0.0,20,,19,U,0.0,0,20,0.0,F,1
103597,0,53,60.0,41,2,4.0,9,203,0.429,17,1.0,77,R,7.67,3,126,14.0,S,0
12249,0,44,561.0,48,4,,20,233,0.5,9,4.0,65,R,9.0,5,130,7.0,S,0
148351,0,11,59.0,27,3,4.0,9,551,0.5,18,8.0,62,S,5.6,5,57,5.0,S,0
177444,0,49,138.0,38,1,4.0,7,228,0.1,21,1.0,71,R,15.0,1,75,15.0,A,0
92832,0,10,95.0,17,2,3.0,6,281,0.25,21,3.0,56,U,16.0,2,57,12.0,S,0
127458,0,17,125.0,6,3,3.0,5,238,0.273,15,3.0,20,S,16.0,3,53,15.0,A,2
5906,0,09,72.0,26,1,2.0,5,264,0.286,18,2.0,34,U,11.0,2,88,10.0,A,2
163497,0,01,209.0,30,1,4.0,5,455,0.091,26,9.0,26,U,25.0,1,89,17.0,A,0
187769,1,13,159.0,69,4,,11,693,1.0,16,9.0,97,S,10.5,4,56,5.0,E,0
58753,0,51,36.0,26,4,1.0,3,205,0.5,18,,85,R,4.67,3,29,3.0,A,0
78078,0,41,20.0,43,1,,1,243,0.333,20,,83,T,20.0,1,20,0.0,F,0
141349,0,39,51.0,43,4,2.0,2,268,0.286,19,,80,T,10.0,2,27,15.0,A,4
131189,0,39,25.0,14,3,3.0,2,304,0.4,19,,63,T,10.0,2,24,10.0,N,5
118739,1,24,25.0,21,1,7.0,2,684,0.333,20,,95,C,12.5,2,28,5.0,A,3
156784,0,02,18.0,29,1,,1,526,0.5,16,,82,U,18.0,1,16,0.0,F,0
77935,0,34,38.0,37,4,1.0,7,347,0.571,16,,72,T,3.75,4,66,3.0,A,6
110951,0,50,117.0,14,3,,7,117,0.273,17,0.0,69,R,12.0,3,52,8.0,S,0
24311,1,42,92.0,56,1,,7,293,0.222,24,8.0,61,R,16.5,2,105,12.0,A,0
95200,0,49,260.0,16,2,5.0,13,251,0.3,18,1.0,78,R,22.33,3,124,22.0,S,0
63200,0,43,167.0,38,1,1.0,6,257,0.0,19,3.0,76,R,0.0,0,79,10.0,A,0
134553,0,18,38.0,24,1,2.0,1,377,0.143,25,,90,S,15.0,1,33,8.0,A,9
140141,1,46,384.0,30,4,,12,215,0.455,17,1.0,63,R,13.2,5,86,22.0,S,0
33366,0,25,35.0,25,4,2.0,4,125,0.667,17,,27,C,5.0,4,29,0.0,A,0
33940,0,16,86.0,26,3,4.0,11,277,0.5,15,4.0,49,S,3.6,5,111,5.0,S,2
133884,1,40,136.8,0,2,2.0,18,250,0.1,18,6.0,76,T,6.0,1,129,18.7,S,0
88064,0,17,15.0,22,1,2.0,1,279,0.333,19,,47,S,15.0,1,19,0.0,F,0
52173,0,36,55.0,33,1,1.0,2,146,0.25,21,,78,T,20.0,2,29,5.0,A,0
136917,0,18,70.0,11,4,4.0,1,432,0.143,15,,95,S,10.0,1,32,10.0,A,0
141891,0,39,134.0,23,1,,15,325,0.286,20,4.0,71,T,8.5,2,122,5.0,A,0
61989,0,44,106.0,30,2,,9,375,0.125,18,5.0,90,R,5.0,1,125,8.0,S,0
2211,0,46,63.0,45,1,,2,244,1.0,6,,79,R,21.5,2,21,3.0,F,0
163675,1,06,87.0,23,2,,5,423,0.182,18,6.0,72,U,15.0,2,87,10.0,A,0
18610,0,40,129.0,22,2,1.0,10,377,0.273,17,8.0,88,T,7.0,3,123,7.0,S,0
29791,0,23,105.0,50,2,5.0,8,207,0.3,24,8.0,52,C,8.0,3,89,6.0,S,6
140053,0,39,15.0,30,1,2.0,1,194,0.333,21,,77,T,15.0,1,21,0.0,F,1
162556,0,15,85.0,30,4,5.0,17,216,0.6,22,6.0,53,S,6.0,6,126,4.0,S,5
175790,1,29,45.0,81,1,2.0,2,231,0.111,26,,71,C,10.0,1,43,5.0,A,0
126195,0,15,20.0,23,1,7.0,0,291,0.0,15,,64,S,0.0,0,15,0.0,F,0
131607,0,25,167.06,26,2,2.0,9,227,0.375,21,3.0,47,C,10.67,3,113,8.0,S,6
23520,0,24,95.0,52,1,2.0,4,310,0.2,21,,74,C,20.0,1,81,5.0,A,2
81014,0,48,268.0,38,4,,8,227,0.182,17,0.0,85,R,15.0,2,126,15.0,S,0
127265,0,18,34.0,13,1,6.0,3,306,0.167,15,,49,S,15.0,1,52,10.0,E,0
21339,0,49,35.0,33,3,6.0,2,260,0.4,15,,84,R,7.5,2,29,5.0,A,0
157934,0,14,41.0,26,1,,2,671,0.143,23,,91,S,25.0,1,38,20.0,A,0
139948,0,34,40.0,45,3,1.0,4,261,0.167,15,,54,T,5.0,1,69,8.0,S,2
68427,1,05,190.0,41,3,,2,341,0.125,16,,66,U,60.0,1,77,50.0,A,0
101665,1,40,175.0,21,4,5.0,23,413,0.636,15,8.0,80,T,4.57,7,129,8.0,S,5
