CONTROL_NUMBER,DONATED,CLUSTER_CODE,RECENT_CARD_RESPONSE_COUNT,RECENT_RESPONSE_PROP,MONTHS_SINCE_FIRST_GIFT,LIFETIME_CARD_PROM,IN_HOUSE,HOME_OWNER,MEDIAN_HOUSEHOLD_INCOME,RECENT_RESPONSE_COUNT,PCT_ATTRIBUTE4,LIFETIME_GIFT_COUNT,RECENT_AVG_CARD_GIFT_AMT,LIFETIME_GIFT_RANGE,PUBLISHED_PHONE,LIFETIME_AVG_GIFT_AMT,PEP_STAR,LIFETIME_MAX_GIFT_AMT,LIFETIME_GIFT_AMOUNT
57241,0,43,1,0.111,33,11,0,U,251,2,35,3,10.0,6.0,0,12.0,0,16.0,36.0
127988,1,53,2,0.1,45,15,0,U,211,2,55,4,17.5,15.0,1,11.25,0,20.0,45.0
58511,1,53,2,0.105,88,24,0,U,167,2,51,14,14.0,9.0,1,10.29,1,14.0,144.0
146198,0,07,0,0.059,56,14,0,U,413,1,0,3,0.0,12.0,0,12.33,0,17.0,37.0
50187,1,24,1,0.2,17,5,0,H,482,1,32,1,20.0,0.0,0,20.0,0,20.0,20.0
93379,0,05,0,0.1,104,27,0,U,300,2,49,12,0.0,14.0,1,9.67,1,16.0,116.0
32153,0,31,0,0.056,67,19,0,U,161,1,32,6,0.0,10.0,1,12.5,1,15.0,75.0
138997,1,41,1,0.158,77,19,0,H,173,3,55,7,15.0,10.0,1,9.71,0,15.0,68.0
3227,0,28,0,0.05,74,23,1,U,432,1,28,9,0.0,15.0,0,11.11,1,20.0,100.0
75911,0,43,1,0.143,21,6,0,H,254,1,33,1,20.0,0.0,1,20.0,0,20.0,20.0
37772,0,10,1,0.167,19,6,0,U,151,1,16,1,20.0,0.0,0,20.0,0,20.0,20.0
79747,1,51,1,0.182,24,9,0,H,211,2,37,2,15.0,0.0,0,15.0,0,15.0,30.0
155311,0,36,1,0.111,52,15,0,H,259,2,34,4,15.0,10.0,0,11.5,0,15.0,46.0
156559,1,12,2,0.278,57,17,0,H,576,5,9,7,9.5,10.0,1,9.86,1,15.0,69.0
17532,0,31,0,0.0,23,6,0,U,0,0,37,1,0.0,0.0,0,25.0,0,25.0,25.0
153118,0,09,1,0.118,67,16,0,U,195,2,47,7,12.0,10.0,0,10.43,0,15.0,73.0
135978,0,18,0,0.095,112,28,0,U,406,2,13,11,0.0,12.0,0,10.64,1,15.0,117.0
37472,1,31,1,0.2,16,6,0,U,233,1,0,1,20.0,0.0,0,20.0,1,20.0,20.0
27933,1,35,2,0.167,130,31,0,U,481,3,17,20,14.5,19.0,1,12.2,1,24.0,244.01
174907,0,37,2,0.091,89,26,0,U,192,2,77,16,20.5,17.0,0,15.25,1,22.0,244.0
15975,0,43,5,0.375,57,17,0,U,308,6,29,16,4.6,3.0,1,3.63,1,5.0,58.0
66845,0,11,1,0.2,17,6,0,H,453,1,29,1,20.0,0.0,1,20.0,0,20.0,20.0
42501,1,53,1,0.15,40,14,0,H,147,3,46,5,11.0,10.0,0,9.8,1,15.0,49.0
89680,1,13,1,0.154,32,8,0,H,515,2,20,2,5.0,10.0,1,10.0,0,15.0,20.0
67449,0,05,4,0.417,125,14,0,H,388,5,53,14,5.0,3.0,1,3.14,1,5.0,44.0
152219,0,26,0,0.105,87,24,0,U,321,2,71,16,0.0,12.0,0,11.06,1,15.0,177.0
154004,0,30,1,0.1,24,6,0,H,230,1,9,1,15.0,0.0,0,15.0,0,15.0,15.0
142722,0,03,1,0.333,17,6,0,U,324,1,34,1,20.0,0.0,0,20.0,0,20.0,20.0
181198,0,20,1,0.2,16,6,0,H,259,1,37,1,20.0,0.0,1,20.0,0,20.0,20.0
100509,0,13,1,0.059,62,17,0,H,570,1,35,5,25.0,15.0,1,14.6,0,25.0,73.0
155553,1,27,2,0.182,122,29,0,H,386,4,57,25,10.0,23.0,1,6.04,1,25.0,151.0
123763,0,35,2,0.1,111,28,0,H,493,2,16,11,13.0,10.0,1,10.27,1,15.0,113.0
62202,0,31,1,0.091,23,9,0,U,244,1,59,1,50.0,0.0,0,50.0,0,50.0,50.0
118751,0,22,2,0.1,96,30,0,H,305,2,43,12,26.0,29.0,1,8.67,1,32.0,104.0
46203,1,03,3,0.308,28,10,0,H,471,4,13,5,8.33,6.0,1,7.8,1,10.0,39.0
68657,0,17,1,0.15,126,32,0,H,281,3,25,22,10.0,25.0,0,11.0,1,30.0,242.0
8118,0,15,1,0.091,76,26,1,H,263,2,39,28,20.0,20.0,0,19.46,0,30.0,545.0
63161,0,43,3,0.278,41,14,0,U,261,5,34,6,16.67,15.0,1,13.33,0,20.0,80.0
103728,1,49,3,0.15,129,28,0,H,260,3,30,14,9.67,11.0,0,5.57,1,13.0,78.0
64153,0,39,3,0.158,127,32,0,U,324,3,13,24,13.0,13.0,1,8.29,1,15.0,199.0
173443,0,10,3,0.188,45,12,0,U,0,3,0,4,13.0,10.0,0,11.0,0,15.0,44.0
164330,0,17,4,0.375,68,22,0,U,285,6,24,17,15.25,14.0,0,12.82,1,20.0,218.0
79602,1,15,2,0.143,129,33,0,U,321,3,54,26,12.5,12.0,1,10.58,1,17.0,275.0
174053,0,05,6,0.368,126,33,0,U,429,7,23,37,5.0,7.0,0,6.35,1,10.0,235.0
137870,0,24,3,0.238,126,32,0,H,423,5,36,24,17.0,17.0,1,11.08,1,20.0,266.0
88627,0,13,3,0.375,129,27,0,H,417,6,72,17,3.67,2.0,1,3.88,1,5.0,66.0
102180,0,16,0,0.25,75,20,0,U,275,5,59,9,0.0,13.0,0,8.33,1,16.0,75.0
121153,1,01,1,0.111,89,16,0,H,366,1,10,7,17.0,17.0,1,12.57,1,20.0,88.0
20972,0,27,0,0.095,66,20,0,H,317,2,8,6,0.0,25.0,1,16.67,1,30.0,100.0
167579,0,02,2,0.15,39,15,0,H,614,3,40,4,15.0,10.0,1,15.0,0,20.0,60.0
87781,0,02,0,0.048,81,23,0,U,696,1,10,14,0.0,20.0,1,16.14,1,25.0,226.0
165019,0,34,1,0.2,18,6,0,U,399,1,17,1,25.0,0.0,0,25.0,0,25.0,25.0
57462,0,21,3,0.286,105,17,0,H,252,4,18,12,10.33,8.0,1,8.58,0,13.0,103.0
92814,1,03,2,0.154,31,8,0,U,458,2,20,2,10.0,10.0,0,10.0,0,15.0,20.0
112370,0,40,2,0.238,130,30,0,H,350,5,19,19,4.5,4.0,1,3.89,1,6.0,74.0
186293,0,46,2,0.318,75,23,1,U,215,7,45,20,6.5,9.0,1,5.1,1,10.0,102.0
181697,0,27,1,0.063,39,11,0,H,414,1,18,2,20.0,0.0,1,20.0,0,20.0,40.0
58811,0,43,4,0.417,27,10,0,U,241,5,25,6,5.75,10.0,0,7.5,1,15.0,45.0
82805,0,16,2,0.158,57,17,0,H,452,3,7,5,14.5,6.0,1,13.4,0,16.0,67.0
23640,0,42,1,0.111,41,11,0,H,318,2,74,3,11.0,10.0,0,10.33,0,15.0,31.0
130816,0,35,4,0.421,117,31,0,H,484,8,0,19,18.5,28.0,1,19.89,1,33.0,378.0
3304,0, .,1,0.15,76,25,1,H,416,3,0,20,25.0,95.0,1,25.35,1,100.0,507.0
72277,0,41,3,0.231,29,11,0,U,246,3,13,5,8.33,5.0,0,9.0,1,10.0,45.0
12832,1,36,2,0.214,31,10,1,U,292,3,26,5,11.0,10.0,1,10.4,0,15.0,52.0
161867,0,24,1,0.2,16,6,0,H,402,1,18,1,25.0,0.0,0,25.0,0,25.0,25.0
190616,1,46,2,0.15,130,33,0,U,241,3,40,16,10.0,6.0,1,7.5,1,10.0,120.0
100411,1,20,1,0.091,105,28,0,H,337,2,53,8,25.0,25.0,1,26.25,0,35.0,210.0
27829,0,49,1,0.105,54,15,0,U,289,2,32,5,10.0,11.0,0,9.8,0,15.0,49.0
70130,0,21,1,0.111,41,13,0,H,255,2,7,4,12.0,15.0,1,11.75,0,20.0,47.0
634,0,08,4,0.35,130,41,0,U,337,7,10,47,5.0,0.0,0,5.0,1,5.0,235.0
70863,1,45,0,0.056,130,27,0,H,269,1,39,14,0.0,13.0,1,6.57,1,16.0,92.0
116597,0,49,4,0.3,57,17,0,H,249,6,32,10,14.25,10.0,0,12.0,1,15.0,120.0
94921,0,05,0,0.0,87,24,0,H,299,0,71,12,0.0,20.0,1,17.92,1,30.0,215.0
672,0,27,1,0.105,80,28,0,U,299,2,28,12,16.0,11.0,1,12.33,0,16.0,148.0
5331,1,24,7,0.45,112,41,1,U,508,9,11,22,13.0,20.0,1,11.55,1,25.0,254.0
74005,0,49,3,0.357,29,11,0,H,268,5,30,7,13.33,14.0,0,11.57,1,20.0,81.0
83486,0,09,2,0.333,41,15,0,H,181,7,64,8,5.5,5.0,1,5.63,0,10.0,45.0
154355,0,23,1,0.053,75,22,0,H,456,1,65,7,20.0,10.0,1,16.43,0,20.0,115.0
83616,0,09,0,0.063,42,12,0,H,226,1,46,2,0.0,5.0,1,17.5,0,20.0,35.0
162352,0,13,0,0.118,125,25,0,H,565,2,47,5,0.0,10.0,0,20.0,0,25.0,100.0
50307,0,49,2,0.111,52,15,0,H,319,2,39,4,15.0,10.0,1,10.0,0,15.0,40.0
18374,0,50,2,0.3,90,22,0,U,233,6,39,13,7.0,7.0,0,5.15,1,9.0,67.0
80802,0,40,0,0.048,119,31,0,H,352,1,50,13,0.0,20.0,1,13.92,1,25.0,181.0
76585,1,24,4,0.25,122,31,0,H,550,5,39,21,5.0,3.0,1,4.86,1,6.0,102.0
184255,1,35,0,0.0,68,21,0,U,470,0,43,9,0.0,20.0,1,16.33,1,25.0,147.0
120849,0,10,2,0.2,24,9,0,U,0,2,0,2,20.0,10.0,1,20.0,0,25.0,40.0
158647,0,17,1,0.1,24,6,0,U,340,1,0,1,15.0,0.0,0,15.0,0,15.0,15.0
151881,0,12,1,0.1,128,29,0,H,511,2,35,12,10.0,10.0,0,10.83,1,20.0,130.0
148764,0,03,0,0.071,64,14,0,H,452,1,42,3,0.0,5.0,0,18.33,0,20.0,55.0
32975,1,18,0,0.053,80,20,0,H,304,1,13,8,0.0,20.0,1,10.88,1,25.0,87.0
89642,1,24,0,0.05,87,21,0,U,452,1,55,6,0.0,12.0,0,8.67,1,15.0,52.0
151679,1,21,0,0.059,40,13,0,H,339,1,18,2,0.0,2.0,0,21.0,0,22.0,42.0
149414,1,05,2,0.111,65,20,0,U,714,2,44,15,9.5,6.0,0,8.47,1,11.0,127.0
185053,0,01,0,0.091,88,23,1,U,346,2,40,14,0.0,130.0,0,48.36,0,150.0,677.0
6537,0,05,2,0.278,130,30,1,H,322,5,30,17,11.5,10.0,0,9.71,1,15.0,165.0
126431,0,52,1,0.154,31,8,0,H,126,2,23,2,15.0,5.0,0,12.5,0,15.0,25.0
142698,0,09,3,0.167,33,13,0,U,174,3,54,3,14.0,10.0,0,14.0,1,20.0,42.0
132336,0,27,0,0.5,15,4,0,U,271,1,12,1,0.0,0.0,0,25.0,0,25.0,25.0
46305,0,28,1,0.2,44,10,0,H,268,2,61,4,7.0,5.0,1,7.25,0,10.0,29.0
117266,0,16,0,0.1,89,21,0,H,319,2,37,10,0.0,7.0,0,7.4,0,12.0,74.0
138724,0,44,1,0.118,130,24,0,U,272,2,10,7,10.0,15.0,0,10.71,0,20.0,75.0
7451,1,22,4,0.25,104,31,1,U,229,5,76,17,21.25,21.0,0,14.82,1,26.0,252.0
172235,0,11,1,0.095,52,19,0,U,432,2,19,6,20.0,20.0,0,13.5,0,25.0,81.0
188298,0,49,2,0.25,110,25,0,U,281,4,36,17,4.0,10.0,1,5.59,1,10.0,95.0
77435,1,40,2,0.158,111,26,0,H,417,3,20,15,5.0,8.0,0,4.27,1,10.0,64.0
66745,1, .,1,0.2,17,5,0,H,283,1,0,1,15.0,0.0,1,15.0,0,15.0,15.0
42424,0,48,2,0.182,24,9,0,H,208,2,79,2,12.5,5.0,1,12.5,0,15.0,25.0
86038,0,36,1,0.056,75,20,0,U,217,1,36,8,15.0,12.0,0,10.5,1,15.0,84.0
65474,0,04,1,0.143,20,5,0,H,320,1,41,1,15.0,0.0,1,15.0,0,15.0,15.0
83220,1,45,1,0.077,26,8,0,U,280,1,29,1,15.0,0.0,0,15.0,0,15.0,15.0
126961,1,42,2,0.15,81,24,0,H,296,3,47,17,16.0,14.0,0,11.12,1,17.0,189.0
5665,0,23,2,0.095,113,29,0,U,406,2,74,10,27.5,97.0,0,21.9,1,100.0,219.0
135286,0,02,1,0.2,17,5,0,H,536,1,47,1,15.0,0.0,1,15.0,0,15.0,15.0
122960,0,40,3,0.25,128,28,0,H,327,5,37,17,7.67,8.0,0,4.76,1,10.0,81.0
190515,0,40,2,0.176,92,20,1,U,420,3,26,7,14.5,10.0,1,11.0,0,15.0,77.0
111798,0,50,2,0.154,29,9,0,U,126,2,41,2,15.0,0.0,0,15.0,0,15.0,30.0
133774,0,42,0,0.125,77,17,0,H,423,2,34,8,0.0,13.0,1,8.25,1,16.0,66.0
23657,0,40,1,0.118,67,19,0,H,165,2,42,12,16.0,11.0,1,9.25,1,16.0,111.0
159826,1,27,1,0.105,127,30,0,H,266,2,27,21,10.0,10.0,0,10.76,1,20.0,226.0
138758,1,40,0,0.143,56,18,0,H,403,3,0,5,0.0,10.0,1,14.8,0,20.0,74.0
65915,1,08,1,0.211,76,19,0,U,445,4,12,9,5.0,9.0,0,5.11,0,10.0,46.0
78207,0,25,0,0.0,41,12,0,H,248,0,32,3,0.0,5.0,1,12.33,0,15.0,37.0
126749,0,48,2,0.136,123,33,0,H,281,3,64,19,15.5,17.0,1,10.47,1,20.0,199.0
706,0,36,0,0.067,68,17,0,H,269,1,35,11,0.0,10.0,1,8.82,0,15.0,97.0
31148,0,25,1,0.2,17,5,0,U,240,1,17,1,15.0,0.0,1,15.0,0,15.0,15.0
181572,0,34,1,0.105,112,26,0,U,289,2,53,7,50.0,37.5,0,32.5,0,50.0,227.5
30304,0,50,1,0.056,55,16,0,U,172,1,48,5,15.0,10.0,0,9.6,0,15.0,48.0
108379,0,10,2,0.143,68,21,0,H,171,3,46,9,14.5,11.0,1,10.67,0,16.0,96.0
116496,0,14,2,0.167,53,13,0,H,414,3,11,6,11.0,9.0,1,7.67,0,12.0,46.0
101492,0,36,1,0.158,39,13,0,U,175,3,26,5,7.0,5.0,1,8.4,0,10.0,42.0
66139,0,35,6,0.421,130,32,0,U,314,8,11,52,12.5,15.0,1,8.79,1,20.0,457.0
191064,1,30,2,0.4,104,14,1,H,130,4,62,11,5.0,8.0,1,4.73,0,10.0,52.0
108254,0,15,5,0.353,33,13,0,U,133,6,12,7,4.4,8.0,1,4.14,1,10.0,29.0
42713,0,28,1,0.091,126,34,0,U,351,2,73,23,30.0,27.0,0,10.57,1,30.0,243.0
49997,0,39,1,0.091,65,23,0,H,252,2,3,10,20.0,23.0,0,17.5,1,28.0,175.0
27045,1,43,4,0.227,81,26,0,U,217,5,25,16,9.0,7.0,1,8.94,1,12.0,143.0
2996,0,23,3,0.316,41,13,0,U,290,6,0,8,15.67,15.0,0,14.38,0,20.0,115.0
10502,1,40,4,0.381,66,27,1,U,464,8,25,30,12.75,20.0,0,13.47,1,25.0,404.0
169221,0,33,0,0.048,64,20,0,H,172,1,63,5,0.0,10.0,0,18.0,0,20.0,90.0
14468,0,34,1,0.059,89,26,1,U,355,1,64,17,25.0,90.0,1,22.35,1,100.0,380.0
168547,0,18,0,0.063,129,29,0,H,476,1,38,24,0.0,9.0,0,6.46,1,12.0,155.0
87217,1,43,1,0.1,52,18,0,U,163,2,32,5,15.0,5.0,0,12.6,1,15.0,63.0
48246,0,24,1,0.176,44,13,0,H,332,3,25,4,15.0,15.0,1,12.25,0,20.0,49.0
61117,0,23,2,0.118,65,18,0,H,321,2,66,5,15.0,5.0,1,13.2,0,15.0,66.0
23727,0,34,0,0.158,52,17,0,H,572,3,74,8,0.0,7.0,1,9.63,1,12.0,77.0
626,0,36,5,0.316,75,17,0,H,296,6,37,8,7.6,5.0,1,7.5,1,10.0,60.0
177839,0,48,0,0.143,39,15,0,U,213,3,54,4,0.0,10.0,1,15.5,0,20.0,62.0
41715,1,09,2,0.368,45,15,0,U,272,7,55,10,3.0,3.0,0,3.3,1,5.0,33.0
82040,1,45,8,0.429,128,32,0,U,213,9,46,43,2.5,8.0,0,2.67,1,9.0,115.0
50203,0,40,0,0.118,44,13,0,U,395,2,28,3,0.0,15.0,1,10.67,0,20.0,32.0
34797,0,28,1,0.095,97,32,0,H,285,2,76,12,10.0,15.0,1,11.25,1,20.0,135.0
70231,0,11,7,0.474,44,17,0,H,452,9,31,15,6.14,5.0,0,5.87,1,8.0,88.0
7649,1,13,3,0.35,69,23,1,U,388,7,60,22,7.33,15.0,1,10.05,0,18.0,221.0
22262,0,41,3,0.25,29,10,0,H,289,3,40,3,13.67,15.0,1,13.67,1,20.0,41.0
148132,0,34,2,0.111,44,13,0,H,540,2,16,3,15.0,10.0,0,11.67,0,15.0,35.0
24247,0,41,1,0.2,16,5,0,U,190,1,14,1,15.0,0.0,0,15.0,0,15.0,15.0
134920,0,48,4,0.636,24,10,0,U,211,7,77,8,7.0,5.0,1,6.38,1,10.0,51.0
107727,1,36,5,0.545,130,32,0,H,260,12,36,43,5.0,8.0,0,5.28,1,10.0,227.0
115723,0,12,0,0.143,20,7,0,H,534,1,7,1,0.0,0.0,1,25.0,0,25.0,25.0
99328,0,49,4,0.3,40,15,0,U,318,6,30,8,6.5,5.0,0,7.38,1,10.0,59.0
18498,0,41,3,0.231,29,10,0,U,212,3,46,4,11.0,17.0,0,9.0,1,20.0,36.0
28596,0,11,1,0.158,40,14,0,H,358,3,43,4,10.0,15.0,0,10.5,0,20.0,42.0
4805,0,37,1,0.1,113,27,1,H,219,2,41,18,12.0,9.0,1,8.61,1,12.0,155.0
41699,0,20,2,0.19,127,32,0,U,292,4,48,17,16.0,22.0,1,12.06,1,25.0,205.0
67359,0,40,0,0.056,125,26,0,U,405,1,26,11,0.0,14.0,0,8.91,1,17.0,98.0
120301,0,39,5,0.444,130,32,0,H,254,8,8,28,4.8,4.0,0,4.18,1,6.0,117.0
119446,0,24,0,0.143,123,21,0,U,431,1,56,17,0.0,10.0,1,9.24,1,15.0,157.0
183893,0,45,3,0.167,128,27,0,H,144,3,37,16,10.0,7.0,1,7.06,1,10.0,113.0
149285,0,03,4,0.263,93,25,0,H,270,5,59,14,6.5,4.0,0,5.36,1,7.0,75.0
118186,0,23,1,0.25,17,6,0,H,372,1,78,2,25.0,0.0,1,25.0,0,25.0,50.0
147462,0,20,1,0.182,126,17,0,H,377,2,50,14,10.0,20.0,1,9.43,1,25.0,132.0
69855,1,36,6,0.474,41,15,0,H,331,9,39,10,4.0,4.0,1,4.4,1,6.0,44.0
22123,0,37,1,0.167,18,6,0,U,114,1,48,1,15.0,0.0,0,15.0,0,15.0,15.0
108781,1,34,1,0.053,53,16,0,H,322,1,51,4,21.0,11.0,1,15.25,0,21.0,61.0
21003,1,50,3,0.25,75,20,0,H,213,5,25,9,13.67,16.0,0,12.22,1,21.0,110.0
36659,0,08,2,0.2,113,27,0,H,254,4,36,16,12.5,10.0,1,10.63,1,15.0,170.0
6070,0,35,1,0.1,109,31,1,U,493,2,26,14,30.0,10.0,1,26.93,0,35.0,377.0
163783,0,05,1,0.2,16,6,0,H,479,1,38,1,20.0,0.0,1,20.0,0,20.0,20.0
14907,0,36,2,0.158,92,24,1,U,239,3,30,17,10.0,10.0,0,9.24,1,15.0,157.0
33776,0,42,0,0.1,116,29,0,H,326,2,47,15,0.0,18.0,0,8.4,1,20.0,126.0
52236,0,46,2,0.167,40,14,0,H,265,3,44,4,17.5,20.0,1,12.5,0,25.0,50.0
74523,1,30,2,0.214,102,14,0,U,228,3,36,12,10.5,8.0,0,8.08,1,11.0,97.0
164981,0,14,1,0.143,21,5,0,U,804,1,23,1,15.0,0.0,1,15.0,0,15.0,15.0
184282,0,44,1,0.211,52,16,0,U,366,4,21,7,6.0,5.0,0,6.14,0,10.0,43.0
182697,1,42,0,0.167,20,4,0,U,246,1,54,1,0.0,0.0,0,20.0,0,20.0,20.0
160306,1,40,2,0.167,33,11,0,H,360,3,20,3,12.5,5.0,0,12.33,0,15.0,37.0
114492,0,22,2,0.143,86,25,0,H,253,3,66,15,22.5,15.0,1,17.47,1,25.0,262.0
137504,0,23,1,0.214,65,15,0,U,386,3,82,5,15.0,6.0,0,13.4,0,16.0,67.0
18137,0,41,1,0.091,91,27,0,U,198,2,30,10,20.0,30.0,0,23.5,0,40.0,235.0
45855,0,16,1,0.111,123,29,0,H,142,2,34,18,6.0,9.0,1,7.39,1,12.0,133.0
53889,0,41,0,0.333,20,6,0,U,188,2,50,2,0.0,0.0,0,15.0,0,15.0,30.0
113849,0,53,1,0.071,127,25,0,U,200,1,52,14,14.0,9.0,0,7.64,1,14.0,107.0
100736,0,08,1,0.154,29,10,0,H,327,2,0,2,10.0,10.0,1,15.0,0,20.0,30.0
15566,1,49,0,0.111,86,23,0,H,343,2,38,14,0.0,8.0,1,7.21,1,13.0,101.0
112715,0,36,0,0.15,130,32,0,U,105,3,28,30,0.0,18.0,0,8.77,1,20.0,263.0
136935,1,39,1,0.214,32,10,0,U,312,3,0,3,15.0,10.0,1,9.0,0,15.0,27.0
66265,1,21,1,0.111,105,27,0,H,362,2,18,12,25.0,25.0,1,20.42,1,30.0,245.0
97405,0,40,2,0.095,63,20,0,U,348,2,27,8,21.0,20.0,0,14.75,0,25.0,118.0
132567,1,42,2,0.095,38,15,0,H,413,2,13,3,18.0,10.0,1,15.33,0,20.0,46.0
179716,0,02,3,0.158,64,18,0,U,421,3,25,7,15.0,17.0,1,8.71,0,20.0,61.0
36298,0,29,1,0.188,44,12,0,H,276,3,79,4,20.0,15.0,0,14.25,0,20.0,57.0
20747,0,28,0,0.2,65,18,0,U,252,4,71,7,0.0,7.0,0,7.0,0,10.0,49.0
75447,0,45,2,0.091,104,28,0,H,244,2,38,10,15.5,16.0,0,11.0,1,19.0,110.0
153353,1,10,2,0.15,52,17,0,U,207,3,0,5,22.5,25.0,0,18.2,0,30.0,91.0
183042,0,18,0,0.048,98,20,0,H,426,1,29,4,0.0,20.0,1,18.75,0,30.0,75.0
101945,0,40,3,0.308,29,10,0,H,328,4,31,5,6.67,5.0,1,6.0,1,10.0,30.0
141068,0,18,3,0.375,32,12,0,U,497,6,22,7,15.33,19.0,0,16.0,0,25.0,112.0
45968,1,46,2,0.25,20,8,0,H,328,2,33,2,12.5,5.0,1,12.5,0,15.0,25.0
57492,0,35,1,0.111,67,18,0,U,223,2,38,4,16.0,15.0,1,13.75,0,20.0,55.0
179644,0,02,1,0.125,41,8,0,H,590,1,40,2,20.0,17.0,0,11.5,0,20.0,23.0
167410,0,11,0,0.111,65,17,0,H,574,2,47,4,0.0,10.0,0,16.25,0,20.0,65.0
21516,0,38,0,0.095,116,26,0,H,173,2,12,9,0.0,15.0,1,9.22,1,20.0,83.0
159588,0,52,1,0.111,42,12,0,U,161,2,37,3,15.0,5.0,0,12.33,0,15.0,37.0
29685,0,44,3,0.15,108,25,0,U,342,3,54,22,11.33,11.0,1,8.59,1,12.0,189.0
179191,0,20,2,0.118,33,10,0,H,320,2,26,2,13.0,6.0,1,13.0,0,16.0,26.0
165696,0,22,2,0.118,50,15,0,U,639,2,12,4,10.0,12.0,1,9.5,0,15.0,38.0
124554,0,41,2,0.15,112,32,0,H,111,3,34,23,14.0,17.0,1,5.98,1,19.0,137.5
80387,1,41,3,0.316,126,31,0,U,154,6,12,18,5.0,4.0,1,4.44,1,6.0,80.0
101596,1,53,2,0.182,113,32,0,U,138,4,44,12,17.5,25.0,0,17.75,1,30.0,213.0
183954,1,30,2,0.176,32,12,0,U,243,3,37,3,12.5,15.0,0,11.67,1,20.0,35.0
105982,0,11,1,0.1,52,19,0,H,603,2,17,4,20.0,10.0,0,15.5,0,20.0,62.0
103856,0,51,1,0.067,125,22,0,U,158,1,37,6,15.0,8.0,0,10.67,1,15.0,64.0
58726,0,53,3,0.238,86,26,0,U,166,5,38,19,12.33,10.0,0,10.63,1,15.0,202.0
134032,1,49,4,0.2,110,30,0,U,305,4,24,14,18.25,11.0,0,15.0,1,21.0,210.0
153049,0,04,2,0.385,31,9,0,U,153,5,31,5,5.0,5.0,0,6.0,0,10.0,30.0
19068,0,36,3,0.211,111,27,0,H,285,4,16,14,15.0,15.0,1,11.29,1,20.0,158.0
50639,0,39,0,0.118,104,22,0,H,284,2,26,5,0.0,15.0,1,15.0,0,25.0,75.0
137305,0,33,2,0.235,86,21,0,U,582,4,72,11,14.5,18.0,0,6.91,1,20.0,76.0
35181,1,12,2,0.136,121,33,0,U,471,3,16,16,26.0,32.0,0,20.88,1,34.0,334.0
165378,1,13,3,0.15,68,20,0,U,896,3,49,8,15.0,12.0,0,10.63,0,17.0,85.0
164322,0,11,4,0.286,52,17,0,H,543,6,20,13,7.75,4.0,0,7.69,1,9.0,100.0
54026,0,45,1,0.111,78,23,0,H,199,2,42,7,20.0,20.0,1,27.14,0,40.0,190.0
122295,0,10,1,0.095,57,17,0,U,0,2,0,5,20.0,15.0,0,12.2,0,20.0,61.0
182297,0,24,1,0.05,41,14,0,U,321,1,30,3,15.0,25.0,1,15.0,0,25.0,45.0
109848,1,18,0,0.059,112,25,0,H,296,1,13,7,0.0,12.0,1,12.14,0,17.0,85.0
56310,0,42,1,0.125,33,10,0,U,317,2,27,2,5.0,15.0,1,12.5,0,20.0,25.0
86444,0,22,1,0.067,53,12,0,U,304,1,23,3,15.0,5.0,0,12.33,0,15.0,37.0
136991,1,35,1,0.15,121,28,0,U,469,3,24,11,14.0,9.0,0,9.36,0,14.0,103.0
185886,1,20,4,0.389,112,24,0,U,315,7,40,14,7.5,6.0,1,5.14,1,9.0,72.0
2097,0,25,2,0.136,110,37,0,U,418,3,28,14,15.5,15.0,0,12.71,1,20.0,178.0
133948,1,40,3,0.235,101,19,0,U,397,4,35,15,13.67,10.0,0,10.8,1,15.0,162.0
64141,0,35,1,0.095,80,24,0,H,424,2,42,8,25.0,45.0,1,18.13,1,50.0,145.0
111005,0,51,1,0.1,23,7,0,U,200,1,46,1,25.0,0.0,0,25.0,0,25.0,25.0
84417,0,41,2,0.136,41,16,0,H,197,3,64,4,40.0,25.0,1,38.75,0,50.0,155.0
168984,0,10,2,0.313,129,31,0,H,0,5,0,28,5.5,7.0,0,5.75,1,10.0,161.0
124390,0,36,1,0.133,32,9,0,U,161,2,32,2,15.0,0.0,1,15.0,0,15.0,30.0
76437,0,49,3,0.211,126,33,0,H,263,4,33,18,11.67,14.0,1,7.72,1,15.0,139.0
130440,0,16,1,0.238,74,22,0,H,313,5,40,16,5.0,5.0,1,6.06,1,10.0,97.0
55450,1,45,2,0.105,125,29,0,H,173,2,41,19,7.5,8.0,1,3.53,1,10.0,67.0
169716,0,20,1,0.143,21,6,0,H,317,1,46,1,20.0,0.0,0,20.0,0,20.0,20.0
100353,0,23,4,0.235,114,31,0,U,351,4,38,14,18.75,20.0,0,17.64,1,30.0,247.0
151698,1,35,1,0.105,40,14,0,H,186,2,19,3,20.0,15.0,0,15.0,0,20.0,45.0
86411,0,36,0,0.091,105,10,0,U,239,1,55,9,0.0,11.0,1,11.33,0,16.0,102.0
185535,0,14,1,0.154,28,10,1,H,581,2,20,4,7.0,20.0,1,10.13,0,20.0,40.5
68503,0,16,3,0.375,113,27,0,H,392,6,56,24,4.33,7.0,0,3.48,1,8.0,83.5
72452,1,39,1,0.389,102,20,0,H,601,7,37,18,5.0,3.0,1,3.33,1,5.0,60.0
89288,1,18,0,0.105,75,18,0,H,414,2,30,5,0.0,14.0,1,10.4,0,17.0,52.0
113502,1,28,4,0.286,41,15,0,H,203,6,59,8,6.0,7.0,0,5.88,0,10.0,47.0
